,name,sallary,duty,location,time
14597,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员赴日Java，PHP，.NET,异地招聘,02-07
14598,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员赴日Java，PHP，.NET,异地招聘,02-07
14599,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员赴日Java，PHP，.NET,异地招聘,02-07
14600,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员赴日Java，PHP，.NET,异地招聘,02-07
14601,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员赴日Java，PHP，.NET,异地招聘,02-07
14602,北京远大众力机械设备有限公司,0.8-1.5万/月,PHP开发工程师,苏州-工业园区,02-07
14603,合肥金而惠信息科技有限公司,3-4.5千/月,PHP软件工程师/程序员（五险一金 双休）,合肥,02-07
14604,烟台欣和企业食品有限公司,1.2-2.5万/月,PHP系统开发工程师,北京-朝阳区,02-07
14605,烟台欣和企业食品有限公司,4-8千/月,PHP开发工程师,烟台,02-07
14606,长沙教你网络科技有限公司,0.8-1.5万/月,PHP开发工程师,长沙-长沙县,02-07
14607,广州保护神科技有限公司,0.8-1.5万/月,PHP开发工程师,广州-番禺区,02-07
14608,上海捷租网络科技有限公司,1.2-1.8万/月,PHP工程师,上海-虹口区,02-07
14609,汇众网络,1-1.5万/月,PHP资深游戏开发工程师,上海-徐汇区,02-07
14610,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员Java，PHP，c#等,国外,02-07
14611,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员Java，PHP，c#等,异地招聘,02-07
14612,湖北一片语科技有限公司,1.2-4万/月,IT工程师技术员Java，PHP，c#等,异地招聘,02-07
14613,重庆麦尔聪网络科技有限公司,3-5千/月,php技术开发/双休+五险,成都-高新区,02-07
14614,合肥金而惠信息科技有限公司,3-4.5千/月,PHP软件工程师/程序员（可应届+双休+五险一金）,合肥,02-07
14615,青岛杰普林思网络科技有限公司,3-5千/月,PHP开发助理/双休/食宿补贴,青岛,02-07
14616,济南思新网络科技有限公司,2.8-5千/月,PHP网站开发助理,青岛-市北区,02-07
14617,青岛安思瑞通科技有限公司,3-5千/月,双休PHP开发助理年底双薪,青岛-市北区,02-07
14618,上海道拓医药科技股份有限公司,1-1.5万/月,PHP高级开发工程师,上海-静安区,02-07
14619,湖南大和品牌设计有限公司,6-8千/月,PHP开发工程师 网站开发,长沙-开福区,02-07
14620,上海互教教育科技有限公司,1.2-2.5万/月,PHP高级开发工程师,上海-浦东新区,02-07
14621,腾讯汽车区域运营中心,0.7-1.4万/月,PHP工程师（广州）,广州-天河区,02-07
14622,济南思新网络科技有限公司,3-5千/月,PHP开发工程师高薪发展好,青岛-市北区,02-07
14623,重庆麦尔聪网络科技有限公司,3-5千/月,PHP开发实习生（双休）,成都-武侯区,02-07
14624,重庆市美特因网络科技有限公司,3-4.5千/月,php软件开发工程师,重庆,02-07
14625,武汉御辩格网络科技有限公司,3-5千/月,PHP开发工程师（双休）,上海-普陀区,02-07
14626,武汉御辩格网络科技有限公司,3-4.5千/月,PHP软件开发+双休,上海-黄浦区,02-07
14627,武汉御辩格网络科技有限公司,4.5-6千/月,PHP程序开发（双休）,上海,02-07
14628,青岛安思瑞通科技有限公司,3-5千/月,双休PHP软件开发工程师,青岛-城阳区,02-07
14629,成都银泰商务服务有限公司,1-1.5万/月,PHP开发工程师,成都-高新区,02-07
14630,广州荔湾区双创产业服务中心有限公司,1-1.5万/月,PHP数据分析开发工程师,广州-荔湾区,02-07
14631,广州富米科技有限公司,1-1.5万/月,PHP开发工程师,广州-天河区,02-07
14632,西安索镁信息技术有限公司,1-1.5万/月,php开发经理,西安-雁塔区,02-07
14633,深圳市龙火科技有限公司,1-1.5万/月,PHP开发工程师,深圳,02-07
14634,成都云玺科技有限公司,5-8千/月,PHP程序员,成都-高新区,02-07
14635,湖北华旺达信息技术有限公司,6-8千/月,PHP程序员,武汉-洪山区,02-07
14636,北京世纪鼎力国际知识产权代理有限...,3-5千/月,PHP 程序开发网站,保定,02-07
14637,广州登客网互联网科技有限公司,1-1.5万/月,上市公司急聘PHP开发工程师/五险一金（武汉）,武汉,02-07
14638,济南思新网络科技有限公司,3-5千/月,PHP程序员年底双薪,青岛-市北区,02-07
14639,小猪短租,1.5-2万/月,PHP开发工程师,北京-海淀区,02-07
14640,广州简知信息科技有限公司,1-2万/月,技术经理（PHP方向）,广州-天河区,02-07
14641,深圳市红鸟网络科技有限公司,1.2-1.8万/月,PHP中级开发工程师,深圳-南山区,02-07
14642,武汉御辩格网络科技有限公司,3-5千/月,PHP网络编程+食宿补贴,上海,02-07
14643,武汉御辩格网络科技有限公司,3-4.5千/月,PHP开发工程师,武汉-洪山区,02-07
14644,成都期汇乐信息技术有限公司,4-6千/月,PHP编程开发+食宿补贴,上海-浦东新区,02-07
14645,成都期汇乐信息技术有限公司,3-5千/月,PHP开发工程师（双休+年底双薪）,成都-锦江区,02-07
14646,上海骞艺通讯科技有限公司河南运营...,4-5千/月,PHP开发工程师（五险一金+住宿）,郑州,02-07
14647,上海骞艺通讯科技有限公司河南运营...,6-8千/月,PHP开发工程师,郑州,02-07
14648,深圳市因诺科技有限公司,0.8-1万/月,全栈PHP开发工程师（Laravel + VUE）,深圳-龙华新区,02-07
14649,广东左宜律师事务所,4.5-6千/月,网站程序开发/PHP程序员/小程序开发,异地招聘,02-07
14650,广州龙骐贸易有限公司,3-4.5千/月,PHP开发实习生,广州-白云区,02-07
14651,广州龙骐贸易有限公司,4.5-6千/月,Wordpress ZenCart Magento PHP开发,广州-白云区,02-07
14652,广州龙骐贸易有限公司,1-1.5万/月,PHP工程师,广州-白云区,02-07
14653,广州食得鲜网络科技有限公司,1.2-1.8万/月,资深PHP工程师,广州-天河区,02-07
14654,四川展谊网络科技有限公司,3-5千/月,PHP网站建设技术学徒,绵阳,02-07
14655,上海易教信息科技有限公司,1.8-2.5万/月,PHP开发经理,上海-徐汇区,02-07
14656,祝博士教育集团,3-5千/月,PHP程序员（六险一金+工作餐+全勤）,广州-天河区,02-07
14657,常州市龙道电子商务有限公司,0.8-1万/月,PHP高级开发工程师,常州,02-07
14658,合肥金而惠信息科技有限公司,3-4.5千/月,PHP软件工程师/程序员（可实习五险一金 双休）,合肥,02-07
14659,合肥金而惠信息科技有限公司,3-4.5千/月,PHP软件工程师/程序员（可应届+五险一金 双休）,合肥,02-07
14660,合肥金而惠信息科技有限公司,3-4.5千/月,PHP软件工程师/程序员（4000 五险一金 双休）,合肥,02-07
14661,广州登客网互联网科技有限公司,1-1.5万/月,集团总部急聘PHP开发工程师/五险一金（广州）,广州-白云区,02-07
14662,广州登客网互联网科技有限公司,1-1.5万/月,急聘PHP开发工程师/五险一金/均薪12k（广州）,广州-白云区,02-07
14663,广州登客网互联网科技有限公司,1-1.5万/月,集团总部急聘PHP开发工程师/五险一金（广州）,广州-白云区,02-07
14664,广州登客网互联网科技有限公司,1-1.5万/月,上市公司急聘PHP开发工程师/五险一金（上海）,上海-浦东新区,02-07
14665,广州登客网互联网科技有限公司,1-1.5万/月,集团总部急聘PHP开发工程师/五险一金/均薪12k,广州-白云区,02-07
14666,昆山和君纵达数据科技有限公司,1-2万/月,PHP高级开发工程师,合肥-包河区,02-07
14667,深圳前海禾茂实业集团有限公司,0.6-2万/月,PHP研发主管,深圳,02-07
14668,深圳前海禾茂实业集团有限公司,0.8-1万/月,PHP系统工程师,深圳,02-07
14669,广州碧软信息科技有限公司,7-8千/月,初级PHP,东莞,02-07
14670,广州碧软信息科技有限公司,1.8-2.5万/月,php,北京,02-07
14671,广州碧软信息科技有限公司,0.8-1.3万/月,PHP,广州,02-07
14672,重庆麦尔聪网络科技有限公司,3-4.5千/月,php程序开发实习生,重庆,02-07
14673,重庆麦尔聪网络科技有限公司,3-4.5千/月,PHP开发工程师,重庆,02-07
14674,广州家居热线网络科技有限公司,1-1.5万/月,PHP高级工程师（周末双休五险一金不加班）,广州,02-07
14675,中山市微大网络科技有限公司,0.6-1万/月,PHP软件工程师,异地招聘,02-07
14676,中山市微大网络科技有限公司,0.6-1万/月,PHP软件工程师,异地招聘,02-07
14677,中山市微大网络科技有限公司,0.6-1万/月,PHP软件工程师,异地招聘,02-07
14678,广西英拓网络股份有限公司,4-8千/月,PHP开发工程师（急聘）,南宁,02-07
14679,咸宁方片互动网络有限公司,14-20万/年,PHP中级开发工程师,异地招聘,02-07
14680,咸宁方片互动网络有限公司,18-20万/年,PHP高级开发工程师,异地招聘,02-07
14681,爱慕替网络科技（大连）有限公司,0.5-1万/月,PHP开发工程师,大连-沙河口区,02-07
14682,爱慕替网络科技（大连）有限公司,3-4.5千/月,PHP实训生,大连-沙河口区,02-07
14683,爱慕替网络科技（大连）有限公司,0.8-1万/月,PHP开发经理（双休五险一金）,大连-沙河口区,02-07
14684,恒企教育,3-4.5千/月,PHP讲师,广州-白云区,02-07
14685,北京搜狗科技发展有限公司,1.5-3万/月,技术工程部-PHP开发工程师-北京-02340,北京-海淀区,02-07
14686,北京搜狗科技发展有限公司,1.5-2.5万/月,商业基础工程-php开发工程师-北京-01863,北京-海淀区,02-07
14687,青岛安思瑞通科技有限公司,3-5千/月,双休PHP网站开发,太原,02-07
14688,北京搜狗科技发展有限公司,1.5-3万/月,搜狗输入法-PHP高级开发工程师-北京-01880,北京-海淀区,02-07
14689,青岛安思瑞通科技有限公司,3-5千/月,双休+PHP网页开发员,西安-碑林区,02-07
14690,北京搜狗科技发展有限公司,1.5-3万/月,个性化阅读-PHP高级开发工程师-北京-01959,北京-海淀区,02-07
14691,深圳市天保达物流研究院有限公司,1.2-2万/月,PHP工程师,深圳-南山区,02-07
14692,成都期汇乐信息技术有限公司,3-5千/月,PHP开发工程助理+双休,上海-浦东新区,02-07
14693,福州四九八网络科技有限公司,1-1.5万/月,php项目经理,福州,02-07
14694,北京圣承方略咨询有限公司,2-2.5万/月,PHP技术经理,北京-朝阳区,02-07
14695,笨鸟社交,0.8-1.5万/月,PHP开发工程师,厦门,02-07
14696,春秋信息技术（大连）有限公司,6-9千/月,PHP开发工程师,大连-高新园区,02-07
14697,蓝鸥科技（武汉）有限公司,1-1.5万/月,PHP讲师,武汉-江夏区,02-07
14698,北京长地万方科技有限公司,1.3-1.8万/月,PHP开发工程师,异地招聘,02-07
14699,北京长地万方科技有限公司,1.3-1.8万/月,PHP开发工程师,异地招聘,02-07
14700,长沙掌游网络科技有限公司,0.8-1.5万/月,15K+诚聘PHP程序员,长沙-芙蓉区,02-07
14701,长沙掌游网络科技有限公司,1-1.5万/月,PHP程序员,长沙-芙蓉区,02-07
14702,广东时代互联科技有限公司,0.6-1.2万/月,Php,异地招聘,02-07
14703,广东时代互联科技有限公司,3-6千/月,Php实习生,珠海,02-07
14704,广东时代互联科技有限公司,1.5-2万/月,高级PHP程序员,异地招聘,02-07
14705,广东时代互联科技有限公司,0.9-1.5万/月,高级PHP程序员,珠海,02-07
14706,厦门微讯信息科技有限公司,3-5千/月,聘PHP开发助理/3K+五险一金,厦门,02-06
14707,广东时代互联科技有限公司,0.6-1.2万/月,PHP程序员,珠海,02-07
14708,广东时代互联科技有限公司,0.6-1.2万/月,PHP工程师,异地招聘,02-07
14709,湖南云盟科技有限公司,0.6-2万/月,PHP开发工程师（双休+项目提成）,长沙-天心区,02-07
14710,湖南云盟科技有限公司,6-8千/月,PHP开发工程师（高项目提成+双休）,长沙-天心区,02-07
14711,合肥海分宝科技有限公司,0.8-1.5万/月,高级PHP开发程序员,合肥-瑶海区,02-07
14712,浙江微一案信息科技有限公司,1-1.5万/月,PHP开发工程师,杭州-拱墅区,02-07
14713,浙江微一案信息科技有限公司,15-20万/年,PHP工程师（中高级）,杭州-拱墅区,02-07
14714,大连东软睿创科技发展有限公司,3-4.5千/月,诚招PHP软件工程师实习生,异地招聘,02-07
14715,中山市青龙建材有限公司,0.8-1万/月,高级PHP工程师,中山,02-06
14716,上海蚁城网络科技有限公司,1-2万/月,PHP开发工程师,上海-闵行区,02-06
14717,上海蚁城网络科技有限公司,1.3-2万/月,PHP高级开发工程师,上海-闵行区,02-06
14718,杭州半斗米水果有限公司,1-2万/月,php工程师,杭州,02-06
14719,深圳市猎芯科技有限公司,3-5千/月,PHP开发工程师（实习生）,深圳-龙岗区,02-06
14720,深圳市猎芯科技有限公司,1-1.7万/月,PHP开发工程师,深圳-龙岗区,02-06
14721,深圳市易佰网络科技有限公司,1-2万/月,PHP开发工程师/软件工程师/程序员,深圳,02-07
14722,北京中软国际教育科技股份有限公司,4.5-6千/月,Web前端 PHP UI转Java开发工程师,北京-海淀区,02-06
14723,浙江甬润科技有限公司,1.2-2万/月,PHP程序员,杭州,02-07
14724,深圳市猎芯科技有限公司,1-1.5万/月,高级PHP开发工程师,深圳-龙岗区,02-06
14725,柯莹珠宝,0.8-1.2万/月,PHP软件工程师,深圳-罗湖区,02-06
14726,安徽天问企业管理有限公司,0.7-1万/月,PHP主管（高薪、急聘）,合肥-政务区,02-06
14727,徐州和合软件科技有限公司,6-8千/月,PHP高级开发工程师,异地招聘,02-06
14728,北京中软国际教育科技股份有限公司,4.5-6千/月,web前端PHP UI转Java开发工程师,北京-海淀区,02-06
14729,北京中软国际教育科技股份有限公司,4.5-6千/月,PHP开发实习生,北京-海淀区,02-06
14730,北京中软国际教育科技股份有限公司,4.5-6千/月,IOS 安卓 Web前端 PHP UI转Java开发工程师,北京-海淀区,02-06
14731,北京中软国际教育科技股份有限公司,4.5-6千/月,PHP开发实习生,北京-海淀区,02-06
14732,北京中软国际教育科技股份有限公司,4.5-6千/月,Web前端 PHP UI转Java开发工程师,北京-海淀区,02-06
14733,北京中软国际教育科技股份有限公司,4.5-6千/月,实习PHP程序员食宿补贴,北京-海淀区,02-06
14734,大全集团有限公司,0.9-1.4万/月,PHP开发（南京宜电）,南京,02-07
14735,杭州新天地集团有限公司,1-1.5万/月,集团-PHP开发工程师,杭州-下城区,02-07
14736,科大讯飞股份有限公司,2-3万/月,PHP开发工程师-上海,异地招聘,02-07
14737,深圳市腾讯计算机系统有限公司,,23294-PHP开发工程师（深圳）,深圳,02-07
14738,徐州和合软件科技有限公司,6-8千/月,PHP开发经理,徐州,02-06
14739,徐州和合软件科技有限公司,6-8千/月,PHP高级开发工程师,徐州,02-06
14740,北京中软国际教育科技股份有限公司,4.5-6千/月,PHP转JAVA工程师,北京-海淀区,02-06
14741,北京中软国际教育科技股份有限公司,4.5-6千/月,PHP开发实习生,北京-海淀区,02-06
14742,北京中软国际教育科技股份有限公司,4.5-6千/月,零基础PHP实习生双休,北京-海淀区,02-06
14743,北京中软国际教育科技股份有限公司,4.5-6千/月,Web前端 PHP UI转Java开发工程师,北京-海淀区,02-06
14744,北京中软国际教育科技股份有限公司,4.5-6千/月,PHP开发实习生,北京-海淀区,02-06
14745,北京中软国际教育科技股份有限公司,4.5-6千/月,Web前端 PHP UI转Java开发工程师,北京-海淀区,02-06
14746,北京中软国际教育科技股份有限公司,4.5-6千/月,PHP开发工程师,北京-海淀区,02-06
