,name,sallary,duty,location,time
4078,珠海市十厘米软件有限公司,3-4.5千/月,php工程师,珠海-香洲区,02-06
4079,东莞市乔科化学有限公司,0.5-2万/月,PHP开发工程师,东莞-大朗镇,02-06
4080,广州极速电子商务有限公司,1-1.5万/月,PHP工程师,广州,02-06
4081,浙江万达旅游集团有限公司,6-8万/年,PHP开发员,杭州-西湖区,02-06
4082,湖南星辰在线新媒体有限公司,0.8-1万/月,高级PHP开发工程师,长沙-岳麓区,02-06
4083,福建新新房地产开发有限公司,0.8-1万/月,PHP工程师,厦门,02-06
4084,上海狂热网络科技有限公司,1.5-3.5万/月,高级PHP开发工程师,上海-浦东新区,02-06
4085,兑客科技（武汉）有限公司,0.6-1.2万/月,PHP开发工程师,武汉-江汉区,02-06
4086,隆正信息科技有限公司,1-1.5万/月,PHP高级开发工程师,无锡-无锡新区,02-06
4087,VeryCloud,0.7-1.2万/月,高级PHP开发工程师,无锡-江阴市,02-06
4088,广西健柔之家电子商务有限公司,4.5-6千/月,PHP工程师,泰安,02-06
4089,苏宁文创集团,2-2.5万/月,PHP工程师,北京,02-06
4090,安徽天问企业管理有限公司,6-8千/月,PHP程序员,合肥-政务区,02-06
4091,飞友科技有限公司,1-1.5万/月,PHP（南京）,异地招聘,02-06
4092,美贝尔医疗美容集团股份有限公司,1-1.5万/月,PHP程序员,上海-长宁区,02-06
4093,徐州和合软件科技有限公司,5-8千/月,PHP开发工程师,淮安,02-06
4094,北京中软国际教育科技股份有限公司,4.5-6千/月,零基础PHP实习生双休,北京-海淀区,02-06
4095,大丰收农资商城,1-1.5万/月,高级PHP工程师,深圳-南山区,02-06
4096,山东和宁信息技术股份有限公司,6-8千/月,PHP技术工程师,济南,02-06
4097,深圳市萨拉摩尔电子商务有限公司,0.8-1.5万/月,PHP高级开发工程师,深圳-龙岗区,02-06
4098,石家庄市长安区鑫鹏业余文化辅导学校,4.5-6千/月,PHP开发工程师,石家庄,02-06
4099,上海萌果信息科技有限公司,2-2.5万/月,服务器工程师（Node.js+PHP）,上海,02-06
4100,昆山木子木网络科技有限公司,1-2万/月,PHP工程师,异地招聘,02-06
4101,北京中软国际教育科技股份有限公司,4.5-6千/月,PHP开发实习生,北京-海淀区,02-06
4102,云易恒基科技（深圳）有限公司,0.8-1.6万/月,PHP开发工程师,深圳-南山区,02-06
4103,海南省食乐健康产业股份有限公司,0.9-1.3万/月,php程序员,海口,02-06
4104,北京中软国际教育科技股份有限公司,4.5-6千/月,PHP开发实习生,北京-海淀区,02-06
4105,广州广尔数码供应链管理股份有限公司,0.8-1万/月,PHP开发工程师,广州-天河区,02-06
4106,珠海乐飞腾科技有限公司,1.5-3.5万/月,PHP高级开发工程师(驻菲律宾）,异地招聘,02-06
4107,上海美维健康管理有限公司,0.8-1万/月,PHP开发工程师,上海-静安区,02-06
4108,北京中软国际教育科技股份有限公司,4.5-6千/月,PHP初级开发工程师,北京-朝阳区,02-06
4109,深圳市前海跨境壹号科技有限公司,0.8-1万/月,PHP开发工程师,深圳-龙岗区,02-06
4110,广东锐讯网络有限公司,0.8-1万/月,PHP程序员,东莞-南城区,02-06
4111,北京开元周游国际旅行社股份有限公司,1-1.5万/月,高级PHP程序员,厦门,02-06
4112,福州伊芙世家美容有限公司,4.5-6千/月,php程序员,福州,02-06
4113,西安币航信息技术有限公司,0.6-1万/月,PHP开发工程师,西安-曲江文化...,02-06
4114,湖南盛大金禧金融服务有限公司,6-8千/月,PHP开发工程师,长沙,02-06
4115,杭州威佩网络科技有限公司,1.3-2万/月,中级PHP开发工程师,杭州-西湖区,02-06
4116,杭州恒浩贸易有限公司,0.8-1.2万/月,PHP开发工程师,杭州,02-06
4117,陕西蓝装网络科技有限公司,1-1.5万/月,PHP开发工程师,西安,02-06
4118,深圳市电陶思创科技有限公司,0.8-1.5万/月,中级PHP开发工程师,深圳-宝安区,02-06
4119,大连日进柏盛信息技术有限公司,3-4万/月,赴日PHP开发工程师,异地招聘,02-06
4120,贵州体育大数据有限责任公司,5-8千/月,PHP开发工程师,贵阳,02-06
4121,深圳华建电力工程设计有限公司,0.8-1.5万/月,PHP研发工程师,深圳-龙岗区,02-06
4122,广州钢蹦信息科技有限公司,4.5-6千/月,PHP开发工程师,广州-番禺区,02-05
4123,深圳市共享明天科技有限公司,0.8-1万/月,PHP开发工程师,深圳,02-05
4124,深圳滴度网络科技有限公司,0.6-1.5万/月,PHP程序员,深圳-福田区,02-05
4125,深圳市华商城电子商务有限公司,1-1.5万/月,PHP高级开发工程师,深圳-宝安区,02-05
4126,深圳市宏泰祺科技有限公司,1-1.5万/月,PHP开发工程师,深圳-宝安区,02-05
4127,大嘉国际集团有限公司,0.9-1.5万/月,PHP网站开发工程师（急聘，双休，B2B电商）,广州-越秀区,02-05
4128,二十一秒健康管理（北京）有限公司,6-8千/月,网站设计制作php（会前端）,北京-朝阳区,02-05
4129,闪现国际电子商务（深圳）有限公司,0.7-1.2万/月,php开发,深圳-南山区,02-06
4130,杭州仁润科技股份有限公司,0.8-1.6万/月,PHP 中级开发工程师,杭州,02-05
4131,重庆佳新晨网络科技有限公司,0.3-1万/月,PHP后端开发工程师,重庆-渝中区,02-05
4132,东莞市千源社资产管理有限公司,4.5-6千/月,PHP程序员,东莞,02-05
4133,重庆佳格电子工程有限公司,4-8千/月,PHP开发工程师,重庆-九龙坡区,02-05
4134,筑客网络技术（上海）有限公司,1.5-2.5万/月,高级PHP网站开发工程师,上海-黄浦区,02-05
4135,高升控股股份有限公司,1.5-2.5万/月,高级PHP工程师,上海-长宁区,02-05
4136,创牛智能科技发展（深圳）有限公司,0.8-1万/月,后端Java/PHP工程师+1W+五险+各种福利,合肥-蜀山区,02-06
4137,北京中睿天下信息技术有限公司,1.5-3万/月,PHP高级开发工程师,北京-海淀区,02-06
4138,东莞市博海网络科技有限公司,3.5-5千/月,php程序员,东莞-南城区,02-06
4139,辽宁省食品安全协会,6-8千/月,PHP,沈阳,02-06
4140,深圳市汉科电子股份有限公司,0.8-1万/月,PHP后台开发专员,深圳-南山区,02-06
4141,杭州翰臣科技有限公司,6-8千/月,php程序员,杭州-西湖区,02-06
4142,浙江华治数聚科技股份有限公司,1-2.5万/月,PHP开发工程师,北京-海淀区,02-06
4143,太原市大地融合科技有限公司,4.5-6千/月,翡翠集团：java/php/web软件学徒4000,太原,02-06
4144,济南顺购信息科技有限公司,0.8-1万/月,PHP开发工程师,济南-历下区,02-05
4145,深圳市中企工联保家电服务有限公司,0.8-1.5万/月,PHP工程师,深圳-龙岗区,02-05
4146,西安优派生物科技有限公司,0.8-1万/月,PHP开发工程师,西安-曲江文化...,02-05
4147,丽服仓储（上海）有限公司,0.8-1万/月,PHP开发工程师,上海-徐汇区,02-05
4148,广州大手互联网科技有限公司,0.8-1万/月,PHP高级开发工程师,广州-番禺区,02-05
4149,上海申诺伟电子商务有限公司,0.8-1万/月,PHP开发工程师,上海,02-06
4150,北京云族佳科技有限公司,1-1.5万/月,php程序员,南京,02-06
4151,深圳易思网络技术有限公司,1-1.5万/月,PHP程序员,深圳,02-06
4152,深圳市杰之龙通信技术有限公司长沙...,4.5-6千/月,PHP工程师,长沙-雨花区,02-06
4153,南京咖品餐饮管理有限公司,1-1.5万/月,PHP开发工程师,南京-秦淮区,02-06
4154,深圳酷比通信股份有限公司,1.3-2.6万/月,PHP高级开发工程师,深圳-南山区,02-06
4155,湖北中实检测技术股份有限公司,0.8-1万/月,PHP高级工程师,武汉,02-06
4156,上海博为峰软件技术股份有限公司,1-1.5万/月,php工程师,上海-黄浦区,02-05
4157,上海亲快信息科技有限公司,4.5-6千/月,PHP实习生,上海-松江区,02-05
4158,南京硅基智能科技有限公司,1.5-3万/月,PHP工程师,南京,02-05
4159,西安银创多媒体有限责任公司,1-1.5万/月,PHP高级研发工程师,西安,02-05
4160,武汉精臣智慧标识科技有限公司,0.7-1万/月,PHP开发工程师,武汉-洪山区,02-05
4161,海南山水一方网络科技有限公司,0.4-1万/月,php程序员,海口,02-06
4162,深圳市芒柠科技有限公司,1-1.5万/月,PHP开发工程师,深圳-南山区,02-06
4163,深圳三世缘珠宝有限公司,1-1.5万/月,PHP高级开发工程师,深圳,02-06
4164,深圳市源极光科技有限公司,0.8-1.5万/月,PHP开发工程师,深圳-南山区,02-06
4165,深圳市前海谷雨网络科技有限公司,1.5-2.5万/月,PHP开发工程师,深圳-南山区,02-06
4166,江苏三六五网络股份有限公司,0.8-1.3万/月,PHP开发工程师,南京,02-05
4167,武汉侠客群控科技有限公司,4-8千/月,PHP开发,武汉-洪山区,02-05
4168,武汉山骁科技有限公司,4.5-6千/月,PHP开发工程师,武汉-洪山区,02-05
4169,时代际客（深圳）软件有限公司,2-2.5万/月,PHP高级工程师,深圳-福田区,02-05
4170,深圳华力士物联网科技有限公司,1.5-2万/月,Php开发工程师,深圳-南山区,02-05
4171,北京优奥创思科技发展有限公司,6-8千/月,PHP软件工程师,石家庄,02-05
4172,天隽海控股有限公司,1-3万/月,PHP高级工程师,杭州-余杭区,02-05
4173,武汉软帝联合科技有限公司,6-8千/月,PHP开发工程师,广州-花都区,02-05
4174,北京中体骏彩信息技术有限公司,2-2.5万/月,PHP开发工程师,北京-朝阳区,02-06
4175,天津中安华典数据安全科技有限公司,6-8千/月,PHP程序员,天津-东丽区,02-06
4176,中融在线商业服务有限公司,1-1.5万/月,PHP开发工程师,武汉-武昌区,02-06
4177,东莞衡和产品检测有限公司,6-8千/月,PHP软件工程师/IT网络工程师,东莞-樟木头镇,02-06
4178,多多网络科技（深圳）股份有限公司,0.8-1万/月,PHP工程师,深圳-龙华新区,02-06
4179,广州竞马信息科技有限公司,7-9千/月,PHP开发工程师,广州-天河区,02-06
4180,杭州边锋网络技术有限公司,1.5-2万/月,PHP开发-战旗,杭州,02-05
4181,辽宁忠旺集团有限公司,0.5-1万/月,PHP开发工程师,大连-中山区,02-05
4182,辽宁忠旺集团有限公司,6-8千/月,PHP开发工程师,大连-中山区,02-05
4183,长沙宝坤投资管理有限公司,0.6-1万/月,PHP开发工程师双休,长沙,02-05
4184,广州霖裕商务发展有限公司,4.5-6千/月,PHP开发工程师,广州-花都区,02-05
4185,上海宝资软件有限公司,6-8千/月,PHP开发工程师,上海-宝山区,02-05
4186,私募排排网,1.5-2万/月,php开发工程师,深圳,02-05
4187,上学啦（深圳）科技有限公司,6.5-8千/月,PHP工程师,深圳-宝安区,02-05
4188,安徽省小猪管家网络科技有限公司,6-8千/月,PHP开发工程师,合肥,02-05
4189,上海益倍嘉金融信息服务有限公司,1-1.5万/月,PHP中级开发工程师,上海-浦东新区,02-05
4190,宁波三掌柜新商业有限公司,15-20万/年,PHP开发工程师,异地招聘,02-05
4191,上海速人信息技术有限公司,0.8-1.2万/月,PHP+H5开发,上海-闵行区,02-05
4192,中审华会计师事务所（特殊普通合伙...,1.5-2万/月,PHP高级开发工程师,北京-西城区,02-05
4193,泉州市数格电子商务有限公司,6-8千/月,PHP工程师/网页设计师,泉州,02-05
4194,上海裕邦医院投资管理有限公司,0.6-1.2万/月,PHP,上海-闵行区,02-05
4195,无锡易筋鲸信息科技有限公司,5-8千/月,PHP高级开发工程师,无锡,02-05
4196,北京中翰联合税务师事务所有限责任...,1.3-1.8万/月,php工程师,北京,02-05
4197,四川一了网络科技有限公司,4-6千/月,PHP开发/偏前端,绵阳,02-05
4198,重庆南华中天信息技术有限公司,4-8千/月,PHP开发工程师,重庆-九龙坡区,02-05
4199,北京中农信达信息技术有限公司,3-4.5千/月,PHP开发工程师,威海,02-05
4200,广州现代技术市场发展有限公司,1-1.5万/月,PHP高级开发工程师,广州-越秀区,02-06
4201,武汉中地数码科技有限公司,5-8千/月,PHP研发工程师,武汉,02-06
4202,重庆迈可丽儿母婴用品跨境电子商务...,8-12万/年,PHP后端开发工程师,重庆-九龙坡区,02-06
4203,南昌智科软件科技有限公司,3-4.5千/月,PHP软件工程师,南昌,02-06
4204,无锡易齿医疗器械有限公司,6-8千/月,PHP开发工程师,无锡,02-05
4205,长沙南亩咨询服务有限公司,3-5千/月,php程序员,长沙,02-05
4206,浙江校联信息科技有限公司,6-8千/月,PHP开发工程师,杭州-西湖区,02-05
4207,江苏春雨教育集团有限公司,0.6-1万/月,PHP工程师,南京,02-05
4208,深圳市益普科技有限公司,0.6-1.5万/月,PHP开发工程师,深圳-龙华新区,02-05
4209,深圳科诗特软件有限责任公司,0.5-1万/月,游戏AS3/PHP程序员,深圳,02-05
4210,浙江宝信网络科技有限公司,0.8-1.2万/月,PHP开发工程师,宁波,02-05
4211,湖南十一维信息科技有限公司,0.8-1.2万/月,高级PHP开发工程师,长沙-天心区,02-05
4212,杭州怀远信息技术有限公司,1-2万/月,PHP网站开发工程师,杭州-西湖区,02-05
4213,深圳好易财富互联网金融服务有限公司,5-8千/月,PHP开发工程师,深圳,02-05
4214,珞曦（上海）文化传播有限公司,1.5-2.5万/月,高级PHP开发工程师,上海-浦东新区,02-05
4215,广东支付通科技有限公司,5-8千/月,PHP开发工程师,广州-天河区,02-05
4216,海南兆纬信息产业有限公司,6-8千/月,PHP开发工程师,海口,02-05
4217,邦伲德（上海）网络技术有限公司,0.6-1.5万/月,PHP开发工程师,上海-普陀区,02-05
4218,御见思惟（北京）信息科技有限公司,1-2.5万/月,PHP高级开发工程师,北京-朝阳区,02-05
4219,深圳市大象互娱网络科技有限公司,0.9-1.2万/月,PHP开发工程师,深圳-南山区,02-05
4220,昆山市函信网络科技有限公司,3-4.5千/月,Php实习生,昆山,02-05
4221,杭州安厨电子商务有限公司,1.5-2万/月,PHP高级开发工程师,杭州-滨江区,02-05
4222,杭州谷瀑信息技术有限公司,1.5-2万/月,PHP工程师（15K+双休八小时）,杭州,02-05
4223,安徽快点动力科技有限公司,1-1.5万/月,高级php工程师,合肥,02-05
4224,无锡美华文化传播有限公司,0.8-1万/月,PHP开发工程师,无锡,02-05
4225,北京思卓软件有限公司,0.6-1.5万/月,PHP开发工程师,北京-昌平区,02-05
4226,广东萌点通电子商务有限公司,5-7千/月,PHP开发工程师,广州-黄埔区,02-05
4227,浙江通策控股集团有限公司,1-2万/月,高级PHP开发工程师,杭州,02-05
4228,深圳市思拓软件有限公司,1-1.5万/月,PHP开发工程师,深圳-宝安区,02-05
4229,浙江绿森信息科技集团有限公司,6-8千/月,PHP开发工程师,温州,02-06
4230,广东春之树健康产业管理有限公司,0.7-1万/月,PHP后端工程师,异地招聘,02-06
4231,安徽新华教育集团有限公司,4.5-6千/月,PHP开发工程师,合肥,02-06
4232,好药师大药房连锁有限公司,1-1.5万/月,PHP高级开发工程师,武汉-汉阳区,02-06
4233,唐山启奥科技股份有限公司,6-8千/月,PHP开发工程师,唐山,02-06
4234,亿诺威服务外包（大连）有限公司,1-1.5万/月,PHP中级工程师,大连-高新园区,02-06
4235,宝家绿色（武汉）环保科技有限公司,1-1.5万/月,后端高级开发工程师（PHP）,武汉-洪山区,02-06
4236,上海驻美信息科技有限公司,2-2.5万/月,PHP开发工程师,上海-闵行区,02-06
4237,广州诺特软件开发有限公司,0.8-1万/月,高级PHP开发工程师,广州-越秀区,02-09
4238,北京中启融创资产管理有限公司,1-1.5万/月,PHP高级开发工程师,北京-朝阳区,02-05
4239,杭州网尚科技有限公司,3-4.5千/月,PHP程序员,杭州-拱墅区,02-05
4240,广州有券信息科技有限公司,4.5-6千/月,PHP开发工程师,广州-天河区,02-05
4241,广州市正佳金控集团有限公司,6-8千/月,PHP技术开发师,广州-天河区,02-05
4242,平安好房（上海）电子商务有限公司,,高级PHP开发工程师,上海,02-05
4243,沈阳优渡企业营销策划有限公司,0.8-1.2万/月,PHP开发工程师,沈阳-大东区,02-05
4244,上海天继广告有限公司,0.8-1万/月,PHP 开发/ Web Developer 网站开发/ Web 前端开发,上海-静安区,02-05
4245,广州邑扬网络科技有限公司,0.6-1万/月,PHP 开发工程师（双休+五险一金）,广州-天河区,02-05
4246,上海康斐信息技术有限公司,1.5-2万/月,PHP开发工程师,上海-松江区,02-05
4247,深圳文豆网络科技有限公司,3-4.5千/月,PHP实习生,深圳-福田区,02-05
4248,薪得付信息技术（上海）有限公司,1-2.5万/月,高级研发工程师（C#/Java/PHP）,上海,02-05
4249,深圳市蛋壳创意科技有限公司,6-8千/月,php工程师,深圳-龙岗区,02-05
4250,英麦尔（南京）科技有限公司,0.8-1万/月,PHP开发工程师,南京-栖霞区,02-05
4251,袋鼠（大连）人力资源有限公司,1.5-2.5万/月,PHP开发工程师,异地招聘,02-05
4252,西安烽火佳人网络科技有限公司,0.6-1.2万/月,PHP高级开发工程师,西安-碑林区,02-05
4253,重庆兆潘数码科技有限公司,4-8千/月,Web后台PHP程序员公众号,重庆-渝中区,02-05
4254,上海未来伙伴机器人有限公司,1.5-2.5万/月,PHP开发工程师,上海-闵行区,02-05
4255,厦门二五八网络科技集团股份有限公司,5-9千/月,PHP开发工程师(中/高级）,厦门,02-05
4256,深圳创丰网络有限公司,500元/天,"PHP程序开发工程师, 技术员(广州)",广州-白云区,02-05
4257,无锡市销升客网络科技有限公司,5-8千/月,PHP程序员,无锡,02-05
4258,广州诚光装饰材料有限公司,0.5-1万/月,PHP开发工程师（全/业余）,广州-越秀区,02-05
4259,苏州达家迎信息技术有限公司,2-3万/月,PHP开发工程师,异地招聘,02-05
4260,江苏海推数据科技有限公司,6-8千/月,PHP程序员,无锡,02-05
4261,南京鹏都广告有限公司,1-1.5万/月,后端开发Python/PHP   可非全职,南京-秦淮区,02-05
4262,广州润滔信息科技有限公司,0.5-1万/月,PHP开发工程师（Wordpress二次开发）,广州-海珠区,02-05
4263,苏州华育智能科技股份有限公司,0.8-1.2万/月,PHP开发工程师,苏州-工业园区,02-05
4264,广东拜登网络技术有限公司,0.8-1.5万/月,PHP软件工程师,广州,02-06
4265,上海彼邑网络科技有限公司,1.3-1.7万/月,高级PHP开发工程师,上海-徐汇区,02-06
4266,上海橘涞金融信息服务有限公司,6-8千/月,PHP/Python 开发工程师,上海-浦东新区,02-06
4267,深圳微叮科技有限公司,1-2万/月,PHP开发工程师,深圳-福田区,02-06
4268,途酷（上海）信息科技有限公司,0.8-1.1万/月,PHP开发工程师,上海-徐汇区,02-05
4269,上海苍游信息科技有限公司,0.8-1万/月,PHP开发工程师,上海-宝山区,02-05
4270,清美CG武汉学院,4.5-6千/月,php高级讲师,武汉-洪山区,02-05
4271,南京囧豹互娱网络科技有限公司,1-1.5万/月,PHP高级开发工程师,南京,02-05
4272,上海晶汉信息科技有限公司,1.3-2万/月,PHP高级开发工程师,上海,02-05
4273,武汉智动天下信息科技有限公司,3-5千/月,PHP实习生月薪3000元起+双休,武汉,02-05
4274,北京米天下科技股份有限公司,0.6-1万/月,PHP开发工程师,上海-浦东新区,02-05
4275,浙江易时科技股份有限公司,0.8-1.5万/月,PHP开发工程师,杭州,02-05
4276,无锡硅动力微电子股份有限公司,6-8千/月,php 开发工程师（贝尔特）,无锡,02-05
4277,上海顽色投资管理有限公司,1.5-2万/月,php工程师,上海,02-05
4278,重庆时报社,4-9千/月,PHP开发工程师（有个表情）,重庆,02-05
4279,广东小狼科技有限公司,0.6-1万/月,PHP开发工程师,东莞-南城区,02-05
4280,江苏佰业联盟电子商务有限公司,6-8千/月,PHP开发工程师,南通,02-05
4281,杭州美莱医疗美容医院有限公司,1-1.5万/月,PHP程序员,杭州-西湖区,02-05
4282,杭州盈动体育文化有限公司,15-20万/年,PHP开发工程师,杭州-滨江区,02-05
4283,广州恒大文化艺术有限公司,0.8-1.5万/月,PHP开发工程师,广州-天河区,02-05
4284,深信服科技股份有限公司,1.5-2.5万/月,PHP高级开发工程师,深圳-南山区,02-05
4285,云网安信（北京）科技有限公司,1-2万/月,PHP工程师,北京-朝阳区,02-05
4286,上海懿准信息科技有限公司,1.5-2.5万/月,PHP高级开发工程师,上海-浦东新区,02-05
4287,西安万家灯火信息技术有限公司,4.5-6千/月,php工程师,西安-雁塔区,02-05
4288,广州天迅网络科技有限公司,1.2-1.7万/月,高级PHP开发工程师,广州-天河区,02-05
4289,广州要玩娱乐网络技术股份有限公司,0.8-1.2万/月,PHP开发工程师,广州-海珠区,02-05
4290,科进电脑软件开发（深圳）有限公司,0.8-2万/月,Magento / PHP 开发工程师,深圳,02-05
4291,湖南策动文化旅游集团有限公司,3-4.5千/月,PHP程序员,常德,02-05
4292,上海昊恺物业管理有限公司,1.5-2万/月,PHP开发工程师,上海,02-09
4293,深圳天域幻境信息技术有限公司,1.5-2万/月,PHP高级开发工程师,深圳-南山区,02-05
4294,深圳惠养车科技有限公司,1-1.5万/月,PHP高级软件工程师,武汉,02-05
4295,广州市方巨网络科技有限公司,0.8-1万/月,PHP软件工程师,广州,02-05
4296,深圳市星光信息科技有限公司,1-1.5万/月,PHP中级开发工程师,深圳-龙岗区,02-05
4297,北京图优谱信息技术有限公司,2-3万/月,高级PHP架构师,北京-海淀区,02-05
4298,上海互冠网络科技有限公司,1-1.5万/月,PHP工程师,广州-天河区,02-05
4299,深圳市首控微金资本管理控股有限公司,1.5-4万/月,PHP高级开发工程师,深圳-福田区,02-05
4300,广州天成医疗技术股份有限公司,0.5-1万/月,PHP开发工程师,广州-黄埔区,02-05
4301,深圳市鑫王牌科技发展有限公司,0.8-1.2万/月,PHP开发工程师,深圳-南山区,02-05
4302,博识峰云（深圳）信息技术有限公司,5-9千/月,PHP后端服务器开发 (游戏),深圳-福田区,02-05
4303,霍尔果斯旗发信息技术有限公司上海...,2-2.5万/月,资深PHP开发工程师,上海-杨浦区,02-05
4304,广州蓝道华荣信息科技有限公司,6.5-9.5千/月,PHP中级开发工程师,广州-越秀区,02-05
4305,广州勇霸科技有限公司,4.5-6千/月,PHP开发工程师助理4K+双休+包吃住,广州,02-05
4306,深圳市金证科技股份有限公司,1-1.5万/月,PHP开发工程师,深圳,02-05
4307,广州巨硬科技有限公司,3-4.5千/月,PHP开发助理/周末双休,广州-天河区,02-05
4308,广州五洲互动科技有限公司,2-3千/月,PHP开发工程师助理,广州-天河区,02-05
4309,广州博凡网络科技有限公司,0.7-1.4万/月,PHP开发工程师 （急聘）,广州-越秀区,02-05
4310,北京九鼎图业科技有限公司,0.5-1.2万/月,PHP开发工程师,北京-门头沟区,02-05
4311,深圳市云途通运物流有限公司,0.8-1.5万/月,PHP工程师,深圳-龙岗区,02-05
4312,北京市海淀区巨人龙培训学校,1.2-2万/月,PHP高级开发工程师,北京,02-05
4313,汇桔网,1-2万/月,PHP高级开发工程师,广州,02-05
4314,上海领申文化传播有限公司,0.8-1.5万/月,PHP项目经理（微信开发）,上海-浦东新区,02-05
4315,西安昊海网络科技有限公司,1-1.5万/月,PHP开发工程师,西安-碑林区,02-05
4316,杭州博也网络科技有限公司,0.8-1万/月,PHP开发工程师,杭州-江干区,02-05
4317,深圳市宝晟互联信息技术有限公司,0.8-1.2万/月,PHP开发工程师,深圳-龙华新区,02-05
4318,四川锐狐网络科技有限公司,5-6万/年,高级PHP程序员,成都,02-05
4319,宁波大甬传媒科技有限公司,0.8-1.5万/月,PHP/ASP.NET开发工程师（急））,宁波,02-05
4320,广州粤测质检技术服务有限公司,3-4.5千/月,php软件开发助理,广州-天河区,02-05
4321,有品（武汉）新媒体技术有限公司,1.5-2万/月,PHP高级开发工程师,异地招聘,02-05
4322,上海兆行网络技术有限公司,6-8千/月,php开发工程师（闵行莘庄）,上海-闵行区,02-05
4323,观脉科技（北京）有限公司,1-1.5万/月,PHP研发工程师,北京-东城区,02-05
4324,北京中公教育科技股份有限公司,1-2万/月,PHP讲师,长沙-芙蓉区,02-05
4325,上海费芮网络科技有限公司,2-3万/月,资深PHP开发工程师 Senior PHP Engineer,上海-徐汇区,02-05
4326,杭州兔狗科技有限公司,3-5千/月,PHP开发实习生,杭州,02-05
4327,广州趣炫信息技术有限公司,1.5-2万/月,PHP高级开发工程师,广州,02-05
4328,广州市亚丹柜业有限公司,5-7千/月,PHP工程师,广州,02-05
4329,上海家喔电子商务有限公司,8-10万/年,程序员 软件工程师 PHP 软件 程序 开发,上海-宝山区,02-05
4330,北京斑马旅游有限公司上海歌晨旅游...,2-3.5万/月,PHP开发主管,上海-浦东新区,02-05
4331,西安灰熊家族网络科技有限公司,4.5-6千/月,PHP开发工程师,西安-未央区,02-05
4332,郑州云启网络技术有限公司,4.5-6千/月,PHP/H5前端+后台开发工程师+住宿,郑州-高新区,02-05
4333,苏州市宏峰软件开发有限公司,10-15万/年,PHP高级开发工程师,异地招聘,02-05
4334,广州麒逸信息科技有限公司,4.5-6千/月,PHP开发工程师,广州-天河区,02-05
4335,“前程无忧”51job.com（上海）,,PHP开发工程师,上海-浦东新区,02-05
4336,北京微播易科技股份有限公司,1.5-2.5万/月,PHP开发工程师,北京,02-05
4337,福建省闽城财富资产管理有限公司,6-8千/月,PHP开发工程师,福州-晋安区,02-05
4338,云南日林新能源开发有限公司,4.5-6千/月,PHP程序员,昆明,02-05
4339,上海载和网络科技有限公司,1-1.5万/月,PHP工程师,上海-浦东新区,02-05
4340,江西大地医药保健品有限公司江西分...,4-8千/月,PHP程序员,宜春,02-05
4341,芜湖德豪润达光电科技有限公司,4-5.5千/月,PHP开发工程师,芜湖,02-05
4342,江苏小手跳跃网络科技有限公司,0.6-1.2万/月,游戏服务端开发 php,镇江,02-05
4343,澳大利亚摩富科技有限公司广州代表处,6-9千/月,PHP开发工程师,广州-荔湾区,02-05
4344,武汉华创凯景科技有限公司,0.8-1.5万/月,php程序合伙人,武汉-洪山区,02-05
4345,深圳市牛商网络股份有限公司,1-1.2万/月,PHP开发工程师,长沙-天心区,02-05
4346,重庆风云互娱科技有限公司,0.8-1.5万/月,php开发工程师-游戏服务器,重庆-江北区,02-05
4347,横琴云廷科技有限公司,0.8-1万/月,PHP开发工程师,珠海,02-05
4348,深圳好伴时尚电子商务有限公司,1-1.5万/月,PHP工程师,深圳,02-05
4349,上海剑川教育科技有限公司,1.2-2万/月,PHP高级开发工程师,上海-徐汇区,02-05
4350,尔阁贸易（上海）有限公司,1-3万/月,PHP Developer,上海-徐汇区,02-05
4351,深圳开立生物医疗科技股份有限公司,0.8-1.6万/月,软件工程师（PHP）,深圳-南山区,02-05
4352,大连领网科技有限公司,0.8-1万/月,php 程序员 初级php工程师 中级php程序员,大连-高新园区,02-05
4353,上海珂兰商贸有限公司深圳分公司,1-1.5万/月,PHP开发工程师,深圳-龙岗区,02-05
4354,深圳市三川纵横科技有限公司,1-2万/月,PHP开发工程师,深圳-龙华新区,02-05
4355,深圳市勾搭科技有限公司,20-30万/年,PHP开发工程师,深圳-南山区,02-05
4356,南京弘意广告有限公司,5-7千/月,php程序员,南京,02-05
4357,上海柒派文化传播有限公司,4-6千/月,php网站开发工程师,成都-高新区,02-05
4358,苏州爱园艺网络有限公司,0.8-1万/月,PHP开发工程师,苏州-工业园区,02-05
4359,网上车市,1.5-2万/月,PHP开发工程师,北京-朝阳区,02-05
4360,武汉点缀科技有限公司,1-1.5万/月,PHP开发工程师,武汉-武昌区,02-05
4361,北京丰禾意象教育咨询有限公司湖北...,5-8千/月,PHP开发工程师（双休、五险一金、加班工资）,武汉,02-05
4362,海南软商科技有限公司西安分公司,4.5-6千/月,PHP开发工程师,西安-未央区,02-05
4363,湖北博克景观艺术设计工程有限责任...,4-6千/月,PHP程序员,武汉,02-05
4364,深圳市脉果儿网络科技有限责任公司,2-3万/月,PHP高级研发工程师,深圳-宝安区,02-05
4365,广东云联国骥投资管理有限公司,1-1.5万/月,PHP中级开发工程师,广州-海珠区,02-05
4366,上海睿玺知信信息科技有限公司,0.6-1.3万/月,PHP开发工程师,上海-浦东新区,02-05
4367,北京永信至诚科技股份有限公司,1.5-2万/月,(PHP\JAVA\C#/Pythonn)研发经理,北京,02-05
