location,time,sallary,name,duty 
广州-白云区,01-31,10万以上/月,广州英佩尔电子科技有限公司,招商经理（高提成）
上海-浦东新区,01-31,100万以上/年,北京富国大通资产管理有限公司,区域总监
广州,01-30,10万以上/月,广州尚宸企业管理顾问有限公司,语义分析研究员
广州,01-30,10万以上/月,广州尚宸企业管理顾问有限公司,国际浏览器客户端产品总监
广州,01-30,10万以上/月,广州尚宸企业管理顾问有限公司,新兴国家运营总监
广州,01-30,5-6万/月,广州尚宸企业管理顾问有限公司,CEO Secretary
异地招聘,01-30,5-7万/月,河南众品食业股份有限公司,市场总监
异地招聘,01-30,5-7万/月,河南众品食业股份有限公司,市场总监
异地招聘,01-30,5-7万/月,河南众品食业股份有限公司,市场总监
异地招聘,01-30,5-7万/月,河南众品食业股份有限公司,市场总监
广州-黄埔区,01-25,10-50万/月,百奥泰生物科技（广州）有限公司,细胞培养工程师
嘉兴,01-25,7-10万/月,嘉善鑫海精密铸件有限公司,氩弧焊工
青岛-崂山区,01-24,5-7万/月,青岛明唐集成建筑设计工程有限公司,工装室内设计师
异地招聘,01-24,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
异地招聘,01-26,5-7万/月,福建雅客食品有限公司,事业部销售总监
异地招聘,01-26,5-7万/月,福建雅客食品有限公司,事业部销售总监
异地招聘,01-26,5-7万/月,福建雅客食品有限公司,事业部销售总监
异地招聘,01-26,5-7万/月,福建雅客食品有限公司,事业部销售总监
武汉-江汉区,01-28,5-7万/月,中国平安人寿保险股份有限公司前进...,经理秘书
武汉-江汉区,01-28,7-10万/月,中国平安人寿保险股份有限公司前进...,销售主管
武汉-江汉区,01-28,5-7万/月,中国平安人寿保险股份有限公司前进...,销售主管
武汉-江汉区,01-28,10万以上/月,中国平安人寿保险股份有限公司前进...,销售精英
武汉-江汉区,01-28,7-10万/月,中国平安人寿保险股份有限公司前进...,储备干部
武汉-江汉区,01-28,7-10万/月,中国平安人寿保险股份有限公司前进...,培训主管
广州,01-31,80-150万/年,中泰集团,项目总经理
北京-海淀区,01-31,10万以上/月,北京爱普明珠商贸有限公司,英语老师，中文老师
南京-秦淮区,01-31,60-80万/年,南京海得睿智企业管理咨询有限公司,高级医学经理/总监
郑州,01-31,7-10万/月,郑州东星行汽车销售有限公司,销售顾问    (带薪年假     节日福利）
深圳-南山区,01-31,25-40万/月,三星半导体（中国）研究开发有限公...,Senior RF Engineer/高级射频工程师
苏州-吴江区,01-31,10万以上/月,苏州靖飞盛世教育科技有限公司,***讲师
合肥,01-31,5-7万/月,合肥吉多尚信息科技有限公司,网络推广专员
广州,01-30,100万以上/年,爸爸去哪教育科技控股（广州）有限...,上海分公司总经理
广州,01-30,100万以上/年,爸爸去哪教育科技控股（广州）有限...,北京分公司总经理
深圳-罗湖区,01-30,80-100万/年,前海人寿保险股份有限公司,财务副总监/总监(前海人寿不动产公司)
深圳-罗湖区,01-30,5-7万/月,前海人寿保险股份有限公司,不动产公司-运营部总监/经理
杭州,01-30,60-80万/年,前海人寿保险股份有限公司,杭州新天地酒店管理部总经理
深圳,01-30,80-100万/年,汇能金融集团,高级理财经理
上海-闵行区,01-30,80-100万/年,上海古胤置业有限公司,设计总监/经理
儋州,01-24,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
异地招聘,01-24,7-10万/月,河南琨远集团有限公司,省区经理
赣州,01-24,7-10万/月,河南琨远集团有限公司,省区经理
异地招聘,01-24,7-10万/月,河南琨远集团有限公司,省区经理
异地招聘,01-24,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
梧州,01-24,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
玉林,01-24,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
异地招聘,01-26,5-7万/月,福建雅客食品有限公司,事业部销售总监
异地招聘,01-26,5-7万/月,福建雅客食品有限公司,事业部销售总监
异地招聘,01-26,5-7万/月,福建雅客食品有限公司,事业部销售总监
武汉-江汉区,01-28,7-10万/月,中国平安人寿保险股份有限公司前进...,理财规划师
武汉-江汉区,01-28,5-7万/月,中国平安人寿保险股份有限公司前进...,银行信用卡专员
武汉-江汉区,01-28,7-10万/月,中国平安人寿保险股份有限公司前进...,人事经理
南京-栖霞区,01-31,15-20万/月,浙江绿城佳园建设工程管理有限公司,景观设计师(江苏句容)
南京-栖霞区,01-31,10-15万/月,浙江绿城佳园建设工程管理有限公司,成本工程师(江苏句容)
南京-栖霞区,01-31,10-15万/月,浙江绿城佳园建设工程管理有限公司,安装工程师（江苏句容）
南京-栖霞区,01-31,10-15万/月,浙江绿城佳园建设工程管理有限公司,土建工程师（江苏句容）
上海-虹口区,01-31,7-10万/月,中国人寿保险股份有限公司上海市分...,保险销售经理人 国企
广州-花都区,01-31,60-80万/年,清远市广州后花园有限公司,招商运营总监
异地招聘,01-30,300元/小时,三河市尚阅教育咨询有限公司,小学数学教师
燕郊开发区,01-30,300元/小时,三河市尚阅教育咨询有限公司,小学数学教师
北京,01-30,15-25万/月,北京博思廷科技有限公司,图像算法工程师（常规方向）
北京,01-30,15-25万/月,北京博思廷科技有限公司,图像算法工程师（深度学习方向)
北京,01-30,15-25万/月,北京博思廷科技有限公司,智能算法工程师
杭州-江干区,01-30,80-100万/年,后生集团有限公司,私募证券投资基金经理（100万诚聘）
桂林,01-24,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
异地招聘,01-24,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
异地招聘,01-24,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
异地招聘,01-24,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
异地招聘,01-24,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
异地招聘,01-24,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
异地招聘,01-24,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
异地招聘,01-26,5-7万/月,福建雅客食品有限公司,事业部销售总监
异地招聘,01-26,5-7万/月,福建雅客食品有限公司,事业部销售总监
异地招聘,01-26,5-7万/月,福建雅客食品有限公司,事业部销售总监
异地招聘,01-26,5-7万/月,福建雅客食品有限公司,事业部销售总监
北京-朝阳区,01-26,100万以上/年,北京汉能光伏投资有限公司,首席客服官(011875)
武汉-江汉区,01-28,7-10万/月,中国平安人寿保险股份有限公司前进...,储备业务经理
武汉-江汉区,01-28,10万以上/月,中国平安人寿保险股份有限公司前进...,业务培训师
上海-嘉定区,01-28,15-40万/月,北京电咖汽车科技有限公司上海分公司,客服经理
上海-嘉定区,01-28,15-40万/月,北京电咖汽车科技有限公司上海分公司,用户营销策略经理（偏CRM方向）
上海-嘉定区,01-28,15-40万/月,北京电咖汽车科技有限公司上海分公司,用户营销策略经理（偏用户体验营销方向）
南京-秦淮区,01-31,5-10万/月,友邦保险有限公司江苏分公司,世界Top500外资公司高级储备销售总监
武汉,01-30,7-12万/月,上海林内有限公司,技术支持工程师
异地招聘,01-30,12-20万/月,上海林内有限公司,灶具研发主管工程师
上海-徐汇区,01-30,800-1000万/月,上海嘉会国际医院有限公司,00867-Urgent Care Nurse 紧急门诊护士
北京-朝阳区,01-29,7-10万/月,泰禾集团股份有限公司,工程质量信息总监J12239
异地招聘,01-29,60-100万/年,金轮蓝海股份有限公司,首席信息官
深圳,01-29,7-10万/月,深圳市合盛精创精密模具有限公司,模具设计
异地招聘,01-24,10-50万/月,河南琨远集团有限公司,医药三终端贴敷产品县区经理医药代表
万宁,01-24,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
阳江,01-24,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
韶关,01-24,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
湛江,01-24,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
清远,01-24,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
苏州,01-26,10-10万/月,苏州含光微纳科技有限公司,市场主管
深圳,01-26,10-30万/月,武信投资控股（深圳）股份有限公司,董秘/董事会秘书
深圳,01-26,8-16万/月,武信投资控股（深圳）股份有限公司,金融市场部负责人
深圳,01-26,10-30万/月,武信投资控股（深圳）股份有限公司,副总裁/总裁助理
广州-番禺区,01-25,10万以上/月,广州市彩泓信息科技有限公司,客服专员
深圳-龙华新区,01-28,2130元/小时,宝安区龙华颖泰电子制品厂,品管
上海-虹口区,01-28,5-7万/月,中国人寿保险股份有限公司上海市分...,客户经理
昆明,01-31,8-12万/月,云南冠中矿业工程设计有限公司,工程技术部—工程师
上海-黄浦区,01-31,5-7万/月,上海语味实业有限公司,Java架构师
上海-浦东新区,01-31,6-10万/月,上海语味实业有限公司,大数据总监
上海-浦东新区,01-31,7-10万/月,上海语味实业有限公司,研发总监
北京-海淀区,01-30,7-8万/月,中国高科集团股份有限公司,董事会秘书（中国高科）J11708
北京-朝阳区,01-30,10万以上/月,北京汉能光伏投资有限公司,首席客服官(012671)
北京-海淀区,01-29,300元/小时,始祖鸟科技（北京）有限公司,太极、太极文化推广培训老师/教练
广州-花都区,01-29,3000元/小时,广州威信电子科技有限公司,质量工程师QE
贵港,01-24,60-80万/年,河南琨远集团有限公司,贴敷产品招聘省区经理 投入小 收益高
天津-西青区,01-24,10万以上/月,天津市荣易家房地产经纪有限公司,高新招聘房产销售
北京-大兴区,01-25,7-10万/月,北京礼遇商务有限公司,私人保镖/私人警卫
上海-长宁区,01-25,300元/小时,上海浦东新区英修培训中心,Toeic考试培训讲师
北京-海淀区,01-25,7-10万/月,北京火币天下网络技术有限公司,HR VIP
鹤壁,01-28,10万以上/月,河南天海电器有限公司,高级软件工程师
深圳,01-28,5-7万/月,深圳市壹养通互联网科技有限公司,财务经理
深圳-龙华新区,01-28,2130元/小时,宝安区龙华颖泰电子制品厂,普工
异地招聘,01-28,60-80万/年,景瑞控股,景瑞地产-设计总监（深圳）
上海-闵行区,01-30,7-9万/月,上海中骏商业管理有限公司,信息开发总监（公寓）
异地招聘,01-30,5-7万/月,北京市喜万家投资管理有限公司,五五分成找期货交易员
青岛-城阳区,01-30,7-10万/月,明通衡器集团,餐厅店长副店长
青岛-城阳区,01-30,7-10万/月,明通衡器集团,餐饮店长
青岛-城阳区,01-30,5-7万/月,明通衡器集团,餐饮经理
青岛-城阳区,01-30,5-7万/月,明通衡器集团,餐饮主管
长沙-雨花区,01-24,7-10万/月,长沙润焙食品贸易有限公司,高级裱花师
异地招聘,01-24,7-10万/月,中曼石油天然气集团股份有限公司,质量管理工程师
北京-海淀区,01-25,7-10万/月,北京火币天下网络技术有限公司,财务VIP
北京-海淀区,01-25,7-10万/月,北京火币天下网络技术有限公司,海外运营VIP
成都-武侯区,01-25,10万以上/月,成都新意创想建设工程有限公司,装修设计合伙团队
成都-武侯区,01-25,5-7万/月,成都新意创想建设工程有限公司,园林景观设计合伙团队
异地招聘,01-25,10-15万/月,小龙王食品有限公司,营销副总裁
异地招聘,01-25,10-15万/月,小龙王食品有限公司,营销副总裁
广州-天河区,01-28,5000元/天,广州中培项目管理咨询有限公司,PMP培训讲师
异地招聘,01-28,80-100万/年,景瑞控股,景瑞地产-投资总监\经理（深圳）
