,duty,sallary,name,time,location
2435,智能家居  SLAM算法工程师,20-30万/年,深圳光启高等理工研究院,12月29日,深圳
2436,深度学习算法工程师,1-1.5万/月,深圳市科葩信息技术有限公司,12月29日,深圳
2437,图像处理算法工程师,0.8-1.6万/月,常州高思科技有限公司,12月29日,异地招聘
2438,算法工程师（三维重建）,1-2万/月,杭州非白三维科技有限公司,12月29日,杭州-余杭区
2439,毫米波雷达算法工程师,1.5-2.5万/月,广东飞腾电子科技有限公司,12月29日,深圳-宝安区
2440,图像算法工程师,1.5-2万/月,深圳市领杰知行教育咨询有限公司,12月25日,深圳-福田区
2441,算法工程师,1-1.5万/月,广州市优普计算机有限公司,12月24日,广州
2442,算法工程师,1.5-2万/月,深圳汇宝易贷金融服务有限公司,12月24日,深圳-南山区
2443,初中级FPGA 算法工程师,1.3-2.5万/月,华大基因,12月23日,深圳
2444,算法工程师-K,1-1.5万/月,北京汇冠新技术股份有限公司,12月23日,北京-海淀区
2445,高级算法工程师,30-40万/年,北京英飞创新中以科技有限公司,12月23日,北京-朝阳区
2446,无线通信算法工程师,1-2万/月,天津中科物联网技术研究所,1月9日,天津-西青区
2447,算法工程师,0.8-2万/月,青岛爱德信息技术合伙企业（有限合...,1月9日,广州-天河区
2448,图像算法工程师,0.7-2万/月,南京七宝机器人技术有限公司,1月9日,南京
2449,算法工程师,1.5-2万/月,鹏博士电信传媒集团股份有限公司,1月3日,广州-海珠区
2450,数据挖掘算法工程师,1-2万/月,深圳多诺信息科技有限公司,1月3日,深圳-南山区
2451,算法工程师,1-1.5万/月,合肥埃科光电科技有限公司,1月3日,合肥-高新区
2452,算法工程师,0.7-1.5万/月,上海数慧系统技术有限公司,1月3日,上海
2453,算法工程师（车联网研究所）,1.5-2万/月,成都睿讯商务咨询有限公司,1月3日,成都
2454,推荐算法工程师,1.8-3.5万/月,马上消费金融股份有限公司,1月12日,北京-朝阳区
2455,算法工程师,1.5-2万/月,上海酷宇通讯技术有限公司,1月12日,上海-徐汇区
2456,高级图像处理算法工程师,1-2万/月,北京万里红科技股份有限公司,1月12日,北京
2457,人脸识别算法工程师,2-5万/月,诚志股份有限公司,1月12日,北京-海淀区
2458,算法工程师（集团创新中心）,3-4万/月,上海宝尊电子商务有限公司,12月29日,上海
2459,Java算法工程师,0.5-1万/月,聚法科技（长春）有限公司,12月29日,长春-朝阳区
2460,大数据算法工程师,1-1.5万/月,北京世纪高通科技有限公司,12月29日,北京-海淀区
2461,算法工程师,1-1.5万/月,蓝盾信息安全技术股份有限公司,12月29日,广州-天河区
2462,算法工程师,0.5-1万/月,北京旋极集团,12月29日,沈阳-皇姑区
2463,深度学习 视频算法工程师 五险一金 双休,1-1.5万/月,北京卓视智通科技有限责任公司,12月23日,南京-秦淮区
2464,算法工程师,1-1.5万/月,湖南智领通信科技有限公司,12月22日,长沙-岳麓区
2465,通信算法工程师,1-1.5万/月,深圳无线电检测技术研究院,12月22日,深圳-福田区
2466,算法工程师,30-40万/年,苏州芯禾电子科技有限公司,12月22日,苏州-吴江区
2467,算法工程师,1.5-2万/月,新维畅想数字科技（北京）有限公司,12月22日,北京
2468,A24-1算法工程师,4.5-6千/月,西安龙卷风企业管理咨询有限公司,1月9日,西安
2469,算法工程师,1-1.5万/月,天津市创越企业管理咨询有限公司,1月9日,天津
2470,高级图像算法工程师,1.2-1.8万/月,威朋（苏州）医疗器械有限公司,1月8日,苏州-工业园区
2471,视觉算法工程师,1.5-2万/月,江苏森标科技有限公司,1月8日,无锡-惠山区
2472,视觉算法工程师,1.5-3万/月,斯坦德机器人（深圳）有限公司,1月3日,深圳-宝安区
2473,计算机视觉算法工程师,1-2万/月,广州美人信息技术有限公司,1月3日,广州
2474,算法工程师,1.5-2万/月,深圳市啸马生涯信息技术有限公司,1月3日,深圳
2475,图形图像算法工程师,2-2.5万/月,上海衣脉信息科技有限公司,1月2日,上海-宝山区
2476,图像算法工程师,2-3万/月,什马互联网金融信息服务（上海）有...,1月2日,上海
2477,图像识别算法工程师,1-1.5万/月,南京圈圈网络科技有限公司,1月12日,南京-玄武区
2478,图像处理算法工程师,1-2.5万/月,联芯科技有限公司,1月12日,上海-浦东新区
2479,算法工程师,1-1.5万/月,深圳市民展科技开发有限公司,1月12日,深圳-南山区
2480,算法工程师,2-2.5万/月,常州聚力电子商务有限公司,1月12日,苏州-高新区
2481,图像算法工程师,1-1.5万/月,北京津同利华科技有限公司,12月29日,北京-昌平区
2482,数据分析和软件算法工程师,10-15万/年,武汉理工光科股份有限公司,12月29日,武汉-洪山区
2483,大功率功率变换器控制算法工程师,6-9千/月,四川航电微能源有限公司,12月29日,成都
2484,机器视觉算法工程师,6-8千/月,苏州正方格自动化技术有限公司,12月29日,苏州
2485,人工智能算法工程师,1-1.5万/月,上海大智慧财汇数据科技有限公司,12月29日,合肥-蜀山区
2486,算法工程师,2.5-5.5万/月,上海你我贷互联网金融信息服务有限...,12月29日,北京-朝阳区
2487,算法工程师（惠州）,0.8-1.5万/月,惠州市德赛工业研究院有限公司,12月22日,惠州
2488,软件算法工程师,0.8-1万/月,上海数林软件有限公司,12月22日,上海-浦东新区
2489,AI算法工程师,0.8-1万/月,苏州慧闻纳米科技有限公司,12月22日,苏州
2490,算法工程师,4.5-6千/月,西安尚观锦程网络科技有限公司,1月8日,西安-高新技术...
2491,算法工程师（2018应届硕士）,0.8-1.6万/月,北京博超时代软件有限公司武汉分公司,1月8日,武汉
2492,算法工程师J16101,1-1.5万/月,京东方科技集团股份有限公司,1月8日,北京
2493,算法工程师,0.8-1.5万/月,宁波甬动信息科技有限公司,1月2日,异地招聘
2494,高级算法工程师,6-8千/月,上海觉感视觉科技有限公司,1月2日,福州
2495,算法工程师,0.8-1.5万/月,湖南镭氪信息科技有限公司,1月2日,长沙
2496,图像算法工程师,1-1.5万/月,青岛浦利医疗技术有限公司,1月2日,青岛-市北区
2497,模式识别算法工程师,1-1.5万/月,北京中星微电子有限公司,1月2日,珠海-横琴新区
2498,算法工程师,1-1.5万/月,上海腾复智能安防科技有限公司,1月12日,上海-静安区
2499,算法工程师,1-2万/月,广东视觉支点医疗影像技术有限公司,1月12日,异地招聘
2500,算法工程师,0.7-1.5万/月,无锡微奥科技有限公司,1月12日,无锡
2501,人工智能算法工程师,1-1.5万/月,北京航天智造科技发展有限公司,1月11日,北京-海淀区
2502,计算机视觉算法工程师,0.9-1.8万/月,上海爱观视觉科技有限公司,1月11日,上海-长宁区
2503,视觉算法工程师,1-1.5万/月,沧澜智能科技（深圳）有限公司,12月28日,深圳-宝安区
2504,YJBU-音频算法工程师,1.2-2.4万/月,广州酷狗计算机科技有限公司,12月28日,广州-天河区
2505,机器学习/算法工程师,20-30万/年,浙江印象实业股份有限公司,12月28日,杭州
2506,C/C++算法工程师,6-8千/月,四川富为科技有限公司,12月28日,成都-高新区
2507,算法工程师,1.5-2万/月,广州市锐旗人力资源服务有限公司,12月28日,广州-天河区
2508,C++算法工程师,0.8-1.5万/月,北京应互科技有限公司,12月22日,北京-海淀区
2509,AI算法工程师,1.5-4万/月,凯泰铭科技（北京）有限公司,12月22日,北京-朝阳区
2510,物理层算法工程师,2-2.5万/月,小米通讯技术有限公司,12月22日,南京-鼓楼区
2511,高级无刷电机控制算法工程师,2-2.5万/月,深圳市好盈科技有限公司,1月8日,深圳-龙岗区
2512,音频算法工程师,2-5万/月,声网,1月8日,上海-杨浦区
2513,算法工程师,1.5-3万/月,景星网络科技（北京）有限公司,1月8日,北京-朝阳区
2514,图像算法工程师,1.2-1.5万/月,江苏丰华联合科技有限公司,1月8日,无锡-惠山区
2515,算法工程师,1-2万/月,浙江科澜信息技术有限公司,1月8日,杭州-西湖区
2516,GPU图像算法工程师,1.5-2万/月,北京万东医疗科技股份有限公司,1月2日,北京
2517,图像处理算法工程师,1.5-3万/月,深圳市南电投资控股有限公司,1月2日,深圳-南山区
2518,AI模型算法工程师,2-3万/月,北京奥威通科技有限公司,1月2日,北京-朝阳区
2519,BMS算法工程师,1.5-2万/月,北京海博思创科技有限公司,1月2日,北京
2520,飞行控制算法工程师,15-20万/年,易瓦特科技股份公司,1月11日,武汉
2521,调度算法工程师,1.2-1.8万/月,苏州欧米麦克机器人科技有限公司,1月11日,南京-江宁区
2522,机器视觉算法工程师,0.6-2万/月,苏州天邺智能图像科技有限公司,1月11日,苏州-吴中区
2523,图像算法工程师,10-15万/年,浙江博天科技有限公司,1月11日,宁波-镇海区
2524,3D算法工程师,2.5-3万/月,北京博维恒信科技发展有限公司,12月28日,北京-昌平区
2525,系统和算法工程师,1-3万/月,深圳中迈数字医疗技术有限公司,12月28日,深圳-南山区
2526,云台算法工程师,1-3万/月,深圳市弘丰世纪科技有限公司,12月28日,深圳
2527,图像算法工程师,0.6-1万/月,佛山轻子精密测控技术有限公司,12月28日,异地招聘
2528,算法工程师,1-2万/月,乐商云集（厦门）供应链有限公司,12月22日,厦门
2529,算法工程师,0.9-1.3万/月,湖南智慧畅行交通科技有限公司,12月22日,长沙
2530,机器视觉算法工程师,1.5-3万/月,广州梵盛管理咨询有限公司,12月21日,深圳
2531,算法工程师,2-2.5万/月,上海海量电子有限公司,12月21日,上海-杨浦区
2532,软件/算法工程师,1.5-2万/月,上海美祎科技有限公司,1月8日,上海-嘉定区
2533,图像算法工程师,1-1.8万/月,亚略特生物识别科技有限公司,1月8日,深圳-南山区
2534,openCV图像算法工程师,0.8-1.5万/月,南京盾华交通科技有限公司,1月8日,南京-栖霞区
2535,算法工程师,4-5千/月,浙江大学台州研究院,1月8日,台州
2536,多媒体算法工程师,6-8千/月,长春吉湾微电子有限公司,1月2日,长春-高新技术...
2537,AI算法工程师-知识图谱方向,0.9-1.5万/月,百纳（武汉）信息技术有限公司,1月2日,武汉-洪山区
2538,算法工程师,3-4.5千/月,杭州顶象科技有限公司,1月2日,杭州-余杭区
2539,音视频算法工程师,1-3万/月,电信科学技术第一研究所,1月11日,上海-徐汇区
2540,图像算法工程师（SLAM算法）,2-2.5万/月,南京维睛视空信息科技有限公司,1月11日,南京
2541,嵌入式软件算法工程师,6-8千/月,北京大华无线电仪器厂,1月11日,北京-海淀区
2542,人脸识别算法工程师,0.8-1.2万/月,广州御银金融服务有限公司,12月28日,广州-黄埔区
2543,飞控算法工程师,1-2万/月,佛山世寰智能科技有限公司,12月27日,佛山
2544,算法工程师,1-1.5万/月,上海久科信息技术有限公司,12月27日,上海-徐汇区
2545,算法工程师,40-50万/年,曙光信息产业股份有限公司,12月21日,北京-海淀区
2546,软件算法工程师,0.8-1万/月,深圳市智能机器人研究院,12月21日,深圳
2547,高级ISP算法工程师,2-3万/月,杭州晨安科技股份有限公司,12月21日,杭州
2548,数据算法工程师,1.5-2.5万/月,天虹商场股份有限公司,12月21日,深圳-南山区
2549,音频算法工程师,1.2-2.5万/月,上海乐野网络科技有限公司,1月8日,上海-浦东新区
2550,图像算法工程师,15-20万/年,合肥美的电冰箱有限公司,1月7日,合肥-高新区
2551,华南区域--物流项目组--算法工程师,1-1.5万/月,中国外运广东有限公司,1月7日,广州
2552,FPGA算法工程师,1.8-2.5万/月,安徽沃孚医疗科技有限公司,1月2日,异地招聘
2553,机器视觉算法工程师（杭州&上海）,1.5-2.5万/月,杭州慧知连科技有限公司,1月2日,杭州-西湖区
2554,无人机导航算法工程师,1-2万/月,特种飞行器工程研究院,1月2日,西安
2555,图像算法工程师,3-4.5千/月,丽水市易龙软件科技有限公司,1月2日,异地招聘
2556,算法工程师,0.8-1万/月,深圳精智机器有限公司,1月11日,深圳-南山区
2557,图像算法工程师,2.5-3万/月,北京盗梦空间科技有限公司,1月11日,北京-昌平区
2558,控制算法工程师,1-1.5万/月,上海优爱宝智能机器人科技股份有限...,1月11日,上海-浦东新区
2559,中级算法工程师,15-20万/年,泰豪科技股份有限公司,1月11日,上海-杨浦区
2560,SLAM算法工程师,1.5-2万/月,南京柯西莫智能科技有限公司,12月27日,南京-栖霞区
2561,算法工程师,1.5-2万/月,中国搜索信息科技股份有限公司,12月27日,北京
2562,人工智能算法工程师,4-6万/月,哦加哦网络科技（上海）有限公司,12月27日,上海-黄浦区
2563,算法工程师(004286),2-2.5万/月,广联达科技股份有限公司,12月27日,北京-海淀区
2564,算法工程师,1-1.5万/月,久心医疗科技（苏州）有限公司,12月26日,苏州-工业园区
2565,算法工程师,1.2-2.4万/月,服家（上海）网络科技有限公司,12月26日,上海-徐汇区
2566,高级算法工程师 机器学习 数据挖掘 算法策略研究,1.5-2.5万/月,悠易互通（北京）广告有限公司,12月21日,北京-朝阳区
2567,算法工程师,1.2-1.5万/月,浙江游宇集智能科技有限公司,12月21日,杭州-西湖区
2568,图像处理算法工程师 - 北京,1-2万/月,北京中天荣泰科技发展有限公司,12月21日,北京
2569,算法工程师,1.5-2万/月,武汉市瑞达源科技有限公司,12月21日,武汉-江夏区
2570,医学图像算法工程师,1.5-2.5万/月,瑞康医药股份有限公司,1月7日,杭州-滨江区
2571,雷达算法工程师,1.5-3万/月,浙江力邦合信智能制动系统股份有限...,1月7日,温州
2572,算法工程师,1.2-1.6万/月,济南博源捷讯科技有限公司,1月6日,济南-历城区
2573,算法工程师,1.5-2.5万/月,北京同方微电子有限公司,1月6日,北京-海淀区
2574,机器人算法工程师,1.5-2.5万/月,深圳市银星智能科技股份有限公司,1月6日,深圳-南山区
2575,算法工程师,0.6-1.2万/月,湖南智卓创新信息产业股份有限公司,1月2日,长沙
2576,深度学习/图像算法工程师,10-15万/年,北京基因树科技有限公司,1月2日,北京-朝阳区
2577,视频及图像处理算法工程师,1-1.5万/月,上海凯视力成信息科技有限公司,1月1日,上海-虹口区
2578,图像算法工程师,0.6-1.2万/月,艾因蒂克检测科技（上海）股份有限...,1月1日,上海
2579,算法工程师/自动驾驶决策工程师,1-1.5万/月,大连邦尼汽车电子有限公司,12月31日,大连-高新园区
2580,数据算法工程师,1.5-3万/月,深圳艾美一族电子商务有限公司,12月31日,深圳-罗湖区
2581,机器视觉算法工程师,15-20万/年,浙江爱仕达电器股份有限公司,1月11日,上海-黄浦区
2582,用户流失模型算法工程师,1-1.5万/月,上海亿烨信息科技有限公司,1月10日,上海-杨浦区
2583,数据算法工程师,0.8-1万/月,江苏巴瑞尔智能科技股份有限公司,1月10日,南京
2584,人脸识别/图像算法工程师（杭州市西湖区）,1-2万/月,杭州慧芯智识科技有限公司,12月26日,杭州-西湖区
2585,高级图像算法工程师,0.8-1万/月,东软睿驰汽车技术（沈阳）有限公司,12月26日,沈阳
2586,算法工程师,1-2万/月,成都四方伟业软件股份有限公司,12月26日,成都
2587,软件控制算法工程师,6-8千/月,重庆德领科技有限公司,12月26日,重庆-北碚区
2588,能源互联网算法工程师,20-30万/年,清华大学,12月26日,广州-天河区
2589,通信算法工程师,1-2.5万/月,山东华宇航天空间技术有限公司北京...,12月26日,北京-朝阳区
2590,算法工程师,0.8-1.5万/月,杭州景联文科技有限公司,12月21日,杭州-拱墅区
2591,算法工程师,2.5-3万/月,深圳市匠心共创科技有限公司,12月20日,广州-花都区
2592,资深算法工程师,30-50万/年,顺丰速运有限公司,12月20日,深圳-宝安区
2593,人工智能算法工程师6k-8k,3-4.5千/月,哈尔滨罗格科技有限公司,1月6日,哈尔滨-南岗区
2594,图像处理算法工程师,1.5-2万/月,北京安吉升科技发展有限责任公司,1月6日,北京-东城区
2595,音频算法工程师,1.5-2万/月,北京珠穆朗玛移动通信有限公司深圳...,1月5日,深圳-罗湖区
2596,DSP算法工程师,0.6-1.2万/月,陕西新通智能科技有限公司,1月5日,西安-高新技术...
2597,图像算法工程师,1-1.5万/月,北京航天自动控制研究所,12月31日,北京-丰台区
2598,图像处理算法工程师,1.5-2.3万/月,上海盛程机电有限公司,12月31日,上海-浦东新区
2599,算法工程师,1.5-2.5万/月,深圳市医时空健康养生服务有限公司,12月31日,深圳-南山区
2600,图像处理算法工程师,1-1.5万/月,南京火眼猴信息科技有限公司,12月31日,南京
2601,人工智能算法工程师,1-3万/月,北京增强智能科技有限公司,1月10日,北京-昌平区
2602,数据算法工程师（高级）,1.5-3万/月,广州浩动网络科技有限公司,1月10日,广州
2603,算法工程师,2-2.5万/月,上海电姆机器人有限公司,1月10日,上海-松江区
2604,算法工程师,0.5-1万/月,中国人民解放军海军七O一工厂,12月26日,北京-朝阳区
2605,算法工程师,0.8-1万/月,南京金龙客车制造有限公司,12月26日,南京
2606,图像算法工程师,1.5-2万/月,成都配天智能技术有限公司,12月26日,成都-武侯区
2607,算法工程师J10018,1.5-2万/月,途家网网络技术（北京）有限公司,12月26日,北京-朝阳区
2608,飞控算法工程师,1.5-2.5万/月,深圳极天创新科技有限公司,12月20日,深圳-南山区
2609,导航算法工程师,0.6-1.2万/月,天津讯联科技有限公司,12月20日,天津-东丽区
2610,算法工程师,2-2.5万/月,深圳千寻智居科技有限公司,1月5日,深圳-南山区
2611,算法工程师,1-2万/月,龙马智芯（珠海横琴）科技有限公司,1月5日,珠海
2612,图形算法工程师,1-2.5万/月,杭州科顿智能科技有限公司,1月5日,杭州-滨江区
2613,抗干扰算法工程师,,成都天奥信息科技有限公司,1月5日,成都
2614,算法工程师实习生,6-8千/月,上海骏富电子科技有限公司,12月30日,上海-杨浦区
2615,算法工程师,4.5-6千/月,上海艾飞能源科技有限公司,12月30日,西安-高新技术...
2616,算法工程师,1-1.5万/月,重庆天海医疗设备有限公司,1月10日,重庆
2617,控制算法工程师,1.2-1.8万/月,上海力信电气技术有限公司,1月10日,上海
2618,算法工程师,2-2.5万/月,i-Shanghai,12月25日,上海-徐汇区
2619,算法工程师,0.9-1.2万/月,武汉虹识技术有限公司,12月25日,武汉
2620,算法工程师,1-1.5万/月,西安海平方网络科技有限公司,12月20日,西安-高新技术...
2621,图像算法工程师,1-1.5万/月,珠海市诺途智能技术有限公司,12月20日,珠海
2622,算法工程师,15-30万/年,杭州复杂美科技有限公司,12月20日,杭州-西湖区
2623,算法工程师（西安）,6-8千/月,深圳波粒科技股份有限公司,1月5日,西安-高新技术...
2624,控制算法工程师,1-1.5万/月,河北正则机器人科技有限公司,1月4日,异地招聘
2625,算法工程师（视频类）,1-1.5万/月,同方股份大数据产业本部,1月4日,重庆-渝北区
2626,伺服算法工程师,9-15万/年,无锡市人力资源市场,12月30日,无锡
2627,高级算法工程师,2-2.5万/月,上海数字电视国家工程研究中心有限...,12月30日,上海-浦东新区
2628,深度学习算法工程师,1.5-2万/月,苏州科达科技股份有限公司,12月25日,上海-徐汇区
2629,图像识别算法工程师,1.5-2.5万/月,信号旗智能科技（上海）有限公司,12月25日,上海-浦东新区
2630,自然语言处理/机器学习/数据挖掘算法工程师,2-4万/月,苏州贝尔塔数据技术有限公司,12月20日,苏州-工业园区
2631,算法工程师（图像分析）,1.5-4万/月,深圳镭科激光精密有限公司,12月20日,深圳-宝安区
2632,机器视觉算法工程师(光流/SLAM方向),1-1.5万/月,广州黑飞智能科技有限公司,12月19日,广州-黄埔区
2633,机器人算法工程师,1.5-2万/月,大司包装技术有限公司,12月19日,佛山
2634,算法工程师,0.8-1.2万/月,北京奥维云网大数据科技股份有限公司,1月4日,南京-栖霞区
2635,模式识别算法工程师,0.8-1.5万/月,无锡联河光子技术有限公司,1月4日,无锡
2636,高级算法工程师（图像识别）,20-30万/年,爱佩仪光电技术（深圳）有限公司,1月4日,深圳
2637,深度学习算法工程师,1.5-2.5万/月,美的集团家用空调事业部,12月30日,佛山
2638,算法工程师,1-3万/月,深圳市七号科技有限公司,12月30日,深圳-南山区
2639,算法工程师,1.5-3万/月,北京腾客科技有限公司,12月25日,北京-海淀区
2640,机器人算法工程师,0.8-1.2万/月,深圳乐创信息通讯技术有限公司,12月19日,深圳-坪山区
2641,算法工程师,1.5-2万/月,上海赛特斯信息科技股份有限公司,12月19日,上海
2642,图形开发 算法工程师,1-2万/月,江苏博微电力科技有限公司,12月19日,南京-雨花台区
2643,血压计软件算法工程师,5-6千/月,广东千山医疗器械科技有限公司,12月19日,佛山
2644,数据处理算法工程师,4.5-6千/月,成都东方盛行电子有限责任公司,1月4日,异地招聘
2645,五险一金+双休+算法工程师,0.9-1.3万/月,西安北方捷瑞光电科技有限公司,1月4日,西安
2646,高级算法工程师,50-60万/年,上海久富投资控股有限公司,12月19日,上海-浦东新区
2647,算法工程师,1.5-2万/月,深圳市佳运通电子有限公司,12月19日,深圳
2648,高级视频处理算法工程师,6-8千/月,北京中能安信科技发展有限公司,12月19日,北京-通州区
2649,深度算法工程师,2-3万/月,上海感信信息科技股份有限公司,12月18日,上海
2650,算法工程师（上海）,,中国华信能源有限公司,12月12日,上海
2651,图像算法工程师,0.8-1.6万/月,天津顶晟无线网络科技有限公司,12月11日,天津-西青区
2652,电力电子软件算法工程师,0.8-1.5万/月,中航太克（厦门）电力技术股份有限...,12月11日,厦门
2653,信息技术部—算法工程师,20-30万/年,兴业证券股份有限公司上海分公司,12月11日,上海-浦东新区
2654,算法工程师,5-8千/月,青岛市光电工程技术研究院,12月11日,青岛
2655,控制算法工程师,1.5-2万/月,上海麦巨电气有限公司,12月18日,上海-浦东新区
2656,ARM嵌入式软件工程师,0.8-1万/月,浙江康立自控科技有限公司,2月9日,杭州-滨江区
2657,视觉工程师,1-1.5万/月,维达力实业（深圳）有限公司禾花分...,2月9日,深圳-龙岗区
2658,高级算法工程师,1.5-2.5万/月,科技谷（厦门）信息技术有限公司,12月11日,异地招聘
2659,机器学习算法工程师,0.5-1万/月,武汉华目信息技术有限责任公司,12月11日,武汉
2660,高级算法工程师,1.2-2万/月,科技谷（厦门）信息技术有限公司,12月18日,厦门
2661,人工智能算法工程师,1-1.5万/月,上海跨境通国际贸易有限公司,12月18日,成都
2662,图像算法应用工程师（C/C++）,4.5-6千/月,厦门科拓通讯技术股份有限公司,2月9日,厦门
2663,无线通信信号处理工程师,0.8-1.2万/月,湖南戎腾网络科技有限公司,2月9日,长沙-开福区
2664,设计工程师（图像软件）,0.6-1万/月,青岛海泰新光科技股份有限公司,2月9日,青岛
2665,AI人工智能研究助理,6-8千/月,北京易观智库网络科技有限公司,2月9日,北京-朝阳区
2666,算法工程师—应届博士,1-2万/月,北京亚控科技发展有限公司,12月11日,异地招聘
2667,算法工程师,8-10万/年,湖南沃森电气科技有限公司,12月9日,异地招聘
2668,机器视觉算法工程师.,0.8-1.5万/月,南京中科道置智能科技有限公司,12月18日,南京
2669,数据科学（建模方向）,1-3万/月,卫盈联信息技术（深圳）有限公司,2月9日,深圳-南山区
2670,软件开发工程师——C++，C方向,0.8-1.5万/月,北京棣南新宇科技有限公司,2月9日,北京-海淀区
2671,自然语言处理工程师,1-2万/月,深圳市北科瑞声科技股份有限公司,2月9日,深圳-南山区
2672,医疗算法（软件）工程师,0.8-1.3万/月,广州迈普再生医学科技有限公司,2月9日,广州
2673,高级数据分析师,1.5-2万/月,上海联璧电子科技（集团）有限公司,2月9日,上海-松江区
2674,图像处理、图像识别工程师,0.8-1万/月,广东易美图影像科技股份有限公司,2月9日,广州
2675,SH-UAES-05 机器学习算法工程师,,联合汽车电子有限公司,11月20日,上海
2676,数据挖掘算法工程师（大数据分析+机器学习方向）（杭州）,,朗新科技股份有限公司,11月14日,杭州
2677,算法工程师（绵阳）,,绵阳科技城大数据技术有限公司,8月25日,绵阳
2678,高级算法工程师（000522）,2.5-3万/月,北京万方数据股份有限公司,12月17日,天津-武清区
2679,算法工程师（实习）,1.5-3万/月,深圳鲲云信息科技有限公司,12月17日,深圳-福田区
2680,图像处理工程师,0.8-1万/月,浙江加州国际纳米技术研究院绍兴分院,2月9日,杭州
2681,图像处理工程师,0.9-1.2万/月,北京招通致晟科技有限公司,2月9日,北京
2682,C++开发工程师（图片识别方向）,1-1.6万/月,上海商霖华通投资咨询有限公司,2月9日,武汉
2683,图形图像软件工程师,1.2-2万/月,浙江恒强科技股份有限公司,2月9日,杭州
2684,图像处理工程师,1-1.5万/月,昆明晨昊科技有限公司,2月9日,苏州-高新区
2685,Principal Scientist（Data Analytics）,4-5万/月,飞利浦照明（中国）投资有限公司,2月9日,上海
2686,自然语言处理工程师,2-4万/月,南京小森纸制品有限公司,2月9日,异地招聘
2687,自然语言处理研发主管 (MJ000657),3.5-6万/月,沪江,2月9日,异地招聘
2688,算法研究工程师,0.6-1万/月,长沙超创电子科技有限公司,2月9日,长沙
2689,算法工程师,1-1.5万/月,无锡凌思科技有限公司,12月17日,无锡
2690,算法工程师,6-8千/月,海宁市英蔓时装贸易有限公司,12月16日,异地招聘
2691,算法工程师,6-8千/月,北京奇酷方舟信息技术有限公司,12月16日,郑州-金水区
2692,计算机视觉算法工程师,1-2万/月,恩泊泰（天津）科技有限公司,12月16日,天津-南开区
2693,机器学习工程师,3.5-7万/年,好大夫在线,2月9日,北京-朝阳区
2694,CCD视觉工程师,6-8千/月,南京一克思德科技有限公司,2月9日,南京-栖霞区
2695,(SLC)Data Analytics Algorithm Engineer(274289),,西门子（中国）有限公司Siemens L...,2月9日,苏州
2696,大数据开发工程师,2-2.5万/月,金卡智能集团股份有限公司,2月9日,杭州-余杭区
2697,自然语言处理工程师,1.5-2.5万/月,上海柯林布瑞信息技术有限公司,2月9日,上海-徐汇区
2698,图像识别开发工程师,2-2.5万/月,嘉才（北京）企业管理咨询有限公司,2月9日,北京-海淀区
2699,图像优化工程师（珠海上班）,0.5-1.2万/月,珠海普生医疗科技有限公司,2月9日,珠海
2700,数据建模工程师,2-2.5万/月,深圳市分呗信息技术有限公司,2月9日,深圳
2701,电机控制软件工程师,1.5-3万/月,上海质慧新能源科技有限公司,2月9日,上海-松江区
2702,医疗器械研发工程师,0.8-1.5万/月,上海交通大学数字医学临床转化教育...,2月9日,上海-徐汇区
2703,机器学习算法工程师,6-8千/月,北京乾行元亨能源科技有限公司,12月16日,北京-朝阳区
2704,算法工程师——语音方向,2-3万/月,福建细活信息科技有限公司,12月15日,福州-台江区
2705,机器学习&算法工程师（大数据方向）,1-2.5万/月,厦门美图之家科技有限公司,12月15日,厦门
2706,算法工程师,1.5-2万/月,宁波华保信息科技有限公司,12月15日,宁波-鄞州区
2707,(Healthineers)算法及应用工程师(275785),,西门子医疗系统有限公司SHL,2月9日,上海
2708,(CT) 数据处理与数据挖掘研究员Research Scientist in Data Processing & Data Mining(274582),,西门子（中国）有限公司 西门子中...,2月9日,北京
2709,软件工程师（后端算法）,1-1.5万/月,深圳市翌日科技有限公司,2月9日,深圳
2710,人工智能开发工程师,1-2万/月,中工产业发展集团有限公司,2月9日,上海-闵行区
2711,数据分析工程师,,商助科技（北京）有限公司,2月9日,北京-海淀区
2712,Servo Development Engineer 伺服开发工程师,1-1.5万/月,昱科环球存储科技（深圳）有限公司,2月9日,深圳-南山区
2713,电力电子开发工程师,1.5-2万/月,南京泓帆动力技术有限公司,2月9日,南京-江宁区
2714,Senior FPGA System Solution Engineer,2-2.5万/月,上海莱迪思半导体有限公司,2月9日,上海-闵行区
2715,视觉工程师/算法/应用/软件,0.8-1万/月,广州三拓识别技术有限公司,2月9日,广州-黄埔区
2716,软件工程（急招）,0.4-2万/月,凯吉凯精密电子技术开发（苏州）有...,2月9日,苏州
2717,语音算法研究员,15-30万/年,中移在线服务有限公司,2月9日,郑州
2718,算法工程师-长春冬季研发专场,1-1.5万/月,大陆汽车投资（上海）有限公司,12月15日,长春
2719,算法工程师,1-2万/月,易视智瞳科技（深圳）有限公司,12月15日,深圳-福田区
2720,算法工程师,0.8-1.5万/月,中联重科智能技术有限公司,12月15日,长沙-岳麓区
2721,算法工程师,0.8-1.2万/月,深圳市凌盟科技有限公司,12月15日,异地招聘
2722,大数据开发工程师,1-1.5万/月,北京华夏威科软件技术有限公司,2月9日,北京-海淀区
2723,AI 研究员,3-4万/月,北京大黄猫知识产权服务有限公司,2月9日,北京-海淀区
