,name,sallary,duty,time,location
5877,上海优雅广告有限公司,2-2.5万/月,机器学习工程师,2月5日,上海-闵行区
5878,杭州博盾习言科技有限公司,1-1.4万/月,企业征信数据建模经理（机器学习方向）-徐汇-00356,2月1日,上海-徐汇区
5879,中视前卫影视传媒有限公司,2-3.5万/月,机器学习技术主管,2月1日,北京-朝阳区
5880,上海润和信息技术服务有限公司,1-1.5万/月,大数据软件工程师,2月9日,成都-高新区
5881,广州安望信息科技有限公司,1-2万/月,自然语言处理应用工程师（中级）,2月9日,异地招聘
5882,阿里巴巴集团,,搜索-搜索算法专家/高级专家(平台治理),2月9日,杭州
5883,北京华洋宏软件开发有限责任公司,1-2万/月,算法工程师,2月9日,西安
5884,深圳市云之梦科技有限公司,2-3万/月,图像识别/深度学习工程师,2月9日,深圳-南山区
5885,中电福富信息科技有限公司,1-1.5万/月,AI开发工程师-福州,2月9日,福州
5886,杭州钱塘大数据交易中心有限公司,0.8-1.5万/月,爬虫开发工程师,2月9日,杭州-萧山区
5887,广州安望信息科技有限公司,1-2万/月,自然语言处理应用工程师（中级）,2月9日,异地招聘
5888,广州安望信息科技有限公司,1-2万/月,自然语言处理应用工程师（中级）,2月9日,异地招聘
5889,广州安望信息科技有限公司,1-2万/月,自然语言处理应用工程师（中级）,2月9日,异地招聘
5890,广州安望信息科技有限公司,1-2万/月,自然语言处理应用工程师（中级）,2月9日,异地招聘
5891,广州安望信息科技有限公司,1-2万/月,自然语言处理应用工程师（中级）,2月9日,异地招聘
5892,广州安望信息科技有限公司,1-2万/月,自然语言处理应用工程师（中级）,2月9日,异地招聘
5893,科大讯飞股份有限公司,1-2万/月,大数据开发工程师（杭州产品运营中心）—消费者BG,2月9日,异地招聘
5894,宇态控股广东有限公司,15-20万/年,java大数据工程师,2月9日,广州-越秀区
5895,OPPO,40-50万/年,Android高级系统工程师,2月9日,上海-徐汇区
5896,江苏润和软件股份有限公司,10-15万/年,智能终端--AI/人工智能工程师（南京）,2月9日,南京-雨花台区
5897,阿里巴巴集团,,优酷-人工智能高级专家-上海,2月9日,上海
5898,广州安望信息科技有限公司,1-2万/月,自然语言处理应用工程师（中级）,2月9日,异地招聘
5899,广州安望信息科技有限公司,1-2万/月,自然语言处理应用工程师（中级）,2月9日,异地招聘
5900,广州安望信息科技有限公司,1-2万/月,自然语言处理应用工程师（中级）,2月9日,广州-天河区
5901,广州安望信息科技有限公司,1-2万/月,自然语言处理应用工程师（中级）,2月9日,异地招聘
5902,福建星瑞格软件有限公司,0.8-1.5万/月,AI数据挖掘/业务分析工程师,2月9日,福州-鼓楼区
5903,深圳市腾讯计算机系统有限公司,,SNG16-腾讯音乐商业化广告产品经理（深圳）,2月9日,深圳
5904,深圳市腾讯计算机系统有限公司,,SA-腾讯社交广告排序算法研究员（QQ广告 深圳）,2月9日,深圳
5905,深圳市腾讯计算机系统有限公司,,MIG09-大数据挖掘工程师,2月9日,深圳
5906,深圳市腾讯计算机系统有限公司,,MIG09-大数据平台开发工程师,2月9日,深圳
5907,深圳市腾讯计算机系统有限公司,,MIG09-大数据高级研发工程师-用户画像,2月9日,深圳
5908,杭州华信智原教育科技有限公司,0.6-1万/月,AI算法工程师,2月9日,杭州-江干区
5909,重庆可兰达科技有限公司,10-30万/年,大数据和人工智能高级开发工程师,2月9日,重庆
5910,广东京信软件科技有限公司,30-60万/年,博士,2月9日,异地招聘
5911,广东京信软件科技有限公司,30-60万/年,博士,2月9日,异地招聘
5912,赞同科技股份有限公司,1-1.5万/月,算法工程师,2月9日,西安-高新技术...
5913,上海同济城市规划设计研究院,25-40万/年,GIS工程师,2月9日,上海-杨浦区
5914,上海同济城市规划设计研究院,25-40万/年,Python开发工程师,2月9日,上海-杨浦区
5915,深圳市腾讯计算机系统有限公司,,20718-AI产品高级策划（深圳）,2月9日,深圳
5916,柳州康云互联科技有限公司,1-1.5万/月,资深/高级工程师,2月9日,异地招聘
5917,苏州瑞翼信息技术有限公司,1-2万/月,大数据开发工程师,2月9日,苏州-工业园区
5918,上海亦墨信息科技有限公司,40-50万/年,数据科学家,2月9日,上海-黄浦区
5919,科大讯飞股份有限公司,1-2万/月,大数据开发工程师（杭州）—消费者BG,2月9日,异地招聘
5920,成都晓杰科技有限公司,1-1.5万/月,高级软件工程师,2月9日,成都-武侯区
5921,上海同济城市规划设计研究院,25-40万/年,数据分析师,2月9日,上海-杨浦区
5922,深圳智慧医保科技有限公司,1.5-2.5万/月,自然语言处理工程师NLP,2月9日,深圳-南山区
5923,上海同济城市规划设计研究院,25-40万/年,智慧城市解决方案工程师(GIS开发方向),2月9日,上海-杨浦区
5924,上海同济城市规划设计研究院,25-40万/年,系统架构工程师,2月9日,上海-杨浦区
5925,上海同济城市规划设计研究院,25-40万/年,空间算法工程师,2月9日,上海-杨浦区
5926,成都晓杰科技有限公司,1-1.5万/月,高级软件工程师,2月9日,成都-武侯区
5927,成都晓杰科技有限公司,1-1.5万/月,高级软件工程师,2月9日,成都-武侯区
5928,成都晓杰科技有限公司,1-1.5万/月,高级软件工程师,2月9日,成都-武侯区
5929,成都晓杰科技有限公司,1-1.5万/月,高级软件工程师,2月9日,成都-武侯区
5930,江苏吴江农村商业银行股份有限公司,20-30万/年,软件开发岗（数据分析方向）,2月9日,异地招聘
5931,江苏吴江农村商业银行股份有限公司,20-30万/年,软件开发岗（数据分析方向）,2月9日,苏州
5932,江苏吴江农村商业银行股份有限公司,20-30万/年,软件开发岗（数据分析方向）,2月9日,异地招聘
5933,成都晓杰科技有限公司,1-1.5万/月,高级软件工程师,2月9日,成都-武侯区
5934,顺丰科技有限公司,1.5-3万/月,算法工程师,2月9日,深圳-南山区
5935,广州虎牙信息科技有限公司,0.8-1万/月,文字审核组长,2月9日,珠海-香洲区
5936,江苏慧物数据科技有限公司,1.5-2万/月,算法工程师,2月9日,苏州
5937,北京优特捷信息技术有限公司,1.5-2.5万/月,大数据开发工程师（PB级）-深圳-00055,2月9日,异地招聘
5938,上海杰之能软件科技有限公司,1.5-3万/月,算法工程师（动车方向）,2月9日,上海-静安区
5939,广州汇智通信技术有限公司,20-30万/年,大数据开发工程师,2月9日,廊坊
5940,成都智库二八六一信息技术有限公司,0.8-1.5万/月,算法工程师,2月9日,成都-高新区
5941,成都智库二八六一信息技术有限公司,1-1.8万/月,高级网络爬虫工程师,2月9日,成都-高新区
5942,随锐科技股份有限公司,1-1.5万/月,SLAM导航及算法工程师,2月9日,北京-海淀区
5943,华服互联网科技（上海）有限公司,1-1.5万/月,中文NLP工程师,2月9日,上海-静安区
5944,芯原微电子（成都）有限公司,1.8-2.5万/月,编译器高级软件工程师,2月9日,成都-高新区
5945,北京融嘉合创科技有限公司西安BI研...,1.2-1.8万/月,区块链研发工程师,2月9日,西安-雁塔区
5946,山东博昂信息科技有限公司,4-8千/月,算法工程师,2月9日,济南-高新区
5947,上海新数网络科技股份有限公司,1-1.5万/月,java大数据工程师,2月9日,上海-杨浦区
5948,武汉白虹软件科技有限公司,1-3万/月,数据挖掘算法工程师,2月9日,武汉
5949,成都智库二八六一信息技术有限公司,0.8-1.5万/月,高级数据挖掘工程师,2月9日,成都-高新区
5950,浙江数字医疗卫生技术研究院,1.2-2万/月,自然语言处理,2月9日,杭州-西湖区
5951,广州汇智通信技术有限公司,15-20万/年,大数据研发工程师（大型国企北京分公司）,2月9日,北京
5952,上海杰之能软件科技有限公司,2-2.5万/月,数据挖掘算法工程师,2月9日,上海-静安区
5953,无锡先导智能装备股份有限公司,0.6-1.2万/月,视觉工程师（储备）,2月9日,异地招聘
5954,无锡先导智能装备股份有限公司,0.6-1.2万/月,视觉工程师（储备）,2月9日,异地招聘
5955,无锡先导智能装备股份有限公司,0.6-1.2万/月,视觉工程师（储备）,2月9日,异地招聘
5956,无锡先导智能装备股份有限公司,0.6-1.2万/月,视觉工程师（储备）,2月9日,异地招聘
5957,无锡先导智能装备股份有限公司,0.6-1.2万/月,视觉工程师（储备）,2月9日,异地招聘
5958,随锐科技股份有限公司,1.5-2.5万/月,高级图像处理算法工程师,2月9日,北京-海淀区
5959,随锐科技股份有限公司,1.5-3万/月,数据挖掘/分析工程师,2月9日,北京-海淀区
5960,深圳市神州云海智能科技有限公司,1.5-2.5万/月,计算机视觉工程师,2月9日,深圳-龙岗区
5961,大联大商贸（深圳）有限公司,0.8-1万/月,（校招）GPU 算法工程师,2月9日,深圳-南山区
5962,北京久其软件股份有限公司,2-4万/月,深度学习算法工程师,2月9日,北京-西城区
5963,北京久其软件股份有限公司,1.5-3万/月,高级NLP自然语言处理工程师,2月9日,北京-西城区
5964,北京久其软件股份有限公司,1.5-2万/月,数据分析师,2月9日,北京-海淀区
5965,浙江网新恩普软件有限公司,2-3万/月,大数据架构师,2月9日,杭州-西湖区
5966,航天云宏技术有限公司,1-1.5万/月,售前工程师 大数据,2月9日,广州-天河区
5967,博答企业管理咨询（上海）有限公司,2.5-3万/月,视频算法工程师,2月9日,上海
5968,无锡维实世纪科技有限公司,1-2万/月,大数据开发工程师,2月9日,苏州-工业园区
5969,杭州东信北邮信息技术有限公司,0.5-1万/月,数据挖掘工程师,2月9日,杭州-西湖区
5970,杭州东信北邮信息技术有限公司,0.5-1万/月,数据挖掘工程师,2月9日,合肥
5971,浙江零跑科技有限公司,2-2.5万/月,深度学习算法工程师,2月9日,杭州-滨江区
5972,无锡先导智能装备股份有限公司,0.6-1.2万/月,视觉工程师（储备）,2月9日,异地招聘
5973,无锡先导智能装备股份有限公司,0.6-1.2万/月,视觉工程师（储备）,2月9日,异地招聘
5974,无锡先导智能装备股份有限公司,0.6-1.2万/月,视觉工程师（储备）,2月9日,异地招聘
5975,无锡先导智能装备股份有限公司,0.6-1.2万/月,视觉工程师（储备）,2月9日,异地招聘
5976,无锡先导智能装备股份有限公司,0.6-1.2万/月,视觉工程师（储备）,2月9日,异地招聘
5977,无锡先导智能装备股份有限公司,0.6-1.2万/月,视觉工程师（储备）,2月9日,异地招聘
5978,无锡先导智能装备股份有限公司,0.6-1.2万/月,视觉工程师（储备）,2月9日,异地招聘
5979,平安科技（深圳）有限公司,1.5-3万/月,深度学习算法研发（自然语言方向）(深圳）,2月9日,深圳-福田区
5980,YOHO!有货（江苏）商贸服务有限公司,6-8千/月,大数据开发工程师（数据仓库）,2月9日,南京
5981,YOHO!有货（江苏）商贸服务有限公司,2-2.5万/月,算法工程师,2月9日,南京-建邺区
5982,YOHO!有货（江苏）商贸服务有限公司,2-2.5万/月,大数据研究员,2月9日,南京-建邺区
5983,YOHO!有货（江苏）商贸服务有限公司,3-4万/月,大数据开发工程师（数据仓库）,2月9日,北京-朝阳区
5984,YOHO!有货（江苏）商贸服务有限公司,2.5-3万/月,算法工程师,2月9日,北京-朝阳区
5985,YOHO!有货（江苏）商贸服务有限公司,5-10万/年,数据挖掘工程师（应届毕业生/实习生）,2月9日,北京-朝阳区
5986,北京东华宏泰科技股份有限公司,1-5万/月,算法工程师,2月9日,杭州-滨江区
5987,深圳市腾讯计算机系统有限公司,,19332-自然语言处理工程师（上海）,2月9日,上海
5988,深圳衡威尔科技有限公司,1-1.5万/月,AI人工智能,2月9日,深圳-罗湖区
5989,无锡先导智能装备股份有限公司,0.6-1.2万/月,视觉工程师（储备）,2月9日,异地招聘
5990,南京阿凡达机器人科技有限公司,1-2万/月,Linux软件工程师 （机器视觉方向）,2月9日,南京
5991,深圳市北科瑞声科技股份有限公司,1-2万/月,语音识别工程师,2月9日,深圳-南山区
5992,北京艾瑞思机器人技术有限公司,2-3万/月,SLAM算法工程师,2月9日,北京
5993,平安科技（深圳）有限公司,2.5-3万/月,资深数据挖掘专家（上海）,2月9日,上海
5994,平安科技（深圳）有限公司,1.5-3万/月,自然语言处理研发工程师（深圳）,2月9日,深圳-福田区
5995,星美控股集团有限公司,3-4万/月,数据科学家,2月9日,深圳-福田区
5996,观澜网络(杭州)有限公司--丁香园,2-3万/月,高级算法工程师,2月9日,杭州
5997,观澜网络(杭州)有限公司--丁香园,2-3万/月,高级搜索工程师,2月9日,杭州
5998,观澜网络(杭州)有限公司--丁香园,1.2-2.4万/月,数据产品商务拓展（BD）,2月9日,杭州
5999,博答企业管理咨询（上海）有限公司,1-1.5万/月,算法工程师,2月9日,上海
6000,中兴网鲲信息科技（上海）有限公司,0.8-1.5万/月,大数据平台高级工程师,2月9日,上海-浦东新区
6001,YOHO!有货（江苏）商贸服务有限公司,2-2.5万/月,大数据分析师 [ 北京 ],2月9日,北京-朝阳区
6002,YOHO!有货（江苏）商贸服务有限公司,1.5-2万/月,数据挖掘工程师,2月9日,北京-朝阳区
6003,奇虎360科技有限公司,,推荐算法工程师,2月9日,北京
6004,奇虎360科技有限公司,,地图算法工程师,2月9日,北京
6005,奇虎360科技有限公司,,自然语言处理工程师,2月9日,北京
6006,广州安望信息科技有限公司,1-2万/月,自然语言处理应用工程师（中级）,2月9日,异地招聘
6007,广州安望信息科技有限公司,1-2万/月,自然语言处理应用工程师（中级）,2月9日,异地招聘
6008,广州安望信息科技有限公司,1-2万/月,自然语言处理应用工程师（中级）,2月9日,异地招聘
6009,广州安望信息科技有限公司,1-2万/月,自然语言处理应用工程师（中级）,2月9日,异地招聘
6010,北京艾瑞思机器人技术有限公司,3-5万/月,SLAM算法工程师,2月9日,北京
6011,北京艾瑞思机器人技术有限公司,2-4万/月,SLAM算法工程师,2月9日,北京
6012,北京艾瑞思机器人技术有限公司,2-3万/月,SLAM算法工程师,2月9日,北京
6013,北京艾瑞思机器人技术有限公司,1.5-2万/月,C++高级开发工程师,2月9日,北京
6014,北京艾瑞思机器人技术有限公司,2-5万/月,SLAM算法工程师,2月9日,北京
6015,中兴飞流信息科技有限公司,1-1.7万/月,大数据软件工程师,2月9日,南京-雨花台区
6016,上海七牛信息技术有限公司,1.3-2.6万/月,算法工程师,2月9日,上海-浦东新区
6017,上海七牛信息技术有限公司,1.5-3万/月,(高级)数据仓库工程师,2月9日,上海
6018,上海七牛信息技术有限公司,2-4万/月,软件架构师,2月9日,北京-朝阳区
6019,上海七牛信息技术有限公司,2-4万/月,行业产品经理（新媒体产品）,2月9日,北京-朝阳区
6020,四川米诺娃妇女儿童医院有限公司,4-8千/月,算法工程师（数据挖掘、数据处理）,2月9日,成都-武侯区
6021,广东易生活信息科技有限公司,4.5-6千/月,大数据挖掘工程师,2月9日,广州-荔湾区
6022,上海理优教育科技有限公司,1.5-3万/月,推荐系统开发工程师,2月9日,武汉-洪山区
6023,奇虎360科技有限公司,,自然语言处理工程师,2月9日,北京
6024,奇虎360科技有限公司,,自然语言处理研究员,2月9日,北京
6025,奇虎360科技有限公司,,大数据开发工程师,2月9日,北京
6026,奇虎360科技有限公司,,算法工程师（上海）,2月9日,上海
6027,奇虎360科技有限公司,,技术经理,2月9日,北京
6028,北京艾瑞思机器人技术有限公司,2-3万/月,机器人SLAM算法工程师,2月9日,北京
6029,北京艾瑞思机器人技术有限公司,2-3万/月,机器人应用软件工程师,2月9日,北京
6030,北京艾瑞思机器人技术有限公司,1.5-2万/月,机器人应用软件工程师,2月9日,北京
6031,北京艾瑞思机器人技术有限公司,2-3万/月,软件工程师,2月9日,北京
6032,上海理优教育科技有限公司,1-2万/月,大数据开发工程师,2月9日,武汉-洪山区
6033,天翼电子商务有限公司上海分公司,1-1.5万/月,大数据建模工程师,2月9日,上海-虹口区
6034,上海博泰悦臻电子设备制造有限公司,,AI 开发经理,2月9日,上海
6035,万宝盛华人力资源（中国）有限公司,40-60万/年,高级数据经理,2月9日,上海-嘉定区
6036,万宝盛华人力资源（中国）有限公司,30-40万/年,算法应用工程师（大数据中心）,2月9日,上海
6037,瀚华金控股份有限公司,0.8-1.2万/月,数据分析师,2月9日,重庆-渝北区
6038,奇虎360科技有限公司,,自然语言算法工程师,2月9日,北京
6039,奇虎360科技有限公司,,数据挖掘工程师,2月9日,北京
6040,奇虎360科技有限公司,,资深推荐算法工程师,2月9日,北京
6041,北京艾瑞思机器人技术有限公司,2-3万/月,应用软件工程师,2月9日,北京
6042,上海动西网络科技有限公司,1.5-2万/月,算法工程师,2月9日,上海-静安区
6043,上海动西网络科技有限公司,1.5-2万/月,数据挖掘工程师,2月9日,上海-静安区
6044,上海动西网络科技有限公司,1.5-2万/月,算法工程师,2月9日,上海-静安区
6045,北京世纪超星信息技术发展有限责任...,3-5万/月,计算机视觉算法及应用开发工程师,2月9日,南京
6046,瀚华金控股份有限公司,2-3千/月,数据分析实习生（可转正）,2月9日,重庆-渝北区
6047,NEC（中国）有限公司,1-1.5万/月,助理研究员,2月9日,北京-朝阳区
6048,成都给米科技有限公司,0.8-1万/月,大数据征信产品经理,2月9日,成都-高新区
6049,成都臻识科技发展有限公司,25-40万/年,高级算法工程师,2月9日,成都-高新区
6050,奇虎360科技有限公司,,深度学习安全研究员,2月9日,北京
6051,奇虎360科技有限公司,,定位算法工程师,2月9日,北京
6052,奇虎360科技有限公司,,数据挖掘,2月9日,北京
6053,奇虎360科技有限公司,,资深推荐算法工程师,2月9日,北京
6054,奇虎360科技有限公司,,大数据工程师-java,2月9日,北京
6055,奇虎360科技有限公司,,自然语言处理高级工程师,2月9日,北京
6056,传神语联网网络科技股份有限公司,2-3万/月,产品经理（机器翻译引擎）,2月9日,北京
6057,嘉才（北京）企业管理咨询有限公司,1.5-2.5万/月,医学影像处理工程师,2月9日,北京-朝阳区
6058,华尔街见闻,1.5-2.2万/月,SRE数据工程师,2月9日,上海-黄浦区
6059,宁波星帆信息科技有限公司,0.6-1.2万/月,算法工程师,2月9日,宁波-奉化区
6060,深圳齐牛互联网金融服务有限公司,1.5-2.5万/月,大数据工程师,2月9日,深圳-南山区
6061,深圳齐牛互联网金融服务有限公司,1.5-3万/月,自然语言处理NLP高级工程师,2月9日,深圳-南山区
6062,北京农信互联科技有限公司,0.5-1万/月,大数据算法工程师,2月9日,厦门
6063,成都臻识科技发展有限公司,20-30万/年,算法工程师,2月9日,成都-高新区
6064,成都臻识科技发展有限公司,25-40万/年,深度学习算法工程师,2月9日,成都-高新区
6065,北京安德信业信息咨询有限责任公司,2.5-3万/月,数据挖掘工程师,2月9日,北京-海淀区
6066,成都市大数据有限公司,16-28万/年,大数据算法工程师,2月9日,成都-高新区
6067,华院数据技术（上海）有限公司,2.5-3.8万/月,人工智能云平台系统工程师,2月9日,异地招聘
6068,华院数据技术（上海）有限公司,2.5-3.8万/月,人工智能云平台系统工程师,2月9日,上海
6069,华院数据技术（上海）有限公司,1-1.5万/月,软件开发项目经理,2月9日,异地招聘
6070,奇虎360科技有限公司,,数据挖掘高级工程师,2月9日,北京
6071,奇虎360科技有限公司,,深度学习高级工程师,2月9日,北京
6072,奇虎360科技有限公司,,推荐算法工程师,2月9日,北京
6073,奇虎360科技有限公司,,深度学习算法工程师,2月9日,北京
6074,奇虎360科技有限公司,,AI产品经理,2月9日,北京
6075,奇虎360科技有限公司,,推荐算法工程师,2月9日,北京
6076,奇虎360科技有限公司,,大数据开发工程师,2月9日,北京
6077,杭州同花顺数据开发有限公司,1-1.5万/月,算法研究员（智能投顾）,2月9日,杭州-余杭区
6078,杭州同花顺数据开发有限公司,1-1.5万/月,算法研究员（NLP/ML/DL/KG）,2月9日,杭州-余杭区
6079,深圳市今日投资数据科技有限公司,2-3万/月,AI算法工程师,2月9日,深圳
6080,北京市鑫海威信息中心,1-2万/月,数据分析工程师,2月9日,北京
6081,恒生电子股份有限公司,1.5-2万/月,智能语义软件工程师（Java或Python）-研发中心,2月9日,杭州-滨江区
6082,联想集团,,Consulting Technical Architect,2月9日,北京
6083,联想集团,,计算机视觉算法工程师,2月9日,上海
6084,华院数据技术（上海）有限公司,1-1.5万/月,软件开发项目经理,2月9日,上海-杨浦区
6085,华院数据技术（上海）有限公司,1.5-2.5万/月,算法工程师,2月9日,上海
6086,华院数据技术（上海）有限公司,1.5-2万/月,计算机博士,2月9日,上海
6087,上海微创软件股份有限公司,0.6-1万/月,版本管理与测试检查,2月9日,北京
6088,上海微创软件股份有限公司,1-1.3万/月,项目经理,2月9日,北京
6089,北京搜狗科技发展有限公司,3-5万/月,搜狗灵犀-搜索推荐研究员-北京-03589,2月9日,北京-海淀区
6090,北京明朝万达科技股份有限公司,1-2万/月,算法工程师,2月9日,北京-海淀区
6091,深圳衡威尔科技有限公司,1-1.5万/月,AI算法工程师包吃住9至20k起,2月9日,深圳-宝安区
6092,杭州司塔科信息安全技术有限公司,1.5-2.5万/月,高级爬虫工程师,2月9日,杭州
6093,世纪佳缘网,1.5-2.5万/月,算法工程师,2月9日,北京-朝阳区
6094,平安科技（深圳）有限公司,1.5-3万/月,资深Hadoop开发工程师（上海）,2月9日,上海
6095,平安科技（深圳）有限公司,1.5-3万/月,资深大数据开发工程师（北京）,2月9日,北京
6096,联想集团,,图像与物体识别算法高级工程师,2月9日,上海
6097,联想集团,,计算机视觉算法工程师,2月9日,上海
6098,神州数码（中国）有限公司,0.8-1万/月,（2018届英才）大数据工程师(010357),2月9日,北京
6099,思澜科技（成都）有限公司,1-2万/月,高级算法工程师,2月9日,成都
6100,四川成都七中东方闻道网校,2-3万/月,大数据开发工程师,2月9日,成都
6101,四川成都七中东方闻道网校,2-3万/月,大数据算法工程师,2月9日,成都
6102,四川成都七中东方闻道网校,1.2-1.8万/月,大数据产品经理,2月9日,成都
6103,北京明朝万达科技股份有限公司,1.5-3万/月,大数据分析师,2月9日,北京-海淀区
6104,浙江大学滨海产业技术研究院,0.8-1.2万/月,后端逻辑工程师,2月9日,天津-滨海新区
6105,浙江大学滨海产业技术研究院,0.8-1.2万/月,实验设计科学家,2月9日,天津-滨海新区
6106,敦煌网,1.5-2.5万/月,推荐工程师,2月9日,北京-海淀区
6107,梗澔智能科技（上海）有限公司,2-2.5万/月,大数据开发工程师,2月9日,上海-普陀区
6108,平安科技（深圳）有限公司,1.5-3万/月,数据产品经理（上海）,2月9日,上海
6109,平安科技（深圳）有限公司,1.5-3万/月,音频分析研究员（上海）,2月9日,上海
6110,汕头市超声仪器研究所有限公司,4-7千/月,图像处理工程师,2月9日,汕头
6111,广州市西美信息科技有限公司,1.3-2.5万/月,人工智能算法工程师,2月9日,广州
6112,广州市西美信息科技有限公司,1.2-2.5万/月,自然语言算法工程师,2月9日,广州
6113,广州市西美信息科技有限公司,1.3-1.8万/月,算法工程师（大数据方向）,2月9日,广州
6114,上海容大教育培训有限公司,1.5-3万/月,人工智能讲师（Python）,2月9日,上海-普陀区
6115,广东巨细信息科技有限公司,6-8千/月,Java工程师(爬虫),2月9日,异地招聘
6116,上海麦子资产管理有限公司,2.5-3.5万/月,算法工程师,2月9日,上海-浦东新区
6117,上海麦子资产管理有限公司,2-2.5万/月,大数据开发工程师,2月9日,上海-浦东新区
6118,广州银行信用卡中心,12-25万/年,数据挖掘工程师,2月9日,广州-天河区
6119,广州银行信用卡中心,15-30万/年,数据分析师,2月9日,广州-天河区
6120,广州银行信用卡中心,40-60万/年,数据产品经理/专家,2月9日,广州-天河区
6121,广州银行信用卡中心,24-38万/年,数据分析经理,2月9日,广州
6122,广州银行信用卡中心,24-38万/年,数据挖掘经理,2月9日,广州
6123,广州银行信用卡中心,20-36万/年,高级数据分析师,2月9日,广州
6124,北京智慧眼科技股份有限公司,2-4万/月,计算机视觉算法研究员,2月9日,北京-海淀区
6125,山东正心医疗科技有限公司,1.5-2.5万/月,高级算法工程师,2月9日,异地招聘
6126,山东正心医疗科技有限公司,1.5-2.5万/月,高级算法工程师,2月9日,异地招聘
6127,山东正心医疗科技有限公司,1.5-2.5万/月,高级算法工程师,2月9日,异地招聘
6128,山东正心医疗科技有限公司,1-1.6万/月,高级算法工程师,2月9日,苏州
6129,山东正心医疗科技有限公司,0.8-1.5万/月,高级算法工程师,2月9日,烟台
6130,北京千锋互联科技有限公司,2.5-3万/月,python讲师,2月9日,大连
6131,南京华苏科技有限公司,1-1.5万/月,算法工程师,2月9日,南京-鼓楼区
6132,深圳市街角电子商务有限公司,2-4万/月,语音识别算法工程师,2月9日,深圳-南山区
6133,深圳市街角电子商务有限公司,2-4万/月,数据开发工程师,2月9日,深圳-南山区
6134,深圳市街角电子商务有限公司,2-4万/月,数据挖掘工程师,2月9日,深圳-南山区
6135,深圳市街角电子商务有限公司,300元/天,深度学习研究员,2月9日,深圳-南山区
6136,广州数沃信息科技有限公司,1.2-2.2万/月,算法工程师,2月9日,广州-天河区
6137,上海冰鉴信息科技有限公司,3-4万/月,总经理助理,2月9日,上海
6138,上海冰鉴信息科技有限公司,4-6万/月,模型总监,2月9日,上海
6139,南京华苏科技有限公司,1.5-2万/月,大数据挖掘培训讲师,2月9日,南京
6140,南京华苏科技有限公司,1.5-2.5万/月,数据科学家,2月9日,南京
6141,深圳腾尚时代信息科技有限公司,1-1.5万/月,人工智能电话机器人,2月9日,深圳
6142,深圳腾尚时代信息科技有限公司,1.5-2万/月,机器人工程师,2月9日,深圳
6143,深圳腾尚时代信息科技有限公司,1-1.5万/月,人脸识别人工智能,2月9日,深圳
6144,深圳腾尚时代信息科技有限公司,1-1.5万/月,AI算法工程师包吃住9k,2月9日,深圳
6145,深圳腾尚时代信息科技有限公司,1-1.5万/月,AI人工智能实习生8k起,2月9日,深圳
6146,上海冰鉴信息科技有限公司,1.3-2万/月,产品经理,2月9日,成都-高新区
6147,上海冰鉴信息科技有限公司,6-8千/月,销售助理,2月9日,上海
6148,上海冰鉴信息科技有限公司,1-1.5万/月,前端开发工程师,2月9日,南京
6149,上海冰鉴信息科技有限公司,1-1.5万/月,中级Java开发工程师,2月9日,南京-鼓楼区
6150,上海冰鉴信息科技有限公司,1.5-2.5万/月,产品经理,2月9日,上海-浦东新区
6151,上海冰鉴信息科技有限公司,1.5-2.5万/月,高级产品经理（企业征信）,2月9日,上海-浦东新区
6152,深圳市普兰软件有限公司,0.6-1.2万/月,大数据开发工程师,2月9日,北京-朝阳区
6153,深圳腾尚时代信息科技有限公司,1-1.5万/月,AI人工智能实习生8k起,2月9日,深圳
6154,安徽继远软件有限公司,6-8千/月,图像处理开发工程师,2月9日,合肥
6155,安徽继远软件有限公司,6-8千/月,智能语音开发工程师,2月9日,合肥
6156,阿基米德（上海）传媒有限公司,2-2.5万/月,高级数据分析师,2月9日,上海-长宁区
6157,四川信托有限公司,,信托高级经理/经理（量化系统开发方向）,2月9日,成都
6158,深圳盒子信息科技有限公司,1.5-2万/月,金融风控模型工程师,2月9日,深圳-南山区
6159,快乐购物股份有限公司,6-8千/月,数据挖掘工程师,2月9日,长沙
6160,上海淡红金融科技有限公司,2-3万/月,算法工程师,2月9日,上海-长宁区
6161,上海淡红金融科技有限公司,1.5-2.5万/月,数据工程师,2月9日,上海
6162,杭州东信北邮信息技术有限公司,1-1.5万/月,大数据平台开发工程师,2月9日,北京
6163,杭州东信北邮信息技术有限公司,0.5-1万/月,数据挖掘工程师,2月9日,北京
6164,苏州朗拓软件有限公司南京分公司,1-1.5万/月,大数据运维工程师,2月9日,南京-玄武区
6165,苏州朗拓软件有限公司南京分公司,1.5-2万/月,大数据开发工程师,2月9日,南京-玄武区
6166,北京多维视通技术有限公司,1-2万/月,三维人像算法工程师,2月9日,北京-海淀区
6167,上海淡红金融科技有限公司,1-2万/月,数据挖掘工程师,2月9日,上海
6168,北京千锋互联科技有限公司,2.5-3万/月,python讲师,2月9日,北京
6169,北京千锋互联科技有限公司,2.5-3万/月,python讲师,2月9日,北京
6170,北京千锋互联科技有限公司,3-4万/月,大数据总监,2月9日,北京
6171,上海云谏能源科技有限公司,1.5-3万/月,高级数据挖掘工程师,2月9日,上海-浦东新区
6172,北京千锋互联科技有限公司,4-5万/月,人工智能技术总监,2月9日,北京
6173,北京多维视通技术有限公司,1-2万/月,高级视频算法工程师,2月9日,北京-海淀区
