,time,location,duty,sallary,name
4697,02-09,上海-闵行区,经理助理,6-8千/月,上海滤泉贸易有限公司
4698,02-09,长春-朝阳区,英语助教,3-4.5千/月,长春曙英商务信息咨询有限公司
4699,02-09,上海-静安区,中级开发工程师,1-1.5万/月,上海橙诺信息咨询有限公司
4700,02-09,杭州-江干区,总经理助理（杭州）,4.5-6千/月,童绘视觉艺术中心
4701,02-09,深圳-福田区,营业管理,0.8-1万/月,奥德莱斯贸易（深圳）有限公司
4702,02-09,北京-海淀区,CAE技术工程师,0.8-1.2万/月,北京中联智佳科技发展有限公司
4703,02-09,异地招聘,采购专员,4-8千/月,苏州晶洲装备科技有限公司
4704,02-09,上海,工艺工程师,0.6-1.2万/月,上海路歌信息技术有限公司
4705,02-09,上海-浦东新区,机械设计工程师,1-1.5万/月,苏州金山太阳能科技有限公司
4706,02-09,嘉兴,品保组长,3-4.5千/月,浙江易亲工业科技有限公司
4707,02-09,上海-松江区,采购专员,4.5-6千/月,上海耐斯日用化工有限公司
4708,02-09,福州,应届生专项计划——管理培训生,4-6千/月,福州麦田房产代理有限公司
4709,02-09,杭州-拱墅区,品牌总监,30-40万/年,杭州百司拓控股集团有限公司
4710,02-09,天津-滨海新区,中医专家,1000元/天,天津博寿堂中医医院
4711,02-09,深圳-罗湖区,仓库主管,4-6千/月,深圳市本味文化旅游发展有限公司
4712,02-09,广州-增城,售后服务工程师,4-8千/月,苏德罗尼克（广州）金属包装设备有...
4713,02-09,东莞-莞城区,出纳,3-4.5千/月,广东风华国际旅行社有限公司
4714,02-09,成都-金牛区,执行策划,3-4.5千/月,成都云上唯果农业科技有限公司
4715,02-09,杭州-下城区,市场部业务员,3.5-8千/月,杭州清城能源环保工程有限公司
4716,02-09,上海-闵行区,商务经理,15-20万/年,中建一局集团第一建筑有限公司
4717,02-09,上海-闵行区,资深招聘专员,4.5-6千/月,上海新积域信息技术服务有限公司
4718,02-09,上海-静安区,人事专员,0.6-1万/月,上海解放创意产业投资发展有限公司
4719,02-09,广州-越秀区,裕丰冠军团队直招无责任底薪4000无需经验导师培训包住,1.5-2万/月,广州仁隆房地产销售代理有限公司五...
4720,02-09,保定,客服专员,2-6千/月,易县欧陆商贸有限责任公司
4721,02-09,无锡-梁溪区,少儿英语老师,3-6千/月,锡山区摩尔文化艺术培训部
4722,02-09,南京,商务助理,4.5-6千/月,西尼尔(南京)过程控制有限公司
4723,02-09,上海-黄浦区,名表销售顾问,3-6千/月,上海申之江珠宝集团有限公司
4724,02-09,上海-闵行区,质量工程师（保健食品、药品）,4.5-6千/月,上海同舟共济生物科技有限公司
4725,02-09,南京-雨花台区,实验室总工程师,1-1.5万/月,迪天环境技术南京股份有限公司
4726,02-09,杭州,项目工程师,0.8-1万/月,杭州依维柯汽车传动技术有限公司
4727,02-09,北京-大兴区,出纳,4.5-6千/月,北京和杰创新生物医学科技有限公司
4728,02-09,济南-高新区,EDA软件工程师,0.8-2.5万/月,济南概伦电子科技有限公司
4729,02-09,宁波-镇海区,信息安全工程师,3.5-7千/月,宁波东海蓝帆科技有限公司
4730,02-09,苏州-工业园区,阿里巴巴国际站运营,4-8千/月,苏州优成优电子技术有限公司
4731,02-09,成都-青羊区,行政人事,2-3千/月,深圳焱本命年投资咨询有限责任公司
4732,02-09,南京-雨花台区,销售助理,6-8万/年,第一财经 中国房地产金融 江苏事业部
4733,02-09,温州,项目管理部长 模具事业部,10-15万/年,浙江雅虎汽车部件有限公司
4734,02-09,深圳-福田区,销售管理主管,0.8-1.2万/月,深圳市闪垫科技有限公司
4735,02-09,清远,设计助理,3-4.5千/月,清远市写意空间装饰设计有限公司
4736,02-09,上海-浦东新区,财务实习生,100元/天,上海纽锋医疗科技有限公司
4737,02-09,无锡-江阴市,人事行政专员,4-5千/月,江阴市红叶饰品有限公司
4738,02-09,深圳-宝安区,急聘ebay客服,4.5-8千/月,深圳市爱品购网络科技有限公司
4739,02-09,武汉,主管会计,5.5-6.5千/月,中诚信征信有限公司武汉分公司
4740,02-09,北京-海淀区,实验室技术员,5-8千/月,北京唯源立康生物科技有限公司
4741,02-09,南京-玄武区,客户经理,0.8-1万/月,南京汉之杰信息技术有限公司
4742,02-09,异地招聘,销售助理,2-3千/月,厦门氿亿智能设备有限公司
4743,02-09,上海-松江区,出纳,3-4.5千/月,上海维日托自动化科技有限公司
4744,02-09,无锡,SAP ERP 顾问,3-4.5千/月,东捷信息技术（无锡）有限公司
4745,02-09,武汉-东西湖区,医疗器械销售,15-20万/年,武汉恒德兴科技有限公司
4746,02-09,武汉-江岸区,软装设计师,3-4.5千/月,上海酷谷空间设计有限公司
4747,02-09,上海-长宁区,区域销售代表,4.5-6千/月,上海申瀚贸易有限公司
4748,02-09,贵阳,知识产权代理人,4.5-6千/月,贵州华信商标代理有限公司
4749,02-09,杭州-余杭区,仓库管理员,3.5-4千/月,杭州传奇环境科技有限公司
4750,02-09,异地招聘,技术支持工程师,6-8千/月,上海并擎软件科技有限公司
4751,02-09,上海-闵行区,出纳,4-6千/月,上海卓骊电子科技有限公司
4752,02-09,济南-槐荫区,电话销售,3-4.5千/月,山东鲁创包装制品有限公司
4753,02-09,上海,大客户经理,15-20万/年,上海航天能源股份有限公司
4754,02-09,广州,财务助理（急招 北京路上班 周末双休）,3-4.5千/月,广州七海国际货运代理有限公司
4755,02-09,合肥,品质经理,6-8千/月,安徽华隆塑料有限责任公司
4756,02-09,兰州,销售代表,6-8千/月,甘肃华晟建设工程有限公司
4757,02-09,上海-杨浦区,销售经理,1-1.5万/月,中国平安人寿保险股份有限公司上海...
4758,02-09,长沙,商务专员/助理,4.5-6千/月,长沙师优教育科技有限公司
4759,02-09,北京-朝阳区,小说编辑,5-8千/月,航一（北京）文化传媒有限公司
4760,02-09,苏州,垃圾吊操作员,5-6万/年,光大环保能源（苏州）有限公司
4761,02-09,昆山,俏江南昆山店招募分店人事主管,4.5-6千/月,俏江南
4762,02-09,上海-徐汇区,汽车配件销售/销售工程师/汽车配件销售经理,0.8-1万/月,现代威亚数控机床有限公司
4763,02-09,上海-松江区,天猫店长/运营专员,0.8-1.2万/月,上海嘉博文泵业有限公司
4764,02-09,武汉,行政主管,3-4.5千/月,湖北天友药业有限公司
4765,02-09,上海-闵行区,会计,0.8-1万/月,上海曼朗网络科技有限公司
4766,02-09,广州-天河区,新媒体运营专员（可实习生/应届毕生）,4-8千/月,广州创润信息科技有限公司
4767,02-09,重庆-渝北区,结构设计工程师,6-8千/月,济南市市政工程设计研究院（集团）...
4768,02-09,深圳-南山区,海外业务员,4.5-6千/月,深圳市长坤国际物流有限公司
4769,02-09,无锡,人事行政专员,3-4.5千/月,无锡通孚祥汽车销售服务有限公司
4770,02-09,苏州,EHS工程师,0.8-1万/月,特诺尔爱佩斯(苏州)高新塑料有限公司
4771,02-09,异地招聘,置业顾问,3-6千/月,绿地香港控股有限公司
4772,02-09,宁波,采购经理,6-8千/月,宁波云隆进出口有限公司
4773,02-09,广州,英语翻译,3-4.5千/月,香港摩斯国际货运代理有限公司广州...
4774,02-09,北京,行政出纳,3.5-5千/月,北京谭氏石油技术有限公司
4775,02-09,扬州,弱电工程师(扬州),5-6万/年,南京炫盟科技有限公司
4776,02-09,苏州,储备干部4500+提成+奖金,4.5-6千/月,CBC（北京）信用管理有限公司苏州...
4777,02-09,北京-丰台区,CRC(临床协调员）,4-8千/月,天津冠勤医药科技有限公司
4778,02-09,上海-徐汇区,销售代表/销售经理助理/销售员/业务员,4.5-6千/月,上海力石比乐实业发展有限公司
4779,02-09,上海-静安区,人事专员/人事行政助理/HR薪资6K-8K 年终奖 带薪年假,6-8千/月,锐臻企业管理咨询（上海）有限公司
4780,02-09,东莞-黄江镇,销售经理,0.4-2万/月,东莞市菲德诺新材料科技有限公司
4781,02-09,昆明-盘龙区,工程助理/项目助理/资料员/工程后端,3-4.5千/月,云南中衡网络技术有限公司
4782,02-09,武汉-洪山区,.net开发高级工程师,0.5-1万/月,武汉云勤科技有限公司
4783,02-09,深圳-福田区,移民顾问,0.5-2.5万/月,深圳市欧美澳移民顾问有限公司
4784,02-09,北京-西城区,男装奢侈品 招店长助理 转正年薪10万起,5-8千/月,北京金优衫科技有限公司
4785,02-09,武汉-汉阳区,数控车床师傅,4.5-6千/月,武汉睿辉工贸有限公司
4786,02-09,温州,外贸业务员,4.5-6千/月,瑞安市盛伟德国际贸易有限公司
4787,02-09,北京-大兴区,软件工程师,1-1.5万/月,北京迈纳士手术机器人技术股份有限...
4788,02-09,北京-朝阳区,业务助理,3-4.5千/月,上海宝圆纸业有限公司北京分公司
4789,02-09,沈阳,有机合成研发员,0.5-1万/月,沈阳海诺威医药科技有限公司
4790,02-09,上海-松江区,印刷机长,0.7-1万/月,上海翔伟包装材料有限公司
4791,02-09,郑州-管城回族区,5000起诚聘业务精英,0.5-1.2万/月,郑州华之熠广告有限公司
4792,02-09,苏州-高新区,CNC 数控加工 操作员,3-4.5千/月,苏州大器精密机械有限公司
4793,02-09,南通,修模钳工,6-8.5千/月,南通冠东模塑股份有限公司
4794,02-09,昆山,销售工程师,0.8-1万/月,昆山诠讯连电子有限公司
4795,02-09,上海-嘉定区,外贸业务专员,4.5-6千/月,上海鸿达包装饰品有限公司
4796,02-09,徐州,售后客服,2-3.5千/月,徐州先锋经贸实业有限公司
4797,02-09,上海-嘉定区,托班老师及晚托班老师（全、***）,3-4.5千/月,上海哈皮文化传播有限公司
4798,02-09,苏州-吴中区,电工,3-4千/月,苏州市得月楼餐饮有限公司
4799,02-09,上海,助理律师,8-10万/年,上海天祥投资管理有限公司
4800,02-09,上海,上海电信区域负责人,0.5-2万/月,上海共志通信信息技术发展有限公司
4801,02-09,上海,项目经理（上海）,1.5-2万/月,上海微企信息技术股份有限公司
4802,02-09,异地招聘,Staffing Specialist,,森萨塔科技（常州）有限公司
4803,02-09,广州,招商银行月入过万信用卡销售,1-1.5万/月,招商银行股份有限公司信用卡中心
4804,02-09,北京-朝阳区,.NET高级软件开发工程师,0.8-2万/月,北京英迪致远科技有限责任公司
4805,02-09,天津-南开区,俄语销售,3-4.5千/月,天津丙阳坤立钢铁有限公司
4806,02-09,合肥-瑶海区,销售代表+高薪,6-8千/月,合肥孔氏机械有限公司
4807,02-09,上海,销售经理（汽车部件）,1-1.5万/月,上海丽福化妆品有限公司
4808,02-09,上海-静安区,销售助理J10473,4.5-6千/月,上海瑞慈医疗投资集团有限公司-上...
4809,02-09,上海,室内设计师,1-1.5万/月,上海杰汉申若丝琳装饰有限公司
4810,02-09,苏州-高新区,韩语讲师（全、***）,4.5-6千/月,南京朝日外语培训中心
4811,02-09,天津-河东区,销售精英,3-8千/月,天津钻全科技发展有限公司
4812,02-09,沈阳-沈河区,续期理赔专员,4-6千/月,中国人寿保险股份有限公司沈阳市沈...
4813,02-09,济南,淘宝/天猫客服,3-4.5千/月,济南森本华商贸有限公司
4814,02-09,武汉-东湖新技...,4000+ 文员客服  非销售 周末双休,3.5-5.5千/月,泰康人寿保险股份有限公司武汉后援...
4815,02-09,宁波,淘宝美工,4.5-6千/月,宁波乐士集团有限公司
4816,02-09,济南,商户运营5000+,6-8千/月,济南宇展网络科技有限公司
4817,02-09,西安-灞桥区,招采及合同管理主办,4.5-6千/月,四川广汇蜀信实业有限公司
4818,02-09,河源,电工,3-4.5千/月,河源市简爱家居有限公司
4819,02-09,镇江,行政人事专员,3-4.5千/月,句容协通光伏科技有限公司
4820,02-09,苏州-吴中区,少儿英语中心主任校长,1.5-2.5万/月,爱贝少儿英语苏州尹山湖中心
4821,02-09,常州-天宁区,电器维修工,6-8千/月,天宁区红梅群泰电器维修服务部
4822,02-09,深圳-南山区,安环经理,1-2万/月,盈峰环境科技集团
4823,02-09,上海-松江区,Supplier Quality Engineer,,世格流体控制（上海）有限公司
4824,02-09,西安-雁塔区,平安直招客户经理/电话销售/周末,6-8千/月,中国平安人寿保险股份有限公司陕西...
4825,02-09,深圳-福田区,.NET开发工程师,0.8-1万/月,深圳市泓源林计算机软件有限公司
4826,02-09,上海-奉贤区,化工操作工,3-4.5千/月,上海色如丹数码科技股份有限公司
4827,02-09,常州,计划专员,4.5-6千/月,江苏恒立液压科技有限公司
4828,02-09,北京-朝阳区,新媒体内容主编,2.5-3.5万/月,北京启星联合投资管理有限公司
4829,02-09,常州,内贸区域销售,4-7千/月,常州聚优新材料科技有限公司
4830,02-09,上海,神州 滴滴  美团  带车司机招募,0.8-1万/月,北京韬源集云计算有限公司
4831,02-09,上海,市场助理（***）,150元/天,上海特威喷涂技术有限公司
4832,02-09,上海,IMPORT & EXPORT OFFICER,4.5-6千/月,阿美德格工业技术（上海）有限公司
4833,02-09,杭州,电气工程师,0.8-1万/月,杭州愚工智能设备有限公司
4834,02-09,杭州,电气助理工程师,3.5-5千/月,永宏集团有限公司上海分公司
4835,02-09,上海,行政人事,1-1.5万/月,上海丁博士网络科技有限公司
4836,02-09,上海-青浦区,客户经理,4-8千/月,招商证券股份有限公司上海沪青平公...
4837,02-09,武汉-江夏区,检验技术员坐岗月薪4500,4-5.5千/月,武汉均磁科技有限公司
4838,02-09,深圳,商务专员,4-8千/月,深圳市环球易达供应链管理有限公司
4839,02-09,深圳,业务督导岗,0.6-1万/月,深圳前海用友力合金融服务有限公司
4840,02-09,杭州,绩效专员,4.5-6千/月,喜临门家具股份有限公司
4841,02-09,深圳-光明新区,房地产开发报建及拓展总监,1.5-3万/月,深圳市前海民轩投资发展有限公司
4842,02-09,深圳-南山区,咖啡师,6-8千/月,粒子加速科技（深圳）有限公司
4843,02-09,北京,新闻值班编辑,1.5-2万/月,新浪网技术（中国）有限公司
4844,02-09,南京-建邺区,渠道信息人员,6-8千/月,南京银锟家居有限公司
4845,02-09,上海,CRM实施技术顾问移动端,0.9-1.8万/月,上海汉得信息技术股份有限公司
4846,02-09,扬州,Material Planner,6-8千/月,李尔汽车系统（扬州）有限公司
4847,02-09,上海-松江区,2018年应届毕业生（船海设计）,4.5-6千/月,天海融合防务装备技术股份有限公司
4848,02-09,上海,世基（20年老牌金融公司）诚聘金融销售/客服/储备干部,1-1.5万/月,上海世基投资顾问有限公司-红楼事...
4849,02-09,上海-奉贤区,热控工程师 / 自动化工程师,0.8-1万/月,上海奕茂环境科技有限公司
4850,02-09,异地招聘,技术员（土木工程类）,4-8千/月,宁波路宝科技实业集团有限公司
4851,02-09,北京-朝阳区,链家实习生/房产经纪人/销售代表/五险一金,4-8千/月,北京链家房地产经纪有限公司-BJ134
4852,02-09,南宁,资料员,4-6千/月,碧桂园集团·广东博意建筑设计院有...
4853,02-09,西安-经济技术...,总经理司机,3-4.5千/月,陕西电力电缆制造有限公司
4854,02-09,常州,前台接待/总机/接待生,2-3千/月,常州市兰生工业自动化科技有限公司
