,time,location,duty,sallary,name
9973,02-09,湘潭,人事行政专员,,麦格纳汽车系统（苏州）有限公司
9974,02-09,广州-黄埔区,普车,6-8千/月,广州万华机电技术有限公司
9975,02-09,扬州,小微客户经理（广陵支行）,6-8千/月,江苏昆山农村商业银行股份有限公司
9976,02-09,广州-海珠区,财务主管,0.8-1.2万/月,广州祥能投资集团有限公司
9977,02-09,深圳,前台行政文员,4-6千/月,深圳市腾龙源实业有限公司
9978,02-09,徐州,阿里巴巴国际站销售代表（五险一金）,1-1.5万/月,徐州水又网络科技有限公司
9979,02-09,南京-江宁区,应届优先，聘咨询师/各科教师/老师/培训师,6-8千/月,南京莘学信息科技有限公司
9980,02-09,马鞍山,进出口保税专员,3-4.5千/月,茂迪（马鞍山）新能源有限公司
9981,02-09,中山,外贸跟单员,3-8千/月,中山市罗顿智能科技有限公司
9982,02-09,上海-长宁区,少儿英语销售,0.5-1万/月,企鹅家族英语长宁中心
9983,02-09,上海,贸易主管,7.5-8万/年,上海国际商务有限公司
9984,02-09,中山,吹瓶技术员,4.5-6千/月,阿蓓亚集团
9985,02-09,深圳-南山区,SAP项目经理,4-5万/月,深圳职人网络技术有限公司
9986,02-09,广州-黄埔区,外贸业务员（医疗外贸经验优先）,4.5-8千/月,广州科莱瑞迪医疗器材股份有限公司
9987,02-09,兰州,软件工程师,4.5-6千/月,兰州科庆仪器仪表有限责任公司
9988,02-09,上饶,外勤,3-4.5千/月,江苏云彩时代投资集团有限公司
9989,02-09,深圳-罗湖区,海外销售经理,0.8-1万/月,上海皇马国际物流有限公司
9990,02-09,苏州-吴江区,打样员,3-4.9千/月,苏州美山子制衣有限公司
9991,02-09,无锡-梁溪区,销售主管（医疗器械）,4.5-6千/月,无锡科恩医疗器械有限公司
9992,02-09,厦门,Account Executive 客户专员,6-8千/月,泰州爱乐福商业设备有限公司上海分...
9993,02-09,宁波-鄞州区,单证（周末双休+五险一金）,3-4.5千/月,宁波市鄞州杰玛国际贸易有限公司
9994,02-09,北京-海淀区,Java开发工程师（北京）,0.6-1万/月,中科软科技股份有限公司
9995,02-09,沈阳,电商部运营专员,3-4.5千/月,沈阳梵西果业有限公司
9996,02-09,上海-闵行区,大客户专员/大客户销售经理,6-8千/月,四川新三亚建材科技股份有限公司上...
9997,02-09,长沙-芙蓉区,会计,5-8千/月,长沙市伟泰信息技术有限公司
9998,02-09,沈阳-浑南区,建筑施工图设计师,8-10万/年,沈阳比目鱼信息科技有限公司
9999,02-09,北京-顺义区,操作代理/搬运工/物流操作-Operation Agent,3-4.5千/月,联邦快递（中国）有限公司
10000,02-09,梅州,保安,2-3千/月,梅州市稻丰实业有限公司
10001,02-09,泰州,机械助理,3-4千/月,澳瑞凯（威海）爆破器材有限公司
10002,02-09,湖州,会计,3.5-6千/月,森赫电梯股份有限公司
10003,02-09,深圳-龙岗区,船务文员,3-4.5千/月,深圳市美事来手袋有限公司
10004,02-09,广州-天河区,会计文员,2-3千/月,广州企盈商务服务有限公司
10005,02-09,东莞-南城区,业务助理/物流管理师,3-4.5千/月,东莞佳村商贸有限公司
10006,02-09,深圳,走心机师傅\ 走心机工程师,6-8千/月,环宇精密机械（深圳）有限公司
10007,02-09,郑州,化学工程师,0.5-2万/月,河南睿智安全工程技术有限公司
10008,02-09,沈阳-铁西区,数据录入专员,2-3千/月,沈阳乐轩宝宜教育科技有限公司
10009,02-09,南京-建邺区,保洁领班,2.8-3千/月,爱玛客服务产业（中国）有限公司
10010,02-09,西安-高新技术...,软件工程师(C++),1-1.2万/月,西安和其光电科技股份有限公司
10011,02-09,上海,市场分析专员,6-8千/月,上海励展展览设计工程有限公司
10012,02-09,西安-未央区,销售业务员,3-4.5千/月,西安佳悦食品有限公司
10013,02-09,上海-闵行区,文员,3-4.5千/月,上海洋帆实业有限公司
10014,02-09,长春,课程咨询主管,0.8-1万/月,杨梅红国际私立美校（长春）
10015,02-09,南京-浦口区,人事专员,4.5-6千/月,南京迪酷计算机科技有限公司
10016,02-09,昆山,业务销售（招应届毕业生）,3-3.9千/月,昆山威凯儿童用品有限公司
10017,02-09,无锡,外贸经理,3-8千/月,无锡能广进出口有限公司
10018,02-09,广州-越秀区,海运操作主管,5.5-7千/月,深圳邦达兴国际物流有限公司广州分...
10019,02-09,天津-河西区,配件主管,3-4.5千/月,天津中进百旺汽车销售服务有限公司
10020,02-09,苏州,财务会计主管,4.5-7千/月,广州市宁骏物业管理有限公司苏州分...
10021,02-09,北京-海淀区,平面设计实习生,120元/天,北京土人城市规划设计股份有限公司
10022,02-09,上海-普陀区,中小学全职教师,6-8千/月,上海致善文化传播有限公司
10023,02-09,深圳-龙岗区,技术工程师（电力）,4.5-6千/月,深圳市怀博科技股份有限公司
10024,02-09,成都-武侯区,中心校长/中心运营总监,0.8-1万/月,成都欧盛电子产品有限公司
10025,02-09,上海-闵行区,前台（七宝）,5-6.5千/月,上海置壹文化传播有限公司
10026,02-09,重庆-渝中区,管理会计,5-8千/月,北京新东方前途出国咨询有限公司重...
10027,02-09,异地招聘,销售代表,3.5-6千/月,个体工商户-程磊明
10028,02-09,深圳-福田区,茶馆店员(3800-5000）,3.8-5千/月,深圳市如意时光文化传播中心
10029,02-09,异地招聘,业务员/机构工程师,4.5-6千/月,致高电子（东莞）有限公司
10030,02-09,天津-东丽区,航空货运客服,2-3千/月,天津开发区人力资源服务有限公司
10031,02-09,沈阳,财务出纳,2.5-3.5千/月,辽宁房小二信息科技有限公司
10032,02-09,扬州,售后服务顾问,3-4.5千/月,江苏天泰隆汽车销售服务有限公司
10033,02-09,北京-朝阳区,月薪8000诚聘销售代表,0.5-1万/月,北京中网互动信息技术有限公司
10034,02-09,上海-宝山区,助理技术支持工程师（工业浓盐水）,5-7千/月,上海晶宇环境工程股份有限公司
10035,02-09,北京-海淀区,软件质量经理/Software Quality Manager,10-25万/年,伊必汽车软件（上海）有限公司
10036,02-09,苏州,LED业务代表（急）,0.8-1万/月,苏州曜山光电有限公司
10037,02-09,上海-杨浦区,行政专员/助理,4.5-6千/月,上海电易通信科技有限公司
10038,02-09,杭州-西湖区,弱电设计师,6-8千/月,浙江荣锦科技有限公司
10039,02-09,国外,越南语翻译（业务）,5-8千/月,泰兴开广塑胶有限公司
10040,02-09,上海,结构工程师（急）,5-8千/月,上海博泓低碳节能科技股份有限公司
10041,02-09,杭州-萧山区,工艺员,3-4.5千/月,杭州科本药业有限公司
10042,02-09,西安,招聘经理/主管（西安）,0.6-1万/月,上海旗计智能科技有限公司
10043,02-09,成都-锦江区,金融行业高端职位咨询服务大使,6-8千/月,上海瀚世企业管理咨询有限公司
10044,02-09,苏州,EHS助理工程师,3-4.5千/月,苏州纳米科技发展有限公司
10045,02-09,上海-嘉定区,测试工程师（力学/性能）,6-8千/月,冠标（上海）检测技术有限公司
10046,02-09,无锡,设备经理,1-1.5万/月,江苏爱康科技股份有限公司
10047,02-09,杭州-江干区,电机驱动工程师,0.5-1.5万/月,杭州茂葳科技有限公司
10048,02-09,深圳-光明新区,塑胶模具项目部经理,1-1.5万/月,深圳易悦恒新塑胶模具有限公司
10049,02-09,昆明-五华区,网易新闻网络编辑,4-8千/月,云南优选广告有限公司
10050,02-09,异地招聘,驻省区推广经理（福建省）,4.5-6千/月,昆明中药厂有限公司
10051,02-09,嘉兴,机械设计工程师,5-8千/月,意欧斯智能科技股份有限公司
10052,02-09,济南-高新区,培训讲师,3-4.5千/月,山东万孚生物科技有限公司
10053,02-09,上海,销售代表,0.8-1万/月,天萃宝资产管理（上海）有限公司
10054,02-09,上海,销售代表（国内）Sales,4-8千/月,上海鲜花港德鲁仕植物有限公司
10055,02-09,长沙-岳麓区,法务主管/专员,0.5-1万/月,湖南元知网络科技有限公司
10056,02-09,淄博,机械设备工程师,6-8千/月,淄博大明通顺不锈钢有限公司
10057,02-09,哈尔滨-平房区,行政秘书,3-4.5千/月,哈尔滨哈飞工业有限责任公司
10058,02-09,北京-海淀区,10182 流体开发工程师,1-1.5万/月,北京深迈瑞医疗电子技术研究院有限...
10059,02-09,异地招聘,仪器操作员,2-4千/月,湖南仁科生物科技有限公司
10060,02-09,嘉兴,信贷客户经理,0.6-1万/月,浙江优众信息科技有限公司
10061,02-09,北京-朝阳区,法务主管,1-1.5万/月,鑫达中投（北京）企业管理有限公司
10062,02-09,广州,美容助理,2-3千/月,芙蓉经典美容连锁机构
10063,02-09,杭州-萧山区,主办会计,4.5-6千/月,浙江汇林科技孵化园有限公司
10064,02-09,天津-滨海新区,车务专员,2-3千/月,天津滨海新区中新企业外包服务有限...
10065,02-09,郑州,平面设计师（高薪诚聘）,3.5-4.5千/月,新郑市龙湖镇辰夕电脑平面设计店
10066,02-09,武汉,设计师 双休包吃高底薪高提成社保,4-6千/月,武汉市都城伟业经贸有限责任公司
10067,02-09,惠州,拉长（智能售卖机）,4.5-6千/月,鸿伟电子（惠州）有限公司
10068,02-09,异地招聘,Web前端设计师,4.5-6千/月,温州市赛特网络信息服务有限公司
10069,02-09,常州,设备维护工程师,4.5-6千/月,查特深冷工程系统(常州)有限公司
10070,02-09,无锡,技术支持助理,4-5千/月,无锡催米信息科技有限公司
10071,02-09,上海-闵行区,EHS工程师,10-15万/年,空调国际热能系统
10072,02-09,深圳-宝安区,C#高级开发工程师,0.8-1.5万/月,深圳市智控科技有限公司
10073,02-09,南京-浦口区,采购副总监,1-2万/月,南京东华车享家汽车科技服务有限公司
10074,02-09,上海-嘉定区,财务助理,4.5-6千/月,上海博进医疗器械有限公司
10075,02-09,异地招聘,电控工程师,6-8千/月,浙江德宏汽车电子电器股份有限公司
10076,02-09,杭州,IT软硬件工程师（实习生）,6-8千/月,杭州康客科技有限公司
10077,02-09,苏州-相城区,仓库管理员,3-4.5千/月,苏州市台群机械有限公司
10078,02-09,南京,费用专员,4.5-5千/月,南京大全电气有限公司
10079,02-09,上海-静安区,会务经理,1.5-2万/月,博赏管理咨询（上海）有限公司
10080,02-09,贵阳,造价工程师,6-8千/月,贵州桦利工程招标造价咨询有限公司
10081,02-09,深圳,项目工程师,5-7千/月,深圳前海产业互联网股份有限公司
10082,02-09,珠海-横琴新区,项目英语行政（珠海狮门）,4.5-6千/月,柏诚工程股份有限公司
10083,02-09,长沙,筹建医院财务经理,15-20万/年,宁波奥克斯医疗投资管理有限公司
10084,02-09,上海-静安区,行政助理（前台）,4.5-6千/月,上海澳晶食品有限公司
10085,02-09,东莞-松山湖区,影视制作,6-8千/月,东莞市米目米信息技术有限公司
10086,02-09,上海-闵行区,计划经理 Planning manager,30-40万/年,上海世达机械工具厂有限公司
10087,02-09,上海-徐汇区,销售助理,5-6千/月,上海熠磊供应链管理有限公司
10088,02-09,上海-杨浦区,A股量化交易员,1-1.5万/月,上海桐石网络科技有限公司
10089,02-09,上海-松江区,Process Engineer,,庄信万丰（上海）催化剂有限公司
10090,02-09,深圳-龙华新区,区块链开发工程师,2.5-5万/月,深圳第一光年控股有限公司
10091,02-09,白城,医药代表（工作地点：吉林白城）,0.4-1万/月,重庆华森制药股份有限公司
10092,02-09,杭州,某国企人事专员,4.5-6千/月,杭州雷博家政服务有限公司
10093,02-09,上海-闵行区,亚马逊运营助理/专员,4-6千/月,上海欧泓贸易有限公司
10094,02-09,苏州-工业园区,产品培训讲师,4.5-6千/月,和佑生物科技（苏州）有限公司
10095,02-09,济南-高新区,年薪15万起 聘电话销售精英 无需出差+五险,0.8-1.5万/月,济南匠邦网络科技有限公司
10096,02-09,淄博,医疗耗材销售业务经理（全国市场外派）,3-4.5千/月,山东新华安得医疗用品有限公司
10097,02-09,江门,业务助理,2.8-4.5千/月,江门东骏电器有限公司
10098,02-09,沈阳,操作工,3.5-5千/月,沈阳市万众和劳务派遣有限公司
10099,02-09,武汉,装配员,4.5-6千/月,武汉凡谷电子技术股份有限公司
10100,02-09,郑州,会计,3-4.5千/月,郑州知阅文化传播有限公司
10101,02-09,异地招聘,水处理设计工程师,0.7-1.5万/月,苏州新工环境工程有限公司
10102,02-09,南京,电话网络销售,3-4.5千/月,南京瑞格工程机械有限公司
10103,02-09,昆明,经营助理,3-4.5千/月,昆明晨昊科技有限公司
10104,02-09,广州-越秀区,"Account Manager, Personal Care, Southern China",,路博润管理（上海）有限公司
10105,02-09,北京-东城区,会计行政员,4.5-6千/月,台湾中华航空股份有限公司北京办事处
10106,02-09,苏州,财务/会计助理,4-5千/月,上海蓝尾鲸电子商务有限公司
10107,02-09,深圳-福田区,财务会计专员,3-4.5千/月,深圳市宏立税务师事务所有限公司
10108,02-09,无锡,自动化工程师,3-4.5千/月,无锡华瑛微电子技术有限公司
10109,02-09,深圳-光明新区,项目经理,0.8-1.2万/月,深圳市普盛旺科技有限公司
10110,02-09,广州,安全员,4.5-6千/月,广州市三和再生物资回收有限公司
10111,02-09,东莞,化验员,3-4.5千/月,广州广惠生物科技有限公司
10112,02-09,宁波-鄞州区,平面设计师（双休+五险一金）,3-4.5千/月,宁波冠克贸易有限公司
10113,02-09,大连,出纳员,2-3千/月,大连鸿峰生物科技有限公司
10114,02-09,南京-江宁区,办公室文员,2-3千/月,南京富伟环境净化有限公司
10115,02-09,深圳,销售经理,15-30万/年,苏州中节能索乐图日光科技有限公司
10116,02-09,北京-西城区,建筑设计师,1-1.5万/月,北京天恒置业集团有限公司
10117,02-09,常州-新北区,生产统计员,3-5千/月,常州宏泰木业有限公司
10118,02-09,成都,成都猎聘助理顾问AC（高挑战高收入）,6-8千/月,埃摩森人才服务（上海）有限公司
10119,02-09,杭州-上城区,晚班***,14元/小时,杭州市西湖区菊川餐饮店
10120,02-09,苏州-吴江区,储备干部,3-4.5千/月,苏州新吴光电科技有限公司
10121,02-09,异地招聘,律师助理（未过司考也可+岗前培训）,4.5-6千/月,上海阅瀚律师事务所
10122,02-09,武汉,售后工程师,4.5-6千/月,武汉科锐电气股份有限公司
10123,02-09,北京-海淀区,协会会务美编设计/平面设计,6-8千/月,北京中冷联冷链物流研究院
10124,02-09,广州,质量专员,4.5-6.5千/月,广州伯朗氏检测技术有限公司
10125,02-09,上海-虹口区,互联网软件销售运营总监,1-1.5万/月,上海泰晟电子科技发展有限公司
10126,02-09,北京-顺义区,财务分析员 - 国内运输部,5-7.5千/月,全球国际货运代理（中国）有限公司...
10127,02-09,上海-长宁区,案场客服,4.5-6千/月,上海弘智嘉利房地产经纪有限公司
10128,02-09,上海-浦东新区,出纳员,4.5-6千/月,本生药业（上海）有限公司
10129,02-09,无锡-无锡新区,生产文员,3-4.5千/月,江苏申凯包装高新技术股份有限公司
10130,02-09,广州-天河区,市场经理,50-100万/年,广州市易达留学移民服务有限公司
10131,02-09,宁波-海曙区,外贸业务员/外贸专员/外贸销售,3-4.5千/月,宁波凯莉亚进出口有限公司
10132,02-09,大连-甘井子区,人事行政文员,3-4.5千/月,大连瑞尔特企业服务有限公司
10133,02-09,上海-闵行区,空运操作/海运操作/货代操作  会韩语者优先,0.5-1万/月,信使国际货运代理有限公司
10134,02-09,宿迁,业务员,6-8千/月,平安普惠投资咨询有限公司宿迁分公司
10135,02-09,芜湖,出纳（融捷玻璃复合装饰材料有限公司招聘）,3-4千/月,芜湖市融捷信息电子科技有限公司
10136,02-09,上海-青浦区,认证排程助理（薪资3000-4499）,3-4.5千/月,上海奥世管理体系认证有限公司
10137,02-09,上海-金山区,电工,6-8千/月,方正阀门集团上海有限公司
10138,02-09,深圳,前台行政,4-5千/月,理士国际技术有限公司
10139,02-09,上海,销售代表,0.4-1.5万/月,上海云棋化工科技有限公司
10140,02-09,沈阳-铁西区,平安沈阳电销中心中级客户经理,0.7-2万/月,中国平安人寿保险股份有限公司沈阳...
10141,02-09,合肥-政务区,设计部经理 五险一金+周末双休,4-6千/月,安徽亚井雨水利用科技有限公司
10142,02-09,上海,市场推广主管/经理,0.8-1万/月,上海尚安停车场管理有限公司
10143,02-09,上海-普陀区,耐火材料销售工程师,0.5-1.5万/月,上海伊索热能技术股份有限公司
10144,02-09,北京-昌平区,初二物理教研老师,5-7千/月,北京开欣乐学信息科技有限公司
10145,02-09,苏州,焊工,3-5千/月,欧瑞康（中国）科技有限公司
10146,02-09,深圳-龙岗区,视觉工程师,1-1.5万/月,维达力实业（深圳）有限公司
10147,02-09,福州-台江区,新房事业部经理,1-1.5万/月,福建一房通房产经纪服务有限公司
10148,02-09,重庆-永川区,永川本汇--二手车评估师,0.8-1万/月,重庆骊业汽车有限公司
10149,02-09,上海-徐汇区,工程项目总工程师,1-1.5万/月,上海雅庭装饰设计工程有限公司
10150,02-09,北京-顺义区,顺义区住建委安全监督站协管员（派遣）,5.5-6千/月,北京新侨国际企业管理有限公司
10151,02-09,武汉-江汉区,Management Trainee 管理培训生,8-10万/年,北京康捷空国际货运代理有限公司武...
10152,02-09,苏州-高新区,汽车销售顾问,6-8千/月,苏州宝铁龙之星汽车有限公司
10153,02-09,上海-杨浦区,人事助理,5-5.5千/月,上海新眼光医疗器械股份有限公司
10154,02-09,无锡,冷作工焊工,4.5-6千/月,无锡上研液压有限公司
10155,02-09,沈阳-铁西区,网站设计策划,3-4.5千/月,沈阳欧赫迪商贸有限公司
10156,02-09,上海-黄浦区,"Analyst, Retail Store Application & Digitalization",1-2万/月,安德阿镆贸易（上海）有限公司
10157,02-09,异地招聘,高级人力资源经理,1-1.5万/月,中企动力科技股份有限公司沈阳分公司
10158,02-09,杭州-富阳区,结构工程师,8-10万/年,杭州银湖电气设备有限公司
10159,02-09,成都-郫都区,阿里巴巴网页维护人员/统计员,2-3千/月,四川远鸣科技有限公司
10160,02-09,黄山,操作工,2.8-4.5千/月,浙江东晶博蓝特光电有限公司
10161,02-09,宁波,样品间管理员,3-4.5千/月,宁波棕榈进出口有限公司
10162,02-09,合肥,门店副理,1-1.5万/月,万众普惠科技（大连）有限公司
10163,02-09,上海-金山区,项目经理,4.5-6千/月,上海干巷车镜实业有限公司
10164,02-09,济南,人力资源专员,3-4.5千/月,济南金强激光数控设备有限公司
10165,02-09,广州-从化,保安（形象岗）,3-5千/月,广东宏润集团有限公司
10166,02-09,福州-闽侯县,收银员,3-4.5千/月,福州源泉酒店有限公司
10167,02-09,哈尔滨,法务部储备大学生,2-4千/月,哈尔滨卓展时代广场百货有限公司
10168,02-09,东莞,方案设计师,3-6千/月,深圳市西思贝尔设计有限公司
10169,02-09,杭州,仪器销售工程师,0.6-1万/月,浙江雷畴科技有限公司
10170,02-09,杭州-建德市,模具钳工,4.5-6千/月,杭州金通电器有限公司
10171,02-09,上海-浦东新区,市场专员,4-7千/月,上海永达北沃汽车销售服务有限公司...
10172,02-09,长春,市场总监,0.8-1万/月,沈阳朗迈公关策划有限公司
10173,02-09,北京-大兴区,04技术总监（膜材料方向）,1.5-2万/月,北京智中能源互联网研究院有限公司
10174,02-09,深圳-南山区,嵌入式软件工程师（智能电表）,1.5-2万/月,深圳市深电能售电有限公司
10175,02-09,苏州-姑苏区,建筑智能化（弱电）设计师,4-5千/月,苏州金迪智能科技有限公司
10176,02-09,北京,物联网标准工程师,0.8-1.2万/月,中国电子科技集团公司第十五研究所...
10177,02-09,成都,青白江急招导购无责任底薪4500,4.5-6千/月,四川哥弟真的好贸易有限公司
10178,02-09,武汉-江汉区,客户经理-生意宝 上市公司 （高底薪+高提成）,1.5-2万/月,浙江网盛生意宝股份有限公司驻武汉...
10179,02-09,汉中,老师各10名,4.5-6千/月,西安学而优教育科技有限公司
10180,02-09,昆明,旅游计调,6-8千/月,昆明康辉旅行社有限公司永丰分公司
10181,02-09,南京-江宁区,人事招聘专员,6-8千/月,南京沿途汽车用品有限公司
10182,02-09,深圳-宝安区,机器人应用工程师,0.8-2万/月,深圳若贝特智能机器人科技有限公司
10183,02-09,上海,区域市场经理 / 渠道开发经理 / 院校代表,15-20万/年,上海业势企业咨询有限公司
10184,02-09,宁波-江北区,计划员（英峰新能源汽车）,6-7千/月,宁波峰梅实业有限公司
10185,02-09,宁波-鄞州区,注塑领班助手,5-7千/月,宁波市森佰工贸有限公司
10186,02-09,昆明-五华区,学管师,4.5-6千/月,文都教育
10187,02-09,广州-海珠区,高薪诚聘西餐厅店长,6-8千/月,浙江中特进出口贸易有限公司
10188,02-09,海口,储备干部,3-4.5千/月,海口龙华金香梅炸鸡汉堡店
10189,02-09,济南-历下区,会计助理,2-3千/月,济南茂源财务管理咨询有限公司
10190,02-09,青岛-崂山区,轮胎外贸业务,0.5-1万/月,青岛豪凯威轮胎有限公司
10191,02-09,泉州,销售代表（安海、东石、磁灶、龙湖、陈埭）,3-4.5千/月,北京红牛饮料销售有限公司福建分公司
10192,02-09,武汉-武昌区,测绘地理信息技术人员,3-4.5千/月,武汉市中宇兴业咨询有限公司
10193,02-09,廊坊,销售代表,4.5-6千/月,廊坊市坤鹏凯杰汽车服务有限公司
10194,02-09,苏州,学校护士,3.5-4千/月,新加坡伊顿国际教育集团
10195,02-09,深圳-南山区,人事专员,6-8千/月,深圳市中兴物联科技有限公司
10196,02-09,合肥-蜀山区,设计院渠道销售,3-6千/月,合肥祺瑞电气有限公司
10197,02-09,西安,软件工程师,0.5-1万/月,陕西迈克高新科技实业集团有限公司
10198,02-09,临夏,区域销售经理,3-8千/月,兰州建西工程机械有限公司
10199,02-09,杭州-萧山区,客服/会员经理,1-1.5万/月,九五宝佑网络科技（浙江）股份有限...
10200,02-09,杭州-萧山区,物资管理（仓库管理员）,3.2-4千/月,华润雪花啤酒（浙江）有限公司
10201,02-09,异地招聘,外贸专员（熟悉西班牙语、德语、葡萄牙语任一语言）,4-7千/月,安徽润生塑胶新材料有限公司
10202,02-09,异地招聘,成本分析主管,5-8千/月,骏升科技（钦州）有限公司
10203,02-09,福州,预结算员（土建/安装）,8-20万/年,福建顺恒工程项目管理有限公司
10204,02-09,岳阳,鱼制品研发工程师,10-15万/年,湖南省华文食品有限公司
10205,02-09,西安,电话信息员（五险一金+双休+年终奖）,3.5-6千/月,北京瑞达恒建筑咨询有限公司西安分...
10206,02-09,异地招聘,项目解说员,3-5千/月,广东信基创新科技园开发有限公司
10207,02-09,福州-闽侯县,工艺品设计人员,4.5-6千/月,福州闽泉工艺品有限公司
10208,02-09,北京-海淀区,运维科长,1.5-2万/月,知豆电动汽车有限公司
10209,02-09,深圳-宝安区,前台,3-4千/月,深圳市潮鼎盛企业管理有限公司
10210,02-09,青岛-即墨区,人力资源总监(城投）,0.8-1万/月,青岛盈丰置业有限公司
10211,02-09,异地招聘,土建工程师,1.5-3万/月,中潜股份有限公司
10212,02-09,异地招聘,项目总监顾问,3-4万/月,上海恩驰机电工程技术有限公司
10213,02-09,北京-丰台区,前台客服,3-4.5千/月,递医（北京）科技有限公司
10214,02-09,深圳-南山区,保理业务部经理,1-2万/月,广东嘉寓门窗幕墙有限公司
10215,02-09,重庆-沙坪坝区,SER工程师,4.5-6千/月,英业达（重庆）有限公司
10216,02-09,珠海-金湾区,总经理助理,0.8-1万/月,珠海西蒙电器有限公司
10217,02-09,广州-天河区,PHP技术主管,1-2万/月,上海殷玩网络科技有限公司广州分公司
10218,02-09,武汉-江夏区,人事行政专员（包吃住）,3.5-4.5千/月,武汉杰斯特重工装备有限责任公司
10219,02-09,漳州,法务经理,0.5-1.5万/月,雷天温斯顿电池（长泰）有限公司
10220,02-09,苏州,板翅式换热器设计工程师,6-8万/年,艾普尔换热器（苏州）有限公司
10221,02-09,扬州,油漆学徒（江都奥迪）,3-4.5千/月,新丰泰集团控股有限公司
10222,02-09,郑州-经开区,2018届管培生（采矿工程）,3-4.5千/月,河南四方达超硬材料股份有限公司
10223,02-09,苏州,工程造价师/预结算（智能化）,10-15万/年,江苏建壮投资管理有限公司苏州分公司
10224,02-09,宜春,项目经理,1-2万/月,江西同和药业股份有限公司
10225,02-09,南京-江宁区,人事行政文员,3-4.5千/月,无锡全盛安仁机械有限公司
10226,02-09,东莞-东城区,外贸主管,1-2.5万/月,东莞市凯艾威五金制品有限公司
10227,02-09,异地招聘,外贸主管,0.8-1万/月,杭州创洋科技有限公司
10228,02-09,郑州-金水区,区域经理,0.8-1万/月,郑州仁记医疗体检有限公司门诊部
10229,02-09,重庆-渝北区,案场主管,6-8千/月,中化金茂物业管理（北京）有限公司...
10230,02-09,广州-越秀区,广告销售,4.5-6千/月,广州和乾梭德广告有限公司
10231,02-09,异地招聘,出纳（赣州上班）,3-4.5千/月,中联建设集团股份有限公司
10232,02-09,昆山,OQC,3-4.5千/月,江苏亿卡迪机械工业集团有限公司
10233,02-09,哈尔滨-道里区,出纳员,2.5-3.5千/月,哈尔滨市百氏佳居网络科技有限公司
10234,02-09,杭州-下城区,牛通社培训学校市场营销专员,6-12万/年,浙江《青年时报》社
10235,02-09,东莞-松山湖区,行政专员（再生医学产业园运营管理中心/东莞）,6-8千/月,佰鸿再生医学（集团）有限公司
10236,02-09,杭州-萧山区,汽车销售/现代轻卡销售,0.8-1万/月,浙江明大资产管理有限公司
10237,02-09,杭州-萧山区,中药验收,3-4.5千/月,浙江阿童木医药有限公司
10238,02-09,上海-浦东新区,Java高级软件工程师/Scala软件工程师,1-2万/月,上海百业并购信息技术股份有限公司
10239,02-09,北京-海淀区,法务专员,1-1.5万/月,政务和公益机构域名注册管理中心（...
10240,02-09,异地招聘,销售,4.5-6千/月,慧士通医疗器械有限公司
10241,02-09,珠海,电气自动化工程师,5-7千/月,珠海伊斯佳科技股份有限公司
10242,02-09,异地招聘,产品助理,2-3千/月,甘肃集优品网络科技有限公司
10243,02-09,异地招聘,轨道交通行业销售经理,0.5-1.8万/月,广州广哈通信股份有限公司
10244,02-09,成都-崇州市,定制家具工厂会计,3-5千/月,四川省万象地板有限公司
10245,02-09,长春-高新技术...,总经理,15-20万/年,吉林省力恒建筑工程有限公司
10246,02-09,北京,物业集团O2O经理,1.6-3.2万/月,世纪金源投资集团有限公司
10247,02-09,长沙-岳麓区,400咨询热线/网络在线客服,4-5万/年,摄生客营养健康产业（湖北）有限公司
10248,02-09,无锡,助理医师,4-5万/年,江阴光明眼科医院
10249,02-09,上海,用户体验中心实习生,2-3千/月,环球车享汽车租赁有限公司
10250,02-09,上海-徐汇区,项目销售经理 / 销售经理,0.7-1.5万/月,佛山市南海方玛照明有限公司
10251,02-09,盐城,后续（双休+广阔晋升空间）,4-6千/月,盐城政安消防服务有限公司
10252,02-09,南京,商务专员+双休+满勤奖+地铁口,3-4.5千/月,南京焱飞网络科技有限公司
10253,02-09,青岛,融资部门经理,0.8-1万/月,山东东海融资租赁股份有限公司青岛...
10254,02-09,南京-玄武区,网络调试技术员,0.3-1.5万/月,南京思瀚网络技术有限公司
10255,02-09,青岛,Area Manager 山东区域经理,1.5-2万/月,纽洛克商业（上海）有限公司
10256,02-09,宁波-鄞州区,董事长助理,4.5-6千/月,宁波丰顺汽车销售服务有限公司
10257,02-09,上海-松江区,市场部经理,0.8-1万/月,上海隆古建筑装饰工程有限公司
10258,02-09,广州-天河区,商务助理,2-3千/月,广东昊定创新科技发展有限公司
10259,02-09,扬州,项目经理,4-6千/月,江苏精湛光电仪器股份有限公司
10260,02-09,上海-虹口区,单证员/物流单证员,4.5-6千/月,上海昱泽国际货物运输代理有限公司
10261,02-09,广州-番禺区,急招汽车维修工中工,4.5-6千/月,广州华贵汽车有限公司
10262,02-09,广州-白云区,亚马逊助理,4.5-6千/月,广州九加一电子科技有限公司
10263,02-09,武汉-蔡甸区,仓库管理员,3-4.5千/月,航天瑞奇电缆有限公司
10264,02-09,长沙,电销主管/电话销售主管+4000起+五险+绩效,1-1.5万/月,长沙圣捷信息技术有限公司
10265,02-09,杭州-滨江区,采购专员,0.3-1万/月,浙江中易和节能技术有限公司
10266,02-09,东莞-石碣镇,环安工程师（应届生）,3-4.5千/月,旭丽电子(东莞)有限公司
