,location,time,sallary,name,duty
2823,杭州,3月12日,7-10万/月,杭州御维家居有限公司,设计师助理
2824,合肥,3月12日,7-10万/月,安徽启力教育科技有限责任公司,行政助理
2825,西安,3月12日,5-7万/月,西安尚品房地产营销策划有限公司,高薪诚聘销售经理/销售主管
2826,北京-朝阳区,3月12日,10-15万/月,北京尚嘉品鉴信息咨询有限公司,葡萄酒讲师
2827,上海-静安区,3月12日,20-40万/月,雅智捷（上海）商贸有限公司,Senior Project Manager高级项目经理
2828,西安,3月12日,10万以上/月,苏州顾家塑业有限公司,区域经理
2829,深圳,3月12日,8.5-11万/月,深圳英辅语言培训中心（EF英孚教育）,English Teacher 英文教师（EF英孚教育青少儿中心）
2830,广州-天河区,3月12日,7-10万/月,广州欣智营销顾问有限公司,招聘经理
2831,上海-浦东新区,3月12日,5-7万/月,上海迅迭网络科技有限公司,急聘团队经理/年薪50-80w
2832,成都-金牛区,3月12日,6-15万/月,四川渔越贸易有限公司,医疗器械销售
2833,杭州-余杭区,3月12日,100-200万/月,杭州香榭科技有限公司,物联网平台总架构师
2834,上海-宝山区,3月12日,6-12万/月,上海链家,链家实习生+带薪培训+住宿补贴+往应届毕业生
2835,苏州,3月12日,7-10万/月,江苏美威自动化科技有限公司,机械设计工程师
2836,广州-天河区,3月12日,60-80万/年,暨赛再生医学科技有限公司,礼仪接待
2837,济南-高新区,3月12日,7-10万/月,济南老板恋上鱼餐饮有限公司,老板恋上鱼高薪诚聘店长
2838,苏州-吴中区,3月12日,7-10万/月,吴中区郭巷乐淘信息技术咨询服务部,淘宝推广专员
2839,广州-天河区,3月12日,5-10万/月,OT整形外科,运营总监（医美）
2840,深圳-宝安区,3月12日,10万以上/月,深圳市腾星宏俊科技有限公司,品质经理
2841,合肥,3月12日,7-10万/月,安徽颐养年生物科技有限公司,市场专员
2842,深圳-龙岗区,3月12日,5-7万/月,深圳市无限大网络推广有限公司,客户经理/业务员
2843,佛山,3月12日,10万以上/月,佛山市正力房地产信息有限公司,销售顾问
2844,镇江,3月12日,100万以上/年,句容协通光伏科技有限公司,销售总监
2845,异地招聘,3月12日,7-10万/月,微士贸易（上海）有限公司,武汉- 半导体工艺工程师
2846,上海-杨浦区,3月12日,80-100万/年,上海申远建筑设计有限公司,工装设计师
2847,成都-青羊区,3月12日,5-7万/月,太平人寿保险有限公司四川分公司,销售主管
2848,深圳,3月12日,10000元/天,深圳培智乐学教育科技有限公司,高级英语讲师
2849,西安,3月12日,5-15万/月,北京富世佳兴电子器材技术有限公司,FAE 现场应用工程师
2850,东莞,3月12日,4500元/小时,东莞市新七甲电子科技有限公司,品检员 QC
2851,上海,3月12日,5-10万/月,上海悠帆机电设备工程有限公司,暖通工程师/设计
2852,上海-嘉定区,3月12日,7-15万/月,上海合护安全用品有限公司,销售工程师--工业大客户
2853,德州,3月12日,10-18万/月,溜溜果园集团股份有限公司,营业所所长
2854,杭州-拱墅区,3月12日,15-25万/月,浙江易维文化传媒有限公司,销售经理
2855,北京,3月12日,5-7万/月,证券市场红周刊,广告销售（大客户代表）
2856,宁波,3月12日,7-10万/月,福机机械工业（宁波）有限公司,供应商质量工程师
2857,广州-海珠区,3月12日,5-7万/月,广州华江置业有限公司,Top战队聘房地产一手销售顾问/业务员
2858,广州-天河区,3月12日,5-7万/月,广东南奥文创集团有限公司,市场总监
2859,深圳,3月12日,60-80万/年,鸿威实业发展（深圳）有限公司,集团副总裁/总裁助理（分管工程）
2860,随州,3月12日,6-12万/月,湖北泰晶电子科技股份有限公司,工程技术副厂长
2861,深圳,3月12日,6000元/天,深圳市都乐精密制造有限公司,工模师傅
2862,深圳-宝安区,3月12日,10万以上/月,深圳市领先康体实业有限公司,大项目销售经理
2863,东莞-南城区,3月12日,5-7万/月,广东广雅家居科技有限公司,京东运营总监
2864,广州-天河区,3月12日,7-10.5万/月,弥敦商务中心集团会计有限公司广州...,咨询顾问
2865,异地招聘,3月12日,15-30万/月,西安正合地产咨询有限公司,项目经理（延安）
2866,杭州-萧山区,3月12日,80-400万/年,浙江诺源资产管理有限公司,财务服务总监（销售总监）
2867,昆明-五华区,3月12日,60-80万/年,中财招商投资集团有限公司,市场总监
2868,成都,3月12日,80-100万/年,正黄集团有限公司,融资总监
2869,无锡,3月12日,7-10万/月,跨越速运集团有限公司,大区域市场销售助理
2870,南京-鼓楼区,3月12日,18-25万/月,南京药育智能科技有限公司,运营经理
2871,上海-青浦区,3月12日,8-12万/月,上海崇定商贸有限公司,面辅料开发管控专员
2872,宁波-鄞州区,3月12日,15-20万/月,宁波拉卡萨国际家居,家具销售精英
2873,广州-越秀区,3月12日,5-7万/月,广州画图服饰有限公司,会计
2874,广州-天河区,3月12日,60-80万/年,花镇,销售总监
2875,北京-海淀区,3月12日,5000元/天,北京博傲教育/医学考试在线,临床执业医师培训讲师/辅导老师
2876,上海-青浦区,3月12日,9999元/天,上海粮全其美食品有限公司,土耳其语翻译
2877,杭州-江干区,3月12日,5-7万/月,广州四环康源化妆品有限公司,客户经理
2878,聊城,3月12日,7-10万/月,聊城市东昌府区惟意全屋定制家具旗...,室内设计师
2879,南京-玄武区,3月12日,60-80万/年,中国大地财产保险股份有限公司江苏...,央企六险二金高薪直聘信贷经理
2880,重庆-九龙坡区,3月12日,10万以上/月,华硕电脑（上海）有限公司重庆分公司,配件产品经理
2881,杭州-下城区,3月12日,10-15万/月,杭州我爱我家房地产经纪有限公司莫...,房地产销售顾问
2882,武汉,3月12日,8-12万/月,可多连锁,财务经理
2883,东莞-石碣镇,3月12日,5-7万/月,东莞市鸿森美发器材科技有限公司,外贸销售经理
2884,上海-虹口区,3月12日,25-35万/月,天域生态环境股份有限公司,战略投资经理
2885,武汉-硚口区,3月12日,10万以上/月,中国人民财产保险股份有限公司武汉...,电话销售高薪
2886,北京-朝阳区,3月12日,1818元/小时,北京华隆瀚通国际商务顾问有限公司,招聘***销售代表 区域经理 渠道专员 客户经理
2887,上海-浦东新区,3月12日,100万以上/年,天演资本,量化投资经理
2888,杭州-江干区,3月12日,100万以上/年,中天控股集团有限公司,海外业务高管
2889,广州-天河区,3月12日,437元/小时,广东德盈华叶互联网金融信息服务有...,培训讲师
2890,昆明,3月12日,15-20万/月,天风证券股份有限公司昆明北辰财富...,总经理助理（天风证券云南分公司筹）
2891,南通,3月12日,5-7万/月,精艺（南通）纺织科技有限公司,财务主管
2892,苏州,3月12日,100万以上/年,蓝冠动力技术（苏州）股份有限公司,销售总监
2893,西安-雁塔区,3月12日,10万以上/月,西安美人有约网络科技有限公司,电商运营总监
2894,杭州-上城区,3月12日,10-20万/月,弗兰科希建筑技术（杭州）有限公司,销售部经理
2895,广州,3月12日,6-20万/月,广东超越知识产权服务有限公司,销售业务员
2896,深圳-光明新区,3月12日,4200元/天,永诚展（深圳）科技有限公司,IPQC
2897,成都,3月12日,10-20万/月,中国人寿保险股份有限公司成都市分...,理财规划师（高收入+周末双休）
2898,上海,3月12日,80-100万/年,上海百傲科技股份有限公司,市场总监
2899,武汉-洪山区,3月12日,10万以上/月,武汉洪山聚医医疗美容门诊部,医美整形医院市场总监
2900,深圳-宝安区,3月12日,15-35万/月,深圳市玖润光电科技有限公司,外贸业务员+包住+高分红提成+接收应届毕业生
2901,深圳-宝安区,3月12日,10-50万/月,深圳市征展科技有限公司,市场营销总监
2902,深圳-龙华新区,3月12日,7-10万/月,深圳链家房地产经纪有限公司,置业顾问房产经纪人房地产销售销售代表链家
2903,异地招聘,3月12日,10万以上/月,南城富雅置业有限公司,成本部经理
2904,深圳-宝安区,3月12日,5000元/小时,深圳市宇昊森达科技有限公司,smt拉长
2905,深圳-福田区,3月12日,80-100万/年,深圳市鸿京利科技有限公司,1万-15万 电子元器件 销售工程师
2906,郑州,3月12日,5-7万/月,河南环通制药有限公司,急聘网络销售无责底薪3000+
2907,杭州-滨江区,3月12日,6-10万/月,杭州妙联物联网技术有限公司,销售经理-广东
2908,南京-鼓楼区,3月12日,10-20万/月,江苏汇农天下信息科技有限公司,人事行政总监
2909,异地招聘,3月12日,5-7万/月,青岛森龙达木业有限公司,俄语业务主管
2910,东莞,3月12日,5000元/小时,深圳市海盈科技股份有限公司东莞分...,QA组长
2911,广州-天河区,3月12日,5-7万/月,广州皇泰餐饮有限公司,韩餐厨师长
2912,泰州,3月12日,60-80万/月,江苏盈科生物制药有限公司,职业经理人/首席执行官/总经理
2913,异地招聘,3月12日,100万以上/年,宁波海曙幸福启点文化传媒有限公司,电商运营总监
2914,东莞-南城区,3月12日,5-6.9万/月,上海诺银机电科技有限公司,电气销售工程师
2915,西安-经济技术...,3月12日,5-7万/月,中国人寿保险股份有限公司西安分公...,中国人寿直招正式员工（保险服务专员）均薪5000
2916,杭州-拱墅区,3月12日,7-15万/月,杭州贝丝薇儿泳裝內衣有限公司,运动服装设计师产品经理
2917,南京,3月12日,60-80万/年,南京天加环境科技有限公司（原南京...,电商总监
2918,深圳-福田区,3月12日,10-20万/月,深圳市金阳光实业发展有限公司,市场总监
2919,异地招聘,3月12日,80-100万/年,中梁地产集团杭金衢区域公司,拓展总监
2920,东莞-虎门镇,3月12日,7-10万/月,平安普惠投资咨询有限公司东莞虎门...,销售代表五险二金
2921,深圳-坪山区,3月12日,5000元/天,华莹兰香精密光学（深圳）有限公司,普工
2922,金华,3月12日,5-7万/月,浙江佳隆科技有限公司,销售工程师
2923,成都-金牛区,3月12日,6-15万/月,四川正沣工程造价咨询事务所有限责...,安装造价工程师
2924,苏州,3月12日,10万以上/月,江苏金元宝汽车服务有限公司,月入万元#滴滴司机
2925,异地招聘,3月12日,7-10万/月,昆山海誉衡精密模具有限公司,模具设计
2926,广州-天河区,3月12日,60-96万/年,广州美林基业房地产开发有限公司,总建筑师
2927,合肥,3月12日,80-100万/年,合肥葵申贸易有限公司,亚马逊运营专员
2928,深圳,3月12日,5-7万/月,明源软件,集团销售总监
2929,成都,3月12日,70-100万/年,四川省三加一工程勘察设计有限责任...,总工程师
2930,东莞-常平镇,3月12日,4000元/天,东莞星平日用品有限公司,IQC
2931,泉州,3月12日,7-10万/月,阳光财产保险股份有限公司福州中心...,信贷客户经理
2932,广州-越秀区,3月12日,5-7万/月,广州辉红房地产代理有限公司,无责任底薪（8000-10000）诚聘置业顾问 高提成包食宿
2933,深圳-福田区,3月12日,5-7万/月,深圳市鑫源珠宝首饰有限公司,外贸跟单
2934,宁波,3月12日,5-20万/月,宁波昕格国际贸易有限公司,外贸业务员
2935,上海-普陀区,3月12日,7-10万/月,上海明阳环保科技有限公司,营销总监
2936,广州,3月12日,100万以上/年,广州天人文化发展有限公司,市场营销经理
2937,北京-昌平区,3月12日,10000元/天,济南科帮商贸有限公司,网页美工
2938,广州-天河区,3月12日,3000元/天,广州点慧教育科技服务有限公司,舞蹈老师
2939,异地招聘,3月12日,80-100万/年,环球市场（集团）,国际市场营销顾问 区域营销经理
2940,成都-温江区,3月12日,7-10万/月,上海瑞慈医疗投资集团有限公司-成...,高薪聘超声医生（温江店）8000以上J10618
2941,重庆-南岸区,3月12日,3000元/天,重庆市华森心时代实业有限公司,物料员
2942,东莞-东城区,3月12日,60-80万/年,深圳帝欧智能科技有限公司,高薪外贸专员/外贸业务员/外贸销售
2943,深圳-坪山区,3月12日,3200元/小时,深圳格兰达智能装备股份有限公司,三次元测量员/测量员
2944,绵阳,3月12日,60-80万/年,东原地产-成都公司,项目总监-成都公司-绵阳J10416
2945,上海-宝山区,3月12日,60-150万/年,中信证券股份有限公司上海分公司,首席理财顾问
2946,广州-天河区,3月12日,60-80万/年,广州资和慕电子商务有限公司,微商事业部总经理
2947,青岛,3月12日,7-10万/月,安迈铝业（青岛）有限公司,研发\技术支持工程师
2948,异地招聘,3月12日,20-40万/月,四川友华科技集团有限公司,投资开发总监（工作地：自贡/四川/重庆）
2949,大连-中山区,3月12日,80-100万/年,海银财富管理有限公司大连分公司,营销副总经理
2950,佛山-南海区,3月12日,5-7万/月,广东东方恒力集团,总裁秘书
2951,南京,3月12日,60-80万/年,江苏远大电缆有限公司,物联网产品总监
2952,惠州,3月12日,5-19万/月,惠州市乐有家房产经纪有限公司,房地产销售经理
2953,深圳-南山区,3月12日,4500元/小时,帕皮科创教育（深圳）有限公司,机器人/创客/学能专注力教师
2954,广州-天河区,3月12日,60-80万/年,广州仕乐企业管理咨询有限公司,游戏制作人
2955,深圳-宝安区,3月12日,5000元/小时,深圳市卓力达电子有限公司,普工
2956,深圳-南山区,3月12日,14-16万/月,深圳海云安网络安全技术有限公司,安全系统运维工程师
2957,深圳-福田区,3月12日,16-35万/月,深圳市求卓科技有限公司,销售经理
2958,上海-闵行区,3月12日,5-10万/月,上海威纳商务信息咨询有限公司,8000高薪聘请做过外贸/销售经理
2959,上海-普陀区,3月12日,5-7万/月,浙江中希电子科技有限公司,总裁助理（储备CEO）
2960,异地招聘,3月12日,10-20万/月,北京鑫安曼科技发展有限公司,项目经理
2961,香港,3月12日,5-7万/月,文思海辉技术有限公司Pactera Tec...,技术主管(Technical Lead)
2962,深圳-南山区,3月12日,5-7万/月,深圳国瑞商业管理有限公司,投资经理（不动产公司）
2963,保定,3月12日,5-7万/月,石家庄勤创环保科技有限公司保定分...,销售精英3500+高提成五险一金+包住宿+创业平台
2964,成都,3月12日,80-130万/年,四川谦卓教育咨询有限公司,城市公司总经理
2965,深圳-宝安区,3月12日,100万以上/年,深圳市鹏城控股实业有限公司,开发报建总监/副总监
2966,深圳-南山区,3月12日,60-80万/年,中集集团,数据分析服务部经理
2967,上海-黄浦区,3月12日,5-7万/月,如意珠宝,电话客服/客服专员/客服
2968,异地招聘,3月12日,100-150万/年,雅居乐地产-云南区域,事业部总经理
2969,上海-浦东新区,3月12日,20-40万/月,诚泰融资租赁（上海）有限公司,客户经理（上海）
2970,南宁,3月12日,5-7万/月,广西车保宝汽车科技有限公司,电话销售
2971,青岛,3月12日,8-15万/月,尼得科电机（青岛）有限公司,高级硬件工程师-Electronic Hardware Engineer
2972,北京,3月12日,100万以上/年,北京宝能文创投资有限公司,投资拓展经理
2973,上海-徐汇区,3月12日,300元/小时,赛托教育,托福TOEFL/SAT/SSAT培训师
2974,广州,3月12日,10万以上/月,广东邦华集团有限公司,土建预算工程师
2975,广州-天河区,3月12日,5-7万/月,广东一片天医药集团制药有限公司,大区经理
2976,成都-锦江区,3月12日,10-20万/月,鲜生活冷链物流有限公司,物流运营经理/总监
2977,青岛-崂山区,3月12日,10万以上/月,青岛海尔家居集成股份有限公司,企划经理
2978,宁波,3月12日,7-15万/月,宁波奥特英基汽车部件股份有限公司,外贸业务主管
2979,杭州-萧山区,3月12日,5-6万/月,杭州媛颂健康管理咨询有限公司,高端微整医生
2980,北京-朝阳区,3月12日,5-7万/月,北京汇信世通咨询有限公司,猎头顾问
2981,深圳-福田区,3月12日,100万以上/年,深圳龙翔通讯器材有限公司,天猫/京东运营副总
2982,深圳-龙华新区,3月12日,20-25万/月,深圳市跃步者信息科技咨询有限公司,客户经理
2983,北京,3月12日,5-7万/月,北京人和兴业企业管理咨询有限公司,销售总监     房地产
2984,杭州,3月12日,80-100万/年,杭州西奥电梯现代化更新有限公司,区域销售总监
2985,广州-天河区,3月12日,15-30万/月,广州代码教育科技有限公司,游戏客户端主程
2986,东莞,3月12日,5-7万/月,东莞越境橡塑科技有限公司,CNC师傅
2987,深圳-龙岗区,3月12日,10万以上/月,深圳市利华动画科技视觉机构有限公司,销售总监
2988,深圳-罗湖区,3月12日,5-7万/月,深圳市科锐技术有限公司,普工
2989,广州-白云区,3月12日,60-80万/年,广州市赛科自动化控制设备有限公司,业务员/销售代表
2990,深圳,3月12日,100万以上/年,深圳君拓移民咨询服务有限公司,高级移民顾问/销售经理
2991,北京,3月12日,5-7万/月,新泽富尚（北京）资产管理有限公司,总裁业务助理（基金管理方向）
2992,成都-青羊区,3月12日,7-10万/月,四川省金至诚医疗管理有限公司,医美医院运营总经理
2993,上海,3月12日,5-7万/月,瑞幸咖啡（北京）有限公司,城市经理
2994,佛山,3月12日,5-7万/月,佛山唐明汉家居实业有限公司,软件工艺员
2995,青岛-黄岛区,3月12日,5-7万/月,青岛文达通科技股份有限公司,一级建造师 （机电、通信广电）
2996,上海-杨浦区,3月12日,80-100万/年,中峻国服（杭州）信息发展中心上海...,P2P销售总监
2997,广州-天河区,3月12日,60-80万/年,广州市融缘生物科技有限公司,营销副总
2998,北京-朝阳区,3月12日,10万以上/月,北京慧谷家族文化传媒有限公司,设计总监
2999,异地招聘,3月12日,12-22万/月,浙江台州祥生房地产开发有限公司,渠道经理
3000,苏州-工业园区,3月12日,300元/小时,苏州联吾网络科技有限公司,律师
3001,成都-青羊区,3月12日,100万以上/年,四川宏欣华宇科技有限责任公司,诚聘营销、策划、销售专业代理公司及合作伙伴
3002,广州-天河区,3月12日,10万以上/月,广州市华陶建材有限公司,销售经理/业务经理/家装业务经理
3003,上海-浦东新区,3月12日,5-7万/月,中国人寿保险股份有限公司上海市浦...,收展员（应届毕业生）
3004,广州,3月12日,60-80万/年,广州市凌云工贸有限公司,项目总经理
3005,上海,3月12日,9-12万/月,上海超之杰艺术景观工程有限公司,广告创意设计师
3006,成都-高新区,3月12日,10-15万/月,成都凡微析医药科技有限公司,体内药物分析项目经理
3007,上海,3月12日,100万以上/年,上海绿谷智慧医疗科技有限公司,971项目总监
3008,异地招聘,3月12日,15-30万/月,四川金宫川派味业有限公司,甘肃省大区经理
3009,广州,3月12日,5-7万/月,广州市恒创投资发展有限公司,理财投资团队经理
3010,成都-武侯区,3月12日,100万以上/年,成都大作为教育咨询有限公司,市场营销总监
3011,上海-闵行区,3月12日,100万以上/年,上海大帆电气设备有限公司,综合薪资20000+高提成+双休-销售经理
3012,上海-静安区,3月12日,60-100万/年,上海眼控科技股份有限公司,人工智能（AI）科学家/资深算法专家
3013,深圳-龙华新区,3月12日,4500元/天,深圳市越宏普照照明科技有限公司,物管员
3014,深圳,3月12日,25-40万/月,深圳证券交易所营运服务与物业管理...,智能化工程师岗
3015,长沙-天心区,3月12日,12-18万/月,湖南亿达产业发展有限公司,装修设计师
3016,南京-雨花台区,3月12日,6-12万/月,南京洵美服饰有限公司,市场采购总监 产品开发主管  采购主管 服装采购员
3017,北京-石景山区,3月12日,10-20万/月,北京宏动科技有限公司,高级嵌入式软件工程师-项目工程部
3018,深圳-宝安区,3月12日,3000元/天,华擎科技（深圳）有限公司,生管员
3019,杭州-滨江区,3月12日,8-15万/月,浙江春风纺织集团有限公司,毛衫工艺师
3020,深圳-福田区,3月12日,7-10万/月,深圳市壹佰金融服务有限公司,市场营销总监（编号：bf006）
3021,异地招聘,3月12日,2000-3000万/月,再惠（上海）网络科技有限公司,南京城市经理
3022,异地招聘,3月12日,60-80万/年,苏州英思铂锐人力资源管理有限公司,高级质量经理
3023,上海-普陀区,3月12日,5-7万/月,诚搜（上海）网络科技有限公司,大大客户代表：腾讯、360互联网广告业务销售
3024,苏州-吴中区,3月12日,10万以上/月,苏州科特环保股份有限公司,人力资源主管
3025,肇庆,3月12日,3500元/小时,广州瑞远新材料股份有限公司,普工
3026,南京-建邺区,3月12日,5-7万/月,南京金鹰国际汽车销售服务集团有限...,招商主管（金鹰世界汽车生活馆）
3027,宁波,3月12日,5-7万/月,宁波市鄞州区亲亲袋鼠教育培训学校,课程顾问/招生老师/教育顾问/销售
3028,深圳-坪山区,3月12日,4500元/小时,深圳市泰明辉铝箱制品有限公司,品管员
3029,上海-虹口区,3月12日,5-7万/月,YIBOYO韩国饰品,高薪招店员5-8k
3030,武汉-江夏区,3月12日,10-20万/月,武汉群益信联软件有限公司,CRM产品经理
3031,广州-天河区,3月12日,5-20万/月,前海粤荣华金融服务（深圳）有限公司,团队总监（车贷事业部）
3032,深圳-龙岗区,3月12日,2130元/小时,维达力实业（深圳）有限公司禾花分...,物料员/仓管员
3033,宁波-北仑区,3月12日,5-7万/月,宁波东昊汽车部件有限公司,CNC编程工程师
3034,昆山,3月12日,4500元/小时,昆山锟成精密压铸有限公司,仓库搬运工
3035,成都-高新区,3月12日,100万以上/年,成都高新美极医疗美容门诊部有限公司,百万美导
3036,深圳-南山区,3月12日,7-10万/月,深圳市金华鉴安全生产技术信息咨询...,应届毕业生
3037,深圳,3月12日,80-100万/年,深圳美汇医疗美容门诊部有限公司,整形美容外科手术医生
3038,广州-白云区,3月12日,6-10万/月,广州赛驱贸易有限公司,销售业务员
3039,肇庆,3月12日,3500元/天,肇庆中疗塑胶制品有限公司,仓库管理员
3040,沈阳-沈河区,3月12日,500元/小时,沈阳丹迪教育咨询有限公司,少儿英语老师
3041,上海,3月12日,5-7万/月,上海中驰自动控制技术有限公司,电子电路生产经理
3042,南京,3月12日,8-15万/月,南京保伦发电子设备有限公司,项目专员（储备）
3043,沈阳-沈河区,3月12日,5-7万/月,广州市卡客网络科技有限公司,SEO推广专员
3044,北京,3月12日,5-7万/月,深圳市行联金融服务有限公司,城市总经理
3045,广州,3月12日,10-20万/月,广州市新元素商贸有限公司,渠道拓展总监/经理
3046,昆明,3月12日,8-10万/月,昆明蚂蚁雄兵科技有限公司,市场/营销总监
3047,广州,3月12日,5-10万/月,广州市中庸集团有限公司,集团常务副总（50W+）
3048,温州,3月12日,40-100万/月,温州市新鸿房地产开发有限公司,营销总监
3049,上海-浦东新区,3月12日,10-18万/月,北京宏天信业信息技术股份有限公司...,JAVA高级工程师
3050,深圳-宝安区,3月12日,6-12万/月,深圳市开心说唱团有限公司,前台兼行政人员
3051,杭州-上城区,3月12日,8-12万/月,杭州秋社服饰有限公司,女装专卖店店长
3052,长沙-雨花区,3月12日,10万以上/月,长沙力天雷克萨斯汽车销售服务有限...,服务顾问
3053,深圳-龙华新区,3月12日,3800元/天,台亦光电科技（深圳）有限公司,仓库管理员
3054,上海,3月12日,5-10万/月,和睦家医疗,Family Medicine Physician 全科医生（浦东）(002893)
3055,杭州-滨江区,3月12日,10-20万/月,杭州享游科技有限公司,cocos2d-x客户端程序
3056,成都-双流区,3月12日,5-7万/月,成都市志学教育咨询有限公司,英语教师
3057,深圳-宝安区,3月12日,10万以上/月,深圳市凯利华电子有限公司,海外销售经理
3058,长沙-雨花区,3月12日,10万以上/月,深圳市佰利建筑装饰设计工程有限公司,空间设计师（工装）
3059,异地招聘,3月12日,100万以上/年,广东侍卫长卫星应用安全股份公司,运营副总(50-100万)
3060,北京-海淀区,3月12日,8-12万/月,云南南天电子信息产业股份有限公司,项目经理
3061,广州-海珠区,3月12日,80-100万/年,广东悟农科技股份有限公司,冻品销售经理
3062,上海-徐汇区,3月12日,10-13万/月,上海青客公共租赁住房租赁经营管理...,工程部经理
3063,上海-杨浦区,3月12日,20-30万/月,上海太和水环境科技发展有限公司,PPP项目拓展运营经理
3064,北京,3月12日,1000元/小时,北京外国语大学网络教育学院,新概念在线课程教师
3065,上海-闵行区,3月12日,100-200万/年,上海中驰集团股份有限公司,销售副总
3066,南京,3月12日,60-80万/年,江苏买卖网电子商务有限公司,金融行业销售总监
3067,广州-越秀区,3月12日,5-7万/月,广州龙吟电器有限责任公司,电商专员
3068,上海-青浦区,3月12日,5000元/天,瀚豪木业,场景模特
3069,深圳-宝安区,3月12日,20-40万/月,深圳市创世纪机械有限公司,战略副总总监/企业发展副总总监
3070,太仓,3月12日,4000元/小时,骏伟塑胶制品（太仓）有限公司,PMC
3071,上海,3月12日,5-8万/月,万向资源有限公司,矿产高级业务经理
3072,广州-天河区,3月12日,10万以上/月,广州市佰加康贸易有限公司,网络平台销售文员
3073,上海-杨浦区,3月12日,60-80万/年,上海立洋教育科技（集团）有限公司,计划运营总监 Director of Operation Planning
3074,成都-青羊区,3月12日,80-100万/年,上海译会信息科技有限公司,大客户销售（成都）年薪100万
3075,天津-河北区,3月12日,3000元/天,天津嘉洛华拓展活动有限公司,高薪聘请银行讲师/培训师（退休者优先）
3076,南宁,3月12日,80-100万/年,广州国誉医药科技有限公司,医药销售总监（税后保底底薪50000+各项补贴+年终奖）
3077,合肥-蜀山区,3月12日,12-18万/月,安徽宾肯电气股份有限公司,产品经理
3078,上海-浦东新区,3月12日,60-80万/年,上海广升信息技术股份有限公司,云平台架构师（年薪60-80万）
3079,杭州,3月12日,60-70万/年,士玺企业管理咨询（上海）有限公司,图像处理算法工程师/经理
3080,异地招聘,3月12日,60-80万/年,江阴华理防腐涂料有限公司,销售代表
3081,武汉-江汉区,3月12日,5-8万/月,武汉龙发钢铁物资有限公司,财务总监
3082,上海-杨浦区,3月12日,80-100万/年,上海融之家金融信息服务有限公司,风控总监
3083,宁波,3月12日,10-20万/月,慧釜融资租赁（上海）有限公司,信贷客户经理
3084,秦皇岛,3月12日,10000元/天,蓝海教育,找琴棋书画各种才艺各行培训教师合作
3085,上海-浦东新区,3月12日,6-15万/月,平安银行股份有限公司上海分行,平安银行银保专员（内勤员工，底薪3000+）
3086,杭州-西湖区,3月12日,10-20万/月,南派泛娱有限公司,高级制片人
3087,宁波,3月12日,80-100万/年,宁波利时日用品有限公司,外贸销售副总
3088,异地招聘,3月12日,10-20万/月,四川新升投资集团有限公司,土建工程师
3089,深圳-罗湖区,3月12日,10-40万/月,大晟时代文化投资股份有限公司,风控经理
3090,昆山,3月12日,12-36万/月,江苏中正检测股份有限公司,环境销售总监
3091,广州-天河区,3月12日,8-10万/月,广东橙家科技有限公司,运营总监
3092,深圳,3月12日,5-7万/月,万兴科技股份有限公司,硬件研发总监
3093,异地招聘,3月12日,80-100万/年,融信浙江区域公司,项目总经理
3094,深圳-罗湖区,3月12日,2130元/小时,深圳宝联绿色城市服务有限公司,保洁员
3095,沈阳-和平区,3月12日,3000元/小时,沈阳名扬教育培训学校,高中语文老师
3096,异地招聘,3月12日,60-80万/年,长沙复地房地产开发有限公司,项目总经理
3097,北京-海淀区,3月12日,7-10万/月,太平人寿保险有限公司北京分公司海...,销售经理
3098,北京,3月12日,25-35万/月,新松机器人投资有限公司,运营管理高级经理
3099,深圳-南山区,3月12日,10万以上/月,深圳市建装业集团股份有限公司,资料员（幕墙）
3100,上海-徐汇区,3月12日,60-78万/月,艾迪悌科技（上海）有限公司,Account Manager
3101,北京,3月12日,3500元/天,北京好译来翻译中心,英语同声传译(Simultaneous Interpreter)
3102,深圳-南山区,3月12日,500元/小时,深圳市元培学堂文化有限公司,艺术展讲解老师
3103,异地招聘,3月12日,20-40万/月,宁波高新区车总管网络科技服务有限...,店长
3104,宁波,3月12日,7-10万/月,宁波高新区众兴达通信技术有限公司,网络销售/销售代表（南部商务区上班+5000+）
3105,上海-闵行区,3月12日,500元/小时,吉祥培优,物理老师
3106,深圳-南山区,3月12日,25-35万/月,深圳市莱钱宝贸易有限公司,渠道拓展总监
3107,上海,3月12日,5-8万/月,科威房产管理咨询（上海）有限公司,房产合作经纪人
3108,济南-天桥区,3月12日,5-7万/月,济南柏林贸易有限公司,业务主管
3109,上海-长宁区,3月12日,60-80万/年,浙江红蜻蜓鞋业股份有限公司,董事长助理
3110,南京-建邺区,3月12日,5-7万/月,江苏新华报业传媒集团有限公司新华...,中餐厅经理
3111,上海-嘉定区,3月12日,3000元/天,上海美磐化妆品有限公司,销售专员
3112,东莞,3月12日,100万以上/年,东莞高绮印刷有限公司,销售副总经理（海外市场方向）
3113,异地招聘,3月12日,5-7万/月,广州锦冠桥实业有限公司,销售主管
3114,杭州,3月12日,7-10万/月,杭州云屏科技有限公司,销售副总裁（联合创始人）
3115,广州,3月12日,60-80万/年,广州市奥烨移民服务有限公司,销售总监
3116,异地招聘,3月12日,100万以上/年,和美（上海）房地产开发有限公司,项目总经理（融信地产南京项目）
3117,上海-普陀区,3月12日,7-10万/月,上海大视知识产权代理事务所（特殊...,专利代理人（计算机、电子、通信）
3118,深圳-福田区,3月12日,7-10万/月,深圳市易达汽车技术服务有限公司,电话销售主管
